age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,technician,single,tertiary,no,2527,no,no,cellular,19,aug,12,11,-1,0,unknown,1
1,student,single,secondary,no,1061,no,no,cellular,13,sep,530,1,-1,0,unknown,2
1,technician,single,tertiary,no,3380,yes,no,cellular,27,jul,975,2,-1,0,unknown,1
1,technician,married,secondary,yes,0,no,no,cellular,18,nov,320,1,-1,0,unknown,1
1,technician,single,tertiary,no,1614,yes,yes,cellular,16,may,763,1,340,3,failure,1
1,technician,married,secondary,no,-303,no,yes,unknown,22,jun,231,1,-1,0,unknown,1
1,management,married,tertiary,no,61,no,no,cellular,13,sep,233,3,165,1,failure,1
1,management,married,tertiary,no,220,no,no,cellular,27,aug,82,2,-1,0,unknown,1
1,management,married,tertiary,no,897,no,no,cellular,4,may,134,3,-1,0,unknown,1
1,blue-collar,married,primary,no,652,no,no,unknown,8,jun,271,1,-1,0,unknown,1
1,technician,single,tertiary,no,528,no,no,cellular,26,aug,136,13,-1,0,unknown,1
1,admin.,single,tertiary,no,146,no,no,cellular,1,jun,173,1,-1,0,unknown,1
1,technician,married,secondary,no,5264,no,no,unknown,24,may,219,1,-1,0,unknown,1
1,blue-collar,married,primary,no,44,yes,no,unknown,8,may,11,8,-1,0,unknown,1
1,technician,married,secondary,no,684,no,yes,cellular,14,aug,254,3,-1,0,unknown,1
0,student,single,primary,no,2863,no,no,cellular,18,apr,41,23,-1,0,unknown,1
1,self-employed,single,tertiary,no,119,yes,no,unknown,8,may,412,1,-1,0,unknown,1
1,technician,married,tertiary,no,-354,no,no,cellular,27,aug,472,2,-1,0,unknown,1
1,technician,single,secondary,no,-34,yes,no,unknown,20,may,357,1,-1,0,unknown,1
1,management,married,tertiary,no,309,yes,no,cellular,21,jul,447,1,-1,0,unknown,1
1,blue-collar,married,tertiary,no,837,no,no,unknown,3,jun,141,3,-1,0,unknown,1
1,technician,married,tertiary,no,2871,no,yes,cellular,29,jul,183,3,-1,0,unknown,1
1,blue-collar,married,unknown,no,4137,yes,no,unknown,19,may,123,2,-1,0,unknown,1
1,admin.,married,secondary,no,1183,yes,no,unknown,16,may,212,2,-1,0,unknown,1
1,management,married,tertiary,no,1018,no,no,cellular,29,aug,78,6,-1,0,unknown,1
1,unknown,married,unknown,no,138,no,no,cellular,5,aug,273,1,183,1,failure,1
1,management,married,tertiary,no,2506,yes,no,cellular,23,nov,100,1,-1,0,unknown,1
