age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,entrepreneur,divorced,tertiary,no,124,no,no,cellular,19,nov,153,1,-1,0,unknown,1
1,student,single,secondary,no,124,yes,no,cellular,13,mar,60,1,-1,0,unknown,1
1,blue-collar,divorced,secondary,no,32,yes,no,cellular,15,jul,257,3,0,0,unknown,1
1,blue-collar,married,secondary,no,2340,yes,no,cellular,13,may,244,1,0,0,unknown,1
1,management,married,tertiary,no,324,yes,no,unknown,2,jun,164,1,0,0,unknown,1
1,blue-collar,married,tertiary,no,143,yes,no,cellular,5,feb,353,1,94,1,failure,2
1,student,single,tertiary,no,562,yes,no,cellular,17,mar,108,1,364,0,other,1
1,retired,married,secondary,no,753,no,no,unknown,15,mar,49,10,0,0,unknown,1
1,blue-collar,married,secondary,no,160,yes,no,unknown,6,mar,271,1,-1,0,unknown,1
1,services,single,secondary,no,976,no,no,cellular,14,oct,138,3,195,0,success,2
1,admin.,married,secondary,no,578,no,no,cellular,20,nov,142,1,-1,0,unknown,1
1,self-employed,married,secondary,no,623,yes,no,unknown,20,may,268,2,0,0,unknown,1
1,student,married,tertiary,no,3407,yes,no,cellular,29,may,536,1,-1,0,unknown,2
1,services,divorced,secondary,no,87,no,no,cellular,14,jul,567,1,0,1,success,2
1,management,married,tertiary,no,524,yes,yes,cellular,14,apr,124,1,-1,0,unknown,1
1,student,divorced,secondary,no,-26,no,no,unknown,14,may,57,1,-1,0,unknown,1
1,housemaid,married,tertiary,no,1045,yes,no,cellular,5,may,145,3,266,1,failure,1
1,self-employed,single,secondary,no,604,no,no,unknown,2,jun,66,1,-1,0,unknown,1
1,technician,single,tertiary,no,666,no,no,unknown,26,may,52,4,-1,0,unknown,1
1,admin.,divorced,primary,no,1548,yes,no,telephone,18,may,20,1,0,0,unknown,1
1,technician,divorced,secondary,no,131,yes,no,unknown,22,mar,166,1,0,0,unknown,1
1,management,married,unknown,no,36,no,no,cellular,8,jun,138,1,-1,0,unknown,1
1,retired,married,tertiary,no,1558,yes,yes,cellular,15,mar,74,2,-1,0,unknown,1
1,management,single,tertiary,no,2491,no,no,cellular,11,jul,1427,2,-1,0,unknown,2
1,management,single,tertiary,no,162,yes,no,cellular,13,mar,268,1,0,0,unknown,1
1,unemployed,married,tertiary,no,104,no,no,cellular,6,feb,390,2,-1,0,unknown,1
1,services,single,secondary,no,595,yes,no,cellular,11,apr,72,1,-1,0,unknown,1
1,admin.,married,primary,no,99,yes,no,cellular,11,jan,136,2,-1,0,unknown,1
1,housemaid,single,tertiary,no,2146,no,no,cellular,27,aug,377,5,-1,0,unknown,1
1,admin.,married,primary,no,71,yes,no,unknown,15,may,370,2,0,0,unknown,1
1,management,single,tertiary,no,527,yes,no,unknown,19,may,350,1,0,0,unknown,1
1,admin.,married,secondary,no,207,yes,no,cellular,27,mar,419,2,0,0,unknown,2
1,housemaid,single,tertiary,no,396,no,no,cellular,18,apr,76,5,-1,0,unknown,1
1,blue-collar,married,secondary,no,170,yes,no,cellular,19,nov,74,1,-1,0,unknown,1
1,entrepreneur,single,tertiary,no,72,no,no,cellular,28,jan,150,2,-1,0,unknown,1
1,management,married,secondary,no,646,no,no,cellular,16,aug,371,1,-1,0,unknown,1
1,blue-collar,married,primary,no,1592,no,no,unknown,19,jun,67,2,0,0,unknown,1
1,management,single,tertiary,no,152,no,no,cellular,2,jul,750,1,-1,0,unknown,2
1,student,married,primary,no,515,no,no,cellular,29,jul,51,1,-1,0,unknown,1
1,self-employed,single,secondary,no,455,yes,no,unknown,20,may,500,2,-1,0,unknown,1
1,student,single,primary,no,2540,no,no,telephone,20,may,328,1,-1,0,unknown,1
1,blue-collar,married,primary,no,648,no,no,unknown,11,jun,148,1,0,0,unknown,1
1,housemaid,married,tertiary,no,52,no,no,cellular,8,oct,286,1,97,5,failure,2
1,student,married,secondary,no,609,yes,no,telephone,24,jul,84,2,-1,0,unknown,1
1,admin.,divorced,secondary,no,537,no,no,cellular,5,apr,401,2,-1,0,unknown,1
1,housemaid,single,tertiary,no,919,no,no,cellular,29,jul,84,4,-1,0,unknown,1
1,student,married,secondary,no,123,no,no,cellular,26,aug,155,2,-1,0,unknown,1
1,services,divorced,secondary,no,270,no,no,cellular,7,mar,275,1,84,3,failure,1
1,student,married,primary,no,133,no,no,cellular,1,apr,406,2,345,3,failure,1
0,services,single,secondary,no,730,no,no,cellular,23,mar,82,1,-1,0,unknown,2
1,student,single,tertiary,no,685,no,no,unknown,7,jul,37,1,-1,0,unknown,1
1,management,single,tertiary,no,639,no,no,cellular,8,sep,369,1,-1,0,unknown,2
1,student,married,secondary,no,814,yes,no,unknown,5,jun,174,1,0,0,unknown,1
1,student,single,secondary,no,859,yes,no,unknown,13,mar,525,1,0,0,unknown,1
1,technician,married,secondary,no,690,no,no,cellular,3,feb,66,3,258,0,failure,1
1,student,married,secondary,no,194,yes,yes,cellular,16,apr,511,1,0,0,unknown,1
1,student,single,tertiary,no,5015,no,no,cellular,20,oct,146,3,94,3,success,2
1,self-employed,single,secondary,no,540,yes,no,cellular,11,aug,234,2,-1,0,unknown,1
1,management,single,tertiary,no,1455,no,no,cellular,25,mar,68,2,31,5,failure,1
1,student,married,secondary,no,53,no,no,unknown,26,may,160,1,-1,0,unknown,1
1,admin.,married,secondary,no,263,yes,no,cellular,24,jul,147,1,-1,0,unknown,1
1,management,single,secondary,no,805,yes,yes,cellular,6,mar,256,1,-1,0,unknown,1
1,entrepreneur,married,secondary,no,195,no,no,cellular,20,nov,365,1,-1,0,unknown,1
1,management,married,tertiary,no,39,yes,no,unknown,27,mar,138,1,0,0,unknown,1
1,admin.,married,secondary,no,635,no,no,cellular,14,feb,502,1,-1,0,unknown,2
1,unemployed,single,unknown,no,45,no,yes,cellular,6,may,57,1,0,0,unknown,1
0,entrepreneur,married,secondary,no,175,no,no,cellular,20,nov,184,1,184,0,success,2
1,student,married,secondary,no,78,yes,yes,unknown,2,jun,99,1,0,0,unknown,1
1,student,married,secondary,no,618,yes,no,cellular,13,aug,67,1,-1,0,unknown,1
1,student,single,tertiary,no,3371,no,no,cellular,20,aug,148,9,-1,0,unknown,1
0,admin.,single,secondary,no,2460,yes,no,cellular,4,mar,573,1,0,0,unknown,2
1,management,married,secondary,no,530,no,yes,cellular,17,may,236,1,88,1,failure,1
1,unemployed,divorced,tertiary,no,-183,no,no,unknown,26,may,190,1,-1,0,unknown,1
1,housemaid,married,tertiary,no,82,no,yes,cellular,14,feb,67,1,-1,0,unknown,1
1,blue-collar,divorced,secondary,no,188,no,no,cellular,25,feb,160,5,191,2,failure,1
1,student,married,secondary,no,54,no,no,unknown,13,may,522,2,0,0,unknown,1
1,student,married,secondary,no,1247,yes,no,cellular,3,mar,552,1,-1,0,unknown,1
1,self-employed,single,secondary,no,125,yes,no,unknown,26,may,144,2,-1,0,unknown,1
1,self-employed,divorced,tertiary,no,64,no,yes,telephone,18,nov,209,1,-1,0,unknown,1
1,unemployed,married,secondary,no,830,yes,no,cellular,5,dec,48,1,0,0,unknown,1
1,admin.,divorced,secondary,no,2236,yes,no,cellular,8,apr,130,2,-1,0,unknown,1
1,management,married,tertiary,no,2823,no,no,cellular,22,jun,304,1,369,1,success,2
1,technician,married,secondary,no,23,yes,no,cellular,14,jul,132,3,-1,0,unknown,1
1,management,single,tertiary,no,697,yes,no,cellular,15,apr,488,1,341,1,other,1
1,blue-collar,married,secondary,no,6446,yes,no,cellular,20,nov,55,2,-1,0,unknown,1
1,student,single,unknown,no,2345,yes,no,cellular,25,mar,89,1,42,2,success,2
1,self-employed,married,primary,no,190,yes,no,unknown,19,jun,62,1,0,0,unknown,1
1,student,married,secondary,no,2190,yes,yes,unknown,14,may,128,3,0,0,unknown,1
1,admin.,single,secondary,no,139,yes,no,unknown,3,jun,68,2,0,0,unknown,1
1,student,single,secondary,no,2440,yes,no,cellular,13,apr,214,1,-1,0,unknown,1
1,entrepreneur,married,tertiary,no,804,yes,no,cellular,20,nov,125,2,0,0,unknown,1
1,management,divorced,secondary,no,804,yes,no,cellular,22,jan,139,2,-1,0,unknown,1
1,management,married,unknown,no,68,no,no,unknown,8,jun,86,1,0,0,unknown,1
1,admin.,married,secondary,no,157,no,no,cellular,17,aug,62,2,-1,0,unknown,1
1,blue-collar,married,primary,no,-25,no,no,cellular,5,may,149,1,-1,0,unknown,1
1,management,single,tertiary,no,11525,no,no,cellular,3,mar,127,1,-1,0,unknown,1
1,admin.,married,secondary,no,98,yes,no,cellular,8,mar,135,1,-1,0,unknown,1
1,management,married,tertiary,no,-55,yes,no,unknown,3,jun,230,2,0,0,unknown,1
