age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,management,married,secondary,no,322,yes,no,cellular,12,apr,318,1,329,1,other,1
0,admin.,single,unknown,no,787,no,yes,cellular,3,nov,1169,1,129,1,failure,2
1,management,divorced,tertiary,no,45,yes,no,unknown,3,jun,125,2,0,0,unknown,1
1,management,married,primary,no,368,yes,no,cellular,5,dec,181,2,-1,0,unknown,1
1,self-employed,single,secondary,no,278,yes,no,cellular,18,may,387,1,137,1,failure,1
1,blue-collar,married,secondary,no,-565,yes,no,cellular,27,jan,61,1,0,0,unknown,2
1,blue-collar,married,primary,no,595,no,no,cellular,19,feb,0,4,173,0,unknown,1
1,blue-collar,married,primary,no,14065,no,no,cellular,30,jan,0,4,0,0,unknown,1
1,housemaid,married,primary,no,1545,yes,yes,cellular,21,may,476,1,-1,0,unknown,1
1,technician,divorced,secondary,no,4520,yes,yes,cellular,22,dec,105,1,319,1,failure,2
1,student,married,secondary,no,3743,yes,no,cellular,19,aug,191,1,-1,0,unknown,1
1,blue-collar,divorced,primary,no,54,yes,no,unknown,11,may,255,1,-1,0,unknown,1
1,technician,single,secondary,no,564,yes,no,cellular,18,may,442,1,137,5,failure,2
1,housemaid,married,secondary,no,450,yes,yes,unknown,5,may,446,1,-1,0,unknown,2
1,services,married,secondary,no,0,yes,yes,unknown,27,mar,112,12,-1,0,unknown,1
1,housemaid,single,tertiary,no,126,no,no,cellular,27,apr,62,1,-1,0,unknown,1
1,blue-collar,married,secondary,no,689,yes,no,unknown,27,mar,85,1,0,0,unknown,1
1,blue-collar,married,primary,no,149,yes,no,cellular,2,may,104,3,336,3,failure,1
1,blue-collar,married,tertiary,no,2488,yes,no,cellular,27,apr,154,2,-1,0,unknown,1
1,unemployed,divorced,secondary,no,-342,yes,no,cellular,26,apr,19,4,0,0,unknown,1
1,admin.,married,secondary,no,591,yes,no,unknown,20,may,154,1,0,0,unknown,1
1,admin.,married,secondary,no,211,no,no,cellular,3,nov,243,1,-1,0,unknown,1
1,management,married,primary,no,203,no,no,cellular,18,apr,68,1,-1,0,unknown,1
1,housemaid,single,tertiary,no,224,yes,no,cellular,3,apr,112,8,-1,0,other,1
1,management,married,tertiary,no,1211,yes,no,cellular,7,may,11,1,-1,0,unknown,1
0,blue-collar,married,secondary,no,596,yes,no,cellular,6,mar,127,4,0,0,unknown,1
1,services,married,secondary,no,157,no,no,cellular,1,apr,313,1,0,0,unknown,1
1,blue-collar,married,secondary,no,367,yes,no,cellular,12,feb,38,1,0,0,unknown,1
1,admin.,married,secondary,no,181,yes,no,unknown,19,jul,71,1,0,0,unknown,1
1,admin.,married,secondary,no,444,no,no,cellular,29,may,1,4,-1,0,unknown,1
0,unemployed,divorced,secondary,no,775,no,no,cellular,6,apr,40,1,146,9,unknown,1
1,admin.,married,primary,no,212,no,no,cellular,8,aug,162,1,-1,0,unknown,1
1,services,single,secondary,no,-59,yes,no,cellular,6,dec,697,1,318,1,failure,2
1,admin.,married,secondary,no,5,no,no,cellular,5,nov,33,1,0,0,unknown,1
1,technician,single,secondary,no,151,yes,no,unknown,5,may,341,6,0,0,unknown,1
1,technician,married,unknown,no,327,no,no,cellular,5,nov,80,1,-1,0,unknown,1
1,services,single,secondary,no,47,yes,no,cellular,26,jan,69,1,-1,0,unknown,1
1,services,married,secondary,no,215,yes,no,unknown,27,mar,332,1,0,0,unknown,1
1,management,married,tertiary,no,1014,yes,no,cellular,19,jan,83,1,-1,0,unknown,1
1,housemaid,married,secondary,no,371,no,no,cellular,20,may,270,1,132,1,failure,2
1,admin.,married,secondary,no,1018,yes,no,unknown,6,may,244,1,0,0,unknown,1
1,blue-collar,single,tertiary,no,213,yes,yes,cellular,3,dec,206,1,0,0,unknown,1
1,housemaid,married,tertiary,no,188,no,no,cellular,19,aug,72,2,-1,0,unknown,1
1,blue-collar,single,secondary,no,13254,yes,no,cellular,7,dec,313,1,314,1,failure,2
1,blue-collar,single,secondary,no,402,yes,no,cellular,28,jan,224,1,-1,0,unknown,1
1,admin.,married,primary,no,952,yes,no,unknown,7,may,561,1,0,0,unknown,1
1,technician,married,secondary,no,391,no,yes,cellular,11,aug,59,3,0,0,unknown,1
1,unemployed,married,secondary,no,143,no,no,cellular,20,jun,38,1,0,0,unknown,1
1,technician,married,secondary,no,701,no,no,telephone,9,jan,82,3,0,0,unknown,1
1,technician,married,secondary,no,341,yes,yes,cellular,3,may,141,1,148,1,failure,1
1,admin.,single,secondary,no,17523,no,no,cellular,19,nov,35,1,-1,0,unknown,2
1,management,married,secondary,no,1694,yes,no,cellular,27,jan,113,1,125,2,failure,1
1,admin.,single,primary,no,161,yes,no,cellular,3,may,205,3,-1,0,unknown,1
1,housemaid,single,tertiary,no,197,no,no,cellular,27,jan,382,3,319,1,other,1
1,technician,single,tertiary,no,209,no,no,cellular,29,feb,57,2,-1,0,unknown,1
1,admin.,divorced,secondary,no,44,yes,yes,cellular,18,apr,578,1,-1,0,unknown,1
1,management,single,tertiary,no,178,no,yes,cellular,5,nov,29,1,-1,0,unknown,1
1,housemaid,single,tertiary,no,3260,no,no,cellular,18,aug,8,4,-1,0,unknown,1
1,admin.,married,secondary,no,260,no,no,cellular,6,jul,217,1,0,0,unknown,1
1,management,single,tertiary,no,25463,yes,no,cellular,7,may,114,1,-1,0,unknown,2
1,technician,married,secondary,no,486,yes,yes,cellular,6,may,433,1,0,0,unknown,1
1,technician,married,secondary,no,-1285,no,no,cellular,25,aug,238,1,-1,0,unknown,1
1,blue-collar,single,secondary,no,405,yes,no,unknown,7,may,205,1,0,0,unknown,1
1,admin.,single,tertiary,no,121,yes,yes,cellular,21,mar,612,1,127,1,failure,1
1,admin.,married,secondary,no,750,no,no,cellular,9,apr,513,1,-1,0,unknown,1
1,services,married,secondary,no,253,yes,no,cellular,5,jan,109,3,0,0,unknown,1
1,admin.,single,secondary,no,50,no,no,cellular,27,jul,102,1,133,4,other,1
1,admin.,married,secondary,no,-33,yes,no,cellular,1,may,277,1,0,0,success,1
