age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,blue-collar,married,secondary,no,415,yes,no,telephone,20,apr,7,2,150,6,failure,1
1,retired,married,secondary,no,3132,no,no,cellular,15,jul,129,1,-1,0,unknown,1
1,retired,married,primary,no,850,no,no,cellular,14,aug,193,4,-1,0,unknown,1
1,admin.,married,tertiary,no,887,yes,no,unknown,3,jun,49,8,-1,0,unknown,1
1,management,married,tertiary,no,79,yes,no,unknown,6,may,248,3,-1,0,unknown,1
1,admin.,married,tertiary,no,505,yes,no,unknown,3,jun,1114,1,-1,0,unknown,1
1,blue-collar,married,secondary,no,1379,yes,no,unknown,18,jun,24,11,-1,0,unknown,1
1,blue-collar,married,primary,no,564,yes,no,unknown,2,jun,134,1,-1,0,unknown,1
1,management,single,tertiary,no,5243,no,no,cellular,30,apr,345,1,160,3,other,2
1,technician,single,secondary,no,3160,no,no,unknown,12,jun,439,4,-1,0,unknown,1
1,blue-collar,married,secondary,no,405,yes,no,unknown,27,may,333,11,-1,0,unknown,1
1,unemployed,divorced,secondary,no,510,yes,no,cellular,2,feb,183,2,-1,0,unknown,1
1,unemployed,married,tertiary,no,260,no,no,cellular,9,jul,385,1,-1,0,unknown,1
1,technician,divorced,tertiary,no,437,yes,no,cellular,6,may,119,2,-1,0,unknown,1
1,management,married,tertiary,no,0,yes,no,cellular,7,jul,85,3,-1,0,unknown,1
1,technician,married,secondary,no,79,yes,yes,cellular,18,nov,85,3,-1,0,unknown,1
1,management,divorced,secondary,no,528,yes,no,unknown,5,may,229,1,-1,0,unknown,1
1,management,married,tertiary,no,166,yes,yes,unknown,8,may,197,6,-1,0,unknown,1
1,management,married,tertiary,no,237,yes,yes,cellular,21,nov,175,1,196,1,failure,1
1,management,single,tertiary,no,471,no,no,cellular,29,aug,43,16,-1,0,unknown,1
1,management,divorced,tertiary,no,2116,yes,no,cellular,13,jan,63,3,91,15,failure,1
1,services,divorced,secondary,no,780,yes,no,unknown,8,may,718,1,-1,0,unknown,1
1,technician,married,secondary,no,1012,yes,no,cellular,10,jul,112,1,-1,0,unknown,1
1,management,married,tertiary,no,6500,no,no,unknown,20,jun,191,2,-1,0,unknown,1
1,management,single,tertiary,no,-84,yes,no,cellular,15,may,827,5,-1,0,unknown,2
0,retired,married,tertiary,no,1348,no,no,cellular,28,jan,85,3,94,2,success,2
1,entrepreneur,married,tertiary,no,14,no,no,cellular,4,may,73,4,-1,0,unknown,1
1,blue-collar,single,primary,no,756,yes,no,cellular,13,may,129,1,-1,0,unknown,1
1,technician,single,secondary,no,226,yes,no,cellular,3,sep,203,1,185,5,success,2
1,services,married,secondary,no,653,yes,yes,cellular,29,jan,217,1,251,2,failure,1
1,admin.,married,primary,no,136,yes,no,cellular,30,apr,294,1,340,1,failure,1
1,admin.,married,secondary,no,-467,yes,no,telephone,13,may,105,2,-1,0,unknown,1
1,admin.,married,secondary,no,1408,yes,no,cellular,31,jul,224,2,-1,0,unknown,1
1,technician,married,secondary,no,-110,yes,no,unknown,28,may,198,1,-1,0,unknown,1
