age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,management,married,tertiary,no,547,yes,yes,unknown,28,mar,107,2,-1,0,unknown,1
1,blue-collar,married,primary,no,1107,no,no,cellular,29,jan,147,1,-1,4,unknown,1
1,services,married,secondary,no,18,yes,no,cellular,24,apr,35,5,-1,0,unknown,1
1,admin.,divorced,secondary,no,1512,yes,no,telephone,2,apr,56,2,-1,0,unknown,1
1,self-employed,single,secondary,no,-28,yes,yes,cellular,29,jul,567,1,-1,0,unknown,1
1,technician,married,secondary,no,-33,no,no,cellular,7,jul,496,2,-1,0,unknown,1
1,admin.,divorced,secondary,no,-21,yes,yes,cellular,19,apr,86,1,-1,0,unknown,1
1,management,single,secondary,no,1047,yes,no,cellular,1,may,42,2,264,4,failure,1
1,admin.,single,secondary,no,106,no,no,cellular,20,may,96,2,-1,0,unknown,1
1,student,married,tertiary,no,986,no,yes,cellular,29,jul,82,2,-1,0,unknown,1
1,blue-collar,divorced,tertiary,no,2765,yes,no,cellular,14,mar,82,7,-1,0,unknown,1
1,technician,single,secondary,no,1089,no,no,cellular,3,apr,310,1,-1,0,unknown,1
1,blue-collar,divorced,secondary,no,-437,yes,yes,unknown,8,mar,227,2,-1,0,unknown,1
1,blue-collar,married,tertiary,no,1012,no,no,unknown,5,may,43,1,-1,0,unknown,1
1,management,married,tertiary,no,141,yes,no,telephone,20,may,110,5,-1,0,unknown,1
1,management,single,tertiary,no,82,yes,yes,cellular,7,may,64,1,327,1,failure,1
1,housemaid,divorced,tertiary,no,3432,no,no,cellular,19,apr,184,2,-1,0,unknown,1
1,admin.,single,secondary,no,474,yes,no,cellular,24,jan,142,2,-1,0,unknown,1
1,management,married,tertiary,no,62,yes,no,unknown,16,jul,790,2,-1,0,unknown,2
1,student,married,primary,no,594,no,no,unknown,7,mar,1638,1,-1,0,unknown,1
1,housemaid,married,tertiary,no,165,no,no,cellular,5,feb,69,1,-1,0,unknown,1
0,services,married,secondary,yes,6598,yes,no,cellular,29,nov,191,1,0,0,unknown,1
1,admin.,married,secondary,no,1412,yes,no,cellular,19,mar,425,3,-1,0,unknown,1
1,student,married,secondary,no,-104,no,no,unknown,6,jul,36,9,-1,0,unknown,1
1,admin.,divorced,secondary,no,217,no,no,unknown,17,jul,48,1,-1,0,unknown,1
0,housemaid,married,secondary,no,-23,no,no,cellular,6,jul,24,1,-1,0,unknown,1
1,management,married,tertiary,no,9842,yes,no,unknown,15,mar,53,1,-1,0,unknown,1
0,services,single,secondary,no,252,no,no,cellular,3,jul,64,2,-1,8,unknown,1
1,student,divorced,primary,no,34,yes,no,cellular,11,may,392,4,0,0,unknown,1
1,management,married,tertiary,no,804,yes,no,cellular,28,jan,76,14,-1,0,unknown,1
1,services,single,secondary,no,346,yes,no,unknown,28,mar,399,4,0,0,unknown,1
1,blue-collar,single,secondary,no,69,no,no,cellular,30,jan,174,2,-1,0,unknown,1
