age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,management,single,unknown,no,2569,no,no,cellular,30,apr,109,2,185,2,success,1
1,services,married,secondary,no,10212,yes,no,cellular,11,may,159,2,369,2,failure,1
1,management,single,tertiary,no,1405,no,no,cellular,4,feb,129,2,1,4,failure,2
1,management,married,tertiary,no,49,yes,no,cellular,6,may,458,2,365,2,failure,1
1,student,single,secondary,no,304,yes,no,cellular,11,may,45,2,361,2,failure,1
1,blue-collar,single,primary,no,3615,yes,no,cellular,30,apr,735,1,96,1,failure,2
1,admin.,single,tertiary,no,2337,no,no,cellular,2,dec,346,2,175,1,success,2
1,admin.,single,secondary,no,363,yes,no,cellular,7,may,110,1,357,1,failure,1
1,self-employed,married,tertiary,no,1897,yes,no,cellular,7,may,86,1,357,2,failure,1
1,services,married,secondary,no,1342,no,no,cellular,22,may,791,3,315,4,other,2
1,blue-collar,married,secondary,no,415,yes,no,cellular,7,apr,1565,2,333,4,failure,2
1,services,married,secondary,no,1902,no,no,cellular,8,aug,743,2,271,1,success,2
1,services,single,tertiary,no,28209,no,no,cellular,29,jan,193,2,79,2,success,1
1,admin.,married,secondary,no,5933,yes,no,unknown,12,may,51,1,363,4,failure,1
1,management,divorced,tertiary,no,9025,yes,no,cellular,18,nov,1120,1,143,1,failure,2
1,admin.,married,secondary,no,1609,no,no,cellular,29,jan,143,1,95,2,success,2
1,self-employed,married,secondary,no,1073,yes,no,cellular,18,feb,2249,1,145,3,failure,2
1,management,single,tertiary,no,383,no,no,cellular,8,jun,272,2,86,2,success,2
1,admin.,married,primary,no,365,yes,no,cellular,20,apr,258,4,279,1,failure,1
1,technician,married,secondary,no,1357,yes,no,cellular,13,aug,401,3,183,2,failure,1
1,management,married,tertiary,no,715,yes,no,cellular,5,mar,242,3,263,3,failure,2
1,blue-collar,married,secondary,no,3043,yes,no,cellular,14,may,48,2,349,1,failure,1
1,management,single,tertiary,no,4879,yes,no,cellular,29,oct,217,2,90,1,success,2
1,admin.,married,tertiary,no,2934,no,no,cellular,15,jun,322,4,10,1,success,1
0,management,married,tertiary,no,2785,no,yes,cellular,14,jul,59,5,94,5,failure,1
1,self-employed,married,secondary,no,668,yes,yes,cellular,3,feb,220,4,-1,1,other,1
1,services,married,secondary,no,333,yes,no,unknown,4,jun,285,1,96,1,other,1
1,management,divorced,tertiary,no,2241,yes,no,cellular,11,may,225,4,324,2,failure,1
1,self-employed,married,secondary,no,498,yes,yes,cellular,13,may,334,1,357,2,success,1
1,technician,married,secondary,no,2254,no,no,cellular,4,oct,170,2,91,1,failure,1
1,management,married,tertiary,no,2182,no,no,cellular,12,jan,202,2,86,3,success,2
1,management,married,tertiary,no,5443,yes,no,cellular,9,nov,245,1,188,2,failure,1
0,retired,divorced,primary,no,1211,no,no,cellular,12,mar,208,3,189,1,success,2
1,retired,married,secondary,no,3626,yes,yes,cellular,17,nov,386,2,150,4,failure,1
1,technician,single,tertiary,no,836,no,no,cellular,13,may,93,1,89,3,success,2
1,management,married,secondary,no,286,yes,yes,cellular,19,mar,204,1,187,3,other,2
1,management,married,tertiary,no,673,yes,no,cellular,17,apr,352,1,269,3,failure,1
1,admin.,single,secondary,no,445,yes,no,cellular,17,apr,288,2,345,1,failure,1
0,admin.,married,secondary,no,762,yes,no,cellular,16,apr,171,2,251,2,other,1
1,technician,divorced,secondary,no,824,no,no,cellular,11,aug,243,1,357,1,success,1
1,management,married,tertiary,no,-60,yes,yes,cellular,12,aug,57,1,165,5,success,1
1,blue-collar,single,secondary,no,2523,no,no,cellular,18,may,447,7,100,5,other,2
1,admin.,married,primary,no,125,no,no,cellular,16,jul,325,2,89,1,success,2
1,student,single,tertiary,no,1751,yes,no,cellular,8,apr,519,3,-1,0,unknown,2
1,technician,married,secondary,no,-97,no,no,cellular,17,nov,270,1,146,1,failure,1
1,blue-collar,single,secondary,no,1486,no,no,cellular,15,may,1219,1,96,2,success,2
1,technician,divorced,secondary,no,7179,no,no,cellular,16,nov,103,2,131,5,failure,1
1,technician,single,secondary,no,-683,yes,yes,cellular,11,may,162,1,356,1,other,1
1,management,married,unknown,no,824,no,no,cellular,25,jul,321,3,0,1,success,2
1,blue-collar,single,secondary,no,233,yes,no,telephone,14,may,171,1,370,2,failure,1
1,blue-collar,single,secondary,no,3604,no,no,cellular,4,nov,412,1,181,3,success,2
1,blue-collar,single,secondary,no,455,yes,no,cellular,18,may,234,1,362,1,failure,1
1,housemaid,divorced,secondary,no,54,no,no,cellular,15,mar,378,5,255,3,other,2
1,technician,married,secondary,no,1591,yes,no,cellular,15,may,634,1,177,1,success,2
1,management,single,secondary,no,625,yes,no,telephone,2,feb,175,5,183,2,other,2
1,retired,married,primary,no,140,no,no,cellular,22,sep,154,2,97,2,success,2
1,management,divorced,tertiary,no,1123,no,no,cellular,8,mar,187,2,129,2,success,2
1,blue-collar,single,secondary,no,58,yes,no,cellular,15,may,37,2,360,1,other,1
1,admin.,divorced,secondary,no,846,yes,no,cellular,22,oct,109,1,127,2,other,2
1,blue-collar,married,secondary,no,1051,yes,yes,cellular,13,apr,45,1,345,1,failure,1
1,technician,married,secondary,no,1945,no,no,cellular,5,aug,254,1,94,1,success,1
1,admin.,married,secondary,no,3317,yes,no,cellular,8,may,392,1,356,1,other,1
1,management,single,tertiary,no,222,yes,no,cellular,29,mar,111,2,100,1,failure,2
1,technician,married,secondary,no,2170,no,no,cellular,14,oct,555,2,91,7,other,1
1,services,single,secondary,no,83,yes,no,cellular,18,jul,909,5,358,11,other,2
1,entrepreneur,married,tertiary,no,111,no,no,cellular,15,jan,132,2,64,2,failure,1
0,retired,divorced,tertiary,no,2001,no,no,telephone,11,dec,304,2,119,19,other,1
0,retired,married,secondary,no,1888,no,no,cellular,21,nov,375,6,137,2,other,1
1,technician,married,secondary,no,2069,no,no,cellular,22,dec,616,2,251,1,success,2
1,services,single,secondary,no,92,no,no,cellular,6,may,232,1,351,4,failure,2
1,management,divorced,tertiary,no,2369,yes,yes,cellular,21,nov,483,1,100,2,failure,1
1,management,married,tertiary,no,24790,no,no,cellular,6,sep,742,2,92,3,success,2
1,self-employed,married,tertiary,no,-1180,no,no,cellular,30,jul,675,1,94,0,unknown,2
0,retired,divorced,tertiary,no,2155,no,no,cellular,6,oct,666,2,143,10,failure,1
1,technician,married,secondary,no,1173,yes,no,cellular,11,jun,1789,2,184,2,success,2
1,blue-collar,single,unknown,no,819,yes,no,cellular,13,oct,249,1,272,2,failure,2
1,management,single,tertiary,no,1705,no,no,cellular,4,may,645,2,93,6,success,2
0,student,divorced,tertiary,no,1133,no,no,cellular,11,may,285,2,102,1,success,1
1,management,married,tertiary,no,9321,yes,yes,cellular,28,aug,146,2,182,1,failure,1
