age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,blue-collar,single,secondary,yes,150,yes,no,unknown,6,may,178,6,-1,0,unknown,1
1,blue-collar,married,primary,no,421,no,no,cellular,3,feb,203,14,13,10,other,1
1,management,divorced,tertiary,no,1173,yes,no,cellular,15,sep,474,2,192,4,success,2
1,admin.,single,tertiary,no,2597,no,no,cellular,26,sep,644,2,-1,0,unknown,2
1,retired,married,secondary,no,2690,no,no,cellular,25,feb,238,1,93,3,success,2
1,management,single,tertiary,no,6720,no,no,cellular,21,nov,479,3,135,3,other,2
1,technician,married,secondary,no,878,no,yes,telephone,21,nov,250,1,187,2,failure,1
0,retired,married,unknown,no,32,no,no,telephone,4,aug,391,3,185,2,success,1
1,blue-collar,married,primary,no,9813,yes,no,cellular,20,apr,103,1,297,3,other,1
1,technician,married,tertiary,no,2554,yes,no,cellular,9,sep,440,3,100,5,success,2
1,admin.,married,secondary,no,3410,yes,yes,cellular,29,mar,169,2,102,3,success,2
1,entrepreneur,divorced,primary,no,476,yes,no,cellular,15,may,15,4,366,1,other,1
1,services,single,secondary,no,84,yes,no,cellular,5,feb,49,5,263,5,other,1
1,technician,married,secondary,no,1325,yes,yes,cellular,11,may,122,1,369,2,failure,1
1,entrepreneur,married,secondary,no,468,yes,no,cellular,16,apr,323,5,-1,0,unknown,1
1,admin.,married,unknown,no,75,yes,no,unknown,27,may,176,5,0,0,unknown,1
1,services,divorced,unknown,no,1358,yes,no,telephone,29,jan,88,2,289,2,failure,1
1,technician,married,tertiary,no,1141,yes,yes,telephone,17,apr,101,2,268,0,success,1
0,student,single,secondary,no,246,no,no,cellular,30,sep,201,1,-1,2,success,2
1,technician,married,secondary,no,814,no,no,cellular,8,sep,857,1,423,1,failure,2
1,unknown,divorced,unknown,no,4425,no,no,cellular,18,nov,594,3,-1,2,unknown,2
1,blue-collar,single,secondary,no,2877,no,no,cellular,5,jul,1492,1,266,5,success,2
1,blue-collar,married,primary,no,571,yes,yes,cellular,15,apr,830,1,358,1,failure,2
1,admin.,single,secondary,no,171,yes,no,cellular,3,jun,225,1,98,2,success,2
1,blue-collar,married,primary,no,740,yes,no,cellular,11,may,416,2,362,2,other,1
1,unemployed,single,secondary,no,513,no,no,cellular,8,mar,334,2,186,1,failure,1
1,management,single,tertiary,no,1066,yes,no,cellular,3,feb,96,3,-1,0,unknown,1
1,management,single,secondary,no,1791,yes,no,cellular,18,may,84,5,289,6,failure,1
1,blue-collar,divorced,secondary,no,522,yes,no,cellular,18,may,108,5,284,4,failure,1
1,admin.,married,primary,no,156,yes,no,cellular,7,may,192,4,410,2,failure,2
1,admin.,single,secondary,no,3461,no,yes,cellular,27,apr,153,1,99,3,success,2
1,management,single,tertiary,no,1499,yes,no,cellular,15,feb,173,1,208,3,failure,1
1,self-employed,single,tertiary,no,11,no,no,cellular,30,apr,379,1,96,1,success,2
1,entrepreneur,single,secondary,no,933,yes,no,cellular,7,may,427,1,363,1,failure,1
1,blue-collar,married,secondary,no,371,yes,no,cellular,8,feb,154,2,280,1,failure,1
1,services,single,secondary,no,1409,yes,no,cellular,3,feb,316,4,53,9,other,1
1,management,single,tertiary,no,623,no,no,cellular,7,jul,712,1,98,3,success,2
1,admin.,divorced,tertiary,no,174,yes,yes,cellular,29,jan,144,1,280,1,failure,1
1,blue-collar,married,primary,no,3591,yes,no,cellular,3,apr,471,4,352,1,failure,1
1,self-employed,divorced,secondary,no,4385,yes,no,cellular,8,may,248,3,346,3,failure,1
1,services,single,secondary,no,27,no,no,cellular,29,jan,248,1,266,1,failure,1
1,management,single,tertiary,no,283,no,no,cellular,13,may,437,1,101,2,success,2
1,management,single,tertiary,no,61,no,no,cellular,18,sep,226,3,183,7,failure,2
1,technician,married,tertiary,no,2484,yes,no,cellular,1,sep,477,1,95,3,success,2
1,management,single,tertiary,yes,1523,no,no,cellular,29,jan,610,1,-1,0,unknown,1
1,self-employed,single,secondary,no,406,yes,no,cellular,18,may,172,4,338,1,failure,1
1,retired,married,secondary,no,812,yes,no,cellular,29,jan,184,2,264,6,other,1
0,retired,married,primary,no,1327,no,no,cellular,7,sep,467,3,132,1,failure,2
1,blue-collar,divorced,unknown,no,1448,no,no,cellular,22,oct,406,1,133,1,success,2
1,management,divorced,secondary,no,11206,no,no,cellular,18,dec,841,2,238,2,failure,2
1,unemployed,single,tertiary,no,1778,no,no,cellular,5,feb,156,1,231,18,other,1
1,student,single,tertiary,no,1019,yes,no,cellular,13,may,220,1,193,13,other,1
1,admin.,single,tertiary,no,1776,no,no,cellular,3,jul,98,1,255,1,failure,1
1,self-employed,married,tertiary,no,5610,no,no,cellular,8,may,342,1,136,2,failure,2
1,technician,married,secondary,no,23,yes,no,cellular,13,may,121,3,367,6,failure,1
1,technician,married,secondary,no,4246,yes,no,cellular,11,may,85,3,374,2,failure,1
1,technician,single,tertiary,no,559,no,no,cellular,26,may,538,3,120,1,failure,2
1,technician,married,secondary,no,362,no,yes,cellular,28,jul,84,8,103,2,failure,1
1,blue-collar,single,secondary,no,967,yes,no,cellular,20,apr,138,1,135,4,failure,1
1,services,single,secondary,no,132,yes,no,cellular,15,may,146,3,358,3,other,1
1,admin.,divorced,secondary,no,-51,yes,no,cellular,30,jan,229,1,299,6,other,1
