age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,housemaid,married,primary,no,318,yes,no,cellular,6,jan,372,1,380,0,failure,1
1,admin.,married,tertiary,no,-1520,no,no,cellular,24,may,517,2,145,1,other,1
1,blue-collar,married,secondary,no,1025,yes,no,cellular,12,may,204,2,86,0,unknown,1
1,self-employed,single,tertiary,no,642,yes,yes,unknown,2,jun,202,5,-1,0,unknown,1
1,technician,married,secondary,no,8671,no,no,cellular,22,aug,74,6,-1,0,unknown,1
1,services,single,secondary,no,847,no,no,cellular,8,may,610,1,5,0,unknown,2
0,admin.,married,tertiary,no,665,yes,no,telephone,12,sep,573,3,567,3,failure,1
1,management,married,tertiary,no,6251,no,no,cellular,13,apr,47,4,31,0,unknown,1
1,student,married,tertiary,no,-121,no,no,unknown,25,apr,68,3,-1,0,unknown,1
1,self-employed,married,secondary,no,498,no,yes,cellular,27,aug,180,10,-1,0,unknown,1
1,entrepreneur,married,tertiary,no,7816,no,no,unknown,17,jun,314,2,-1,0,unknown,1
1,blue-collar,married,tertiary,no,53,yes,no,cellular,3,feb,61,2,317,2,failure,1
1,management,single,secondary,no,270,yes,no,cellular,14,may,316,1,-1,0,unknown,1
1,retired,married,secondary,no,66,yes,no,cellular,23,apr,606,1,-1,0,unknown,2
1,unknown,single,secondary,no,73,no,no,cellular,12,apr,309,2,124,6,success,1
1,entrepreneur,married,tertiary,no,280,no,no,cellular,18,aug,162,4,-1,0,unknown,2
1,technician,divorced,secondary,no,-6,no,no,telephone,25,aug,235,3,-1,0,unknown,1
0,entrepreneur,married,secondary,no,5115,no,no,cellular,9,feb,491,1,-1,0,unknown,1
1,blue-collar,married,primary,no,432,no,no,cellular,13,aug,97,4,-1,0,unknown,1
0,self-employed,married,secondary,no,-557,no,no,cellular,20,may,149,3,-1,0,unknown,1
1,entrepreneur,single,secondary,no,261,no,yes,cellular,25,jan,158,3,-1,0,unknown,1
1,entrepreneur,single,secondary,no,294,yes,no,unknown,16,may,415,1,52,0,unknown,1
1,housemaid,married,tertiary,no,1202,yes,no,unknown,15,jun,149,2,-1,0,unknown,1
1,management,married,tertiary,no,753,no,no,cellular,5,jul,142,2,-1,0,unknown,1
1,blue-collar,married,primary,no,1161,yes,no,unknown,29,may,415,1,-1,0,unknown,1
1,blue-collar,single,secondary,no,2331,yes,no,cellular,20,nov,86,2,9,1,unknown,1
1,technician,single,tertiary,no,701,yes,no,unknown,17,mar,82,11,-1,0,unknown,1
1,blue-collar,married,tertiary,no,1457,yes,no,cellular,23,aug,711,2,-1,0,unknown,1
1,management,married,tertiary,no,2620,yes,no,cellular,17,may,86,2,-1,0,unknown,1
1,blue-collar,single,tertiary,no,-76,no,no,unknown,26,feb,1042,16,-1,0,unknown,2
1,student,divorced,tertiary,no,-92,no,no,cellular,9,nov,149,4,174,19,failure,2
1,entrepreneur,single,tertiary,no,410,yes,no,cellular,18,nov,104,1,42,0,unknown,1
1,self-employed,married,secondary,no,2144,yes,no,cellular,21,mar,721,1,-1,0,unknown,1
1,blue-collar,married,secondary,no,524,no,no,unknown,5,jun,187,2,-1,0,unknown,2
1,housemaid,married,secondary,no,443,yes,no,unknown,20,may,389,1,-1,0,unknown,1
0,admin.,married,secondary,no,1888,no,no,cellular,6,feb,368,1,-1,0,unknown,1
1,services,married,secondary,yes,-1216,yes,yes,cellular,16,may,33,15,-1,0,unknown,1
1,blue-collar,single,tertiary,no,6129,yes,no,cellular,24,mar,180,1,86,1,unknown,1
1,admin.,married,tertiary,no,-381,yes,no,cellular,16,jun,36,13,-1,0,unknown,1
1,services,married,secondary,no,-1159,yes,no,unknown,11,mar,182,1,13,0,unknown,1
1,management,divorced,tertiary,no,3523,yes,yes,unknown,29,may,80,3,-1,0,unknown,1
1,admin.,single,secondary,no,21491,yes,no,unknown,14,mar,306,2,-1,0,unknown,1
1,entrepreneur,single,secondary,no,196,yes,no,cellular,19,apr,183,1,340,4,failure,1
1,entrepreneur,divorced,primary,no,29,no,no,unknown,19,jun,113,5,-1,0,unknown,1
1,admin.,married,secondary,no,1461,yes,yes,unknown,25,may,485,1,-1,0,unknown,1
1,entrepreneur,married,secondary,no,328,no,no,unknown,4,jun,180,3,-1,0,unknown,1
1,management,married,tertiary,no,1964,yes,no,cellular,15,may,355,1,-1,0,unknown,1
1,blue-collar,divorced,primary,no,-143,yes,yes,cellular,5,may,120,2,355,0,other,1
1,admin.,single,secondary,no,10,yes,no,unknown,20,may,96,1,-1,0,unknown,1
1,technician,married,tertiary,no,-192,no,yes,cellular,25,dec,176,2,-1,0,unknown,1
1,blue-collar,divorced,primary,no,2472,no,no,cellular,18,jan,35,2,-1,0,unknown,1
1,retired,single,tertiary,no,6600,no,yes,telephone,18,nov,173,6,-1,0,unknown,1
1,blue-collar,married,tertiary,no,-13,no,yes,cellular,17,oct,280,1,-1,0,unknown,1
1,management,divorced,secondary,no,717,no,no,cellular,19,apr,552,3,-1,0,unknown,1
1,admin.,divorced,secondary,no,181,yes,no,unknown,11,mar,307,1,-1,0,unknown,1
1,management,single,tertiary,no,239,yes,no,cellular,18,aug,230,5,-1,0,unknown,1
1,management,married,tertiary,no,3755,yes,no,cellular,8,mar,165,3,-1,0,unknown,1
1,admin.,married,secondary,no,-273,yes,no,unknown,20,jul,672,3,-1,0,unknown,2
1,blue-collar,married,tertiary,no,131,no,no,cellular,11,apr,310,1,-1,0,unknown,1
1,student,divorced,secondary,no,179,no,yes,cellular,10,may,338,4,148,2,failure,1
1,student,single,secondary,no,1256,no,yes,cellular,22,jun,247,3,12,0,unknown,1
1,housemaid,single,secondary,yes,340,yes,yes,cellular,23,mar,108,7,357,10,failure,1
1,management,married,primary,no,141,yes,no,unknown,9,may,929,2,-1,0,unknown,1
1,admin.,married,secondary,no,2289,yes,no,unknown,17,jun,959,1,15,0,unknown,1
1,management,married,tertiary,no,-6,no,no,cellular,21,jun,47,1,7,2,failure,1
