age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,technician,married,secondary,no,1097,no,no,cellular,28,aug,52,21,-1,0,unknown,1
1,technician,married,secondary,no,1729,no,yes,cellular,19,nov,168,1,-1,0,unknown,1
1,management,married,tertiary,no,6562,no,no,unknown,20,jun,259,4,-1,0,unknown,1
1,admin.,single,secondary,no,370,no,no,cellular,22,nov,143,1,197,1,success,2
1,blue-collar,married,secondary,no,2543,no,no,cellular,3,may,463,1,282,4,failure,1
1,management,single,tertiary,no,174,yes,yes,unknown,28,may,161,1,-1,0,unknown,1
1,blue-collar,married,primary,no,1488,no,no,cellular,18,nov,106,2,163,1,failure,1
1,management,married,tertiary,no,0,yes,no,cellular,29,jul,187,2,-1,0,unknown,1
1,blue-collar,married,secondary,no,598,yes,no,unknown,20,may,182,2,-1,0,unknown,1
1,blue-collar,married,secondary,no,658,yes,no,cellular,17,nov,479,1,-1,0,unknown,1
1,admin.,divorced,secondary,no,1001,yes,no,cellular,23,apr,143,5,276,4,other,1
1,admin.,divorced,secondary,no,64,yes,yes,unknown,3,may,139,1,-1,0,unknown,1
1,management,married,primary,no,6039,yes,yes,cellular,18,may,164,2,-1,0,unknown,1
1,admin.,single,tertiary,no,1776,yes,no,unknown,10,may,67,10,-1,0,unknown,1
1,unemployed,single,primary,no,949,no,no,cellular,26,jul,799,2,-1,0,unknown,2
0,retired,divorced,secondary,no,884,no,no,telephone,6,aug,157,1,-1,0,unknown,1
1,retired,single,tertiary,no,236,yes,no,cellular,26,apr,310,2,-1,0,unknown,1
1,services,married,secondary,no,-598,no,yes,unknown,21,jun,231,2,-1,0,unknown,1
1,management,married,tertiary,no,667,yes,no,unknown,14,may,167,1,-1,0,unknown,1
1,management,married,tertiary,no,-676,yes,no,cellular,20,jul,205,1,-1,0,unknown,1
1,admin.,single,secondary,no,436,no,no,cellular,2,jul,53,5,-1,0,unknown,1
1,technician,married,secondary,no,815,no,no,cellular,17,aug,248,2,-1,0,unknown,2
1,management,married,tertiary,no,1382,yes,no,cellular,22,jul,112,1,-1,0,unknown,1
1,blue-collar,divorced,secondary,no,1768,yes,yes,cellular,15,may,131,2,-1,0,unknown,1
1,management,married,tertiary,no,1109,yes,no,cellular,29,jul,84,10,-1,0,unknown,1
1,unknown,married,secondary,no,446,no,no,cellular,11,may,167,2,179,2,failure,1
1,management,married,tertiary,no,38051,no,no,unknown,15,may,120,2,-1,0,unknown,1
1,admin.,single,secondary,no,32,yes,no,unknown,12,may,311,2,-1,0,unknown,1
1,blue-collar,married,secondary,no,10321,yes,no,cellular,24,nov,108,1,-1,0,unknown,1
1,technician,married,secondary,yes,-1050,yes,no,cellular,15,may,432,1,284,3,failure,1
1,blue-collar,married,primary,no,2010,no,no,unknown,6,jun,225,1,-1,0,unknown,1
1,technician,single,primary,no,1166,yes,no,unknown,28,may,232,1,-1,0,unknown,1
1,admin.,single,secondary,no,216,no,yes,cellular,6,jan,317,2,-1,0,unknown,1
1,blue-collar,single,secondary,no,450,yes,no,unknown,12,may,168,4,-1,0,unknown,1
1,services,single,secondary,no,247,yes,no,cellular,8,may,237,1,-1,0,unknown,1
0,retired,married,tertiary,no,13198,no,no,telephone,29,apr,61,2,-1,0,unknown,1
1,technician,divorced,secondary,no,4971,yes,no,cellular,15,apr,86,1,182,2,failure,1
1,technician,married,secondary,no,1560,yes,no,telephone,5,may,249,3,335,19,other,1
1,services,divorced,secondary,no,890,yes,yes,unknown,21,may,343,2,-1,0,unknown,1
1,admin.,single,secondary,no,1612,no,no,cellular,10,sep,78,2,-1,0,unknown,1
1,technician,single,secondary,no,25,no,no,cellular,20,aug,142,2,-1,0,unknown,1
1,management,married,tertiary,no,332,yes,yes,unknown,21,may,14,1,-1,0,unknown,1
1,blue-collar,married,secondary,no,0,no,no,cellular,20,aug,344,4,-1,0,unknown,1
1,technician,single,tertiary,no,196,no,no,unknown,18,may,183,2,-1,0,unknown,1
1,management,divorced,tertiary,no,2634,yes,no,cellular,19,apr,159,1,-1,0,unknown,2
1,management,divorced,secondary,no,1215,yes,no,cellular,12,may,609,2,334,5,other,2
1,admin.,single,secondary,no,1785,yes,no,unknown,12,may,319,3,-1,0,unknown,1
