,num_trees,delta,max_iters,early_stop,min_node_size,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,60,0.4,4,False,14,0.665,0.27956989247311825,0.09112485304603238,0.5677380952380952,0.06474988312295465,0.08000000000000002,0.016746411483253593,0.08000000000000002,3.075789479691915,2.27187385019127,0.02005437435864499,162.00357174873352
0,50,0.5,5,True,12,0.715,0.42424242424242425,0.2561108984421921,0.7133333333333334,0.06802244039270688,0.1,0.05023923444976075,0.1,3.062009183629978,2.1843693631593,0.019939839317995034,50.50844621658325
0,60,0.5,1,False,18,0.69,0.3673469387755102,0.18356293058464493,0.7229761904761905,0.07526881720430109,0.08000000000000002,0.02870813397129185,0.08000000000000002,3.0729238407668538,2.2576918684314555,0.019776260311471283,37.90159368515015
0,80,0.5,5,False,16,0.665,0.22988505747126436,0.06066511426457491,0.5227380952380953,0.0381019167835437,0.09569377990430622,0.09569377990430622,0.0050000000000000044,3.089797923104531,2.301403057791036,0.02023637430247982,98.39761281013489
0,20,0.30000000000000004,1,False,10,0.655,0.30303030303030304,0.09087806073755203,0.6048809523809524,0.16152407667134175,0.17942583732057418,0.17942583732057418,0.14500000000000002,3.0247899915828333,2.1774386426289363,0.019143280214915848,43.71349120140076
0,30,0.4,3,False,14,0.68,0.2727272727272727,0.11320083081329449,0.5801190476190476,0.05423094904160823,0.04999999999999999,0.0430622009569378,0.04999999999999999,3.064844355923755,2.271645141997376,0.019876053950517836,54.195818185806274
0,70,0.30000000000000004,5,False,10,0.68,0.2558139534883721,0.10381952387250784,0.6523809523809524,0.04534829359513791,0.06,0.0023923444976076402,0.06,3.061854180088766,2.2421134089849324,0.019029309382339932,110.40381217002869
0,70,0.0,4,False,4,0.69,0.24390243902439024,0.11856265830667088,0.6217857142857142,0.004207573632538569,0.02392344497607657,0.02392344497607657,0.015,2.913117855774603,2.0553595333264276,0.017416502774335374,106.60188817977905
0,40,0.2,3,True,4,0.745,0.45161290322580644,0.32628576413256755,0.6713095238095238,0.017999064983637236,0.05023923444976075,0.05023923444976075,0.020000000000000004,2.925852713067572,2.020355676749508,0.01826017110917233,89.22322869300842
0,30,0.0,4,True,6,0.725,0.45544554455445546,0.28919024540092586,0.7125,0.030154277699859733,0.031100478468899517,0.031100478468899517,0.03,2.98226481794362,2.1080171629669775,0.01902415392043899,32.09241557121277
0,100,0.1,2,True,2,0.71,0.3409090909090909,0.2075348564910399,0.7217857142857143,0.06264609630668536,0.17942583732057416,0.17942583732057416,0.02500000000000001,2.802481160584446,1.8573999623980684,0.01691676165525502,124.8863582611084
0,30,0.1,3,True,6,0.725,0.45544554455445546,0.28919024540092586,0.7125,0.030154277699859733,0.031100478468899517,0.031100478468899517,0.03,2.98226481794362,2.1080171629669775,0.01902415392043899,33.38608241081238
0,10,0.0,4,True,6,0.69,0.3673469387755102,0.18356293058464493,0.6746428571428571,0.005142589995324909,0.1866028708133971,0.1866028708133971,0.08000000000000002,2.955109555366946,2.0998190980875147,0.01826791291667451,22.00339102745056
0,40,0.2,2,True,6,0.665,0.22988505747126436,0.06066511426457491,0.5734523809523809,0.0381019167835437,0.09569377990430622,0.09569377990430622,0.0050000000000000044,2.9706170542348698,2.153057386448,0.01820316590649984,36.29903173446655
0,40,0.1,3,True,2,0.68,0.38461538461538464,0.1791062033516206,0.6748809523809524,0.07854137447405327,0.19138755980861244,0.19138755980861244,0.004999999999999977,2.802118481508527,1.7475759780371525,0.016686072135264407,81.31058478355408
0,10,0.2,2,True,8,0.675,0.23529411764705882,0.08247860988423225,0.6348809523809524,0.07597007947639084,0.23923444976076555,0.23923444976076555,0.009999999999999995,2.9663087358089104,2.0459159742215904,0.01802299335617974,37.22203993797302
0,40,0.0,4,True,4,0.745,0.45161290322580644,0.32628576413256755,0.6713095238095238,0.017999064983637236,0.05023923444976075,0.05023923444976075,0.020000000000000004,2.925852713067572,2.020355676749508,0.01826017110917233,39.099170446395874
0,50,0.2,4,True,2,0.64,0.2653061224489796,0.044500104384156344,0.5827380952380953,0.07526881720430109,0.135,0.05502392344497606,0.135,2.7589855769287657,1.7059075548471587,0.015947076796100745,55.095966815948486
0,100,0.1,3,True,20,0.67,0.2826086956521739,0.10119047619047619,0.6132142857142857,0.16549789621318373,0.2320574162679426,0.2320574162679426,0.125,3.0857732241068674,2.2961380758872374,0.021263169851679642,125.09272789955139
0,40,0.30000000000000004,2,True,4,0.745,0.45161290322580644,0.32628576413256755,0.6713095238095238,0.017999064983637236,0.05023923444976075,0.05023923444976075,0.020000000000000004,2.925852713067572,2.020355676749508,0.01826017110917233,39.39334988594055
