,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.8968262744664381,0.9435127444451171,0.38474892322367743,0.8931610900873921,0.22057053695901274,0.315395318382714,0.10925268078007455,0.315395318382714,1.3225869634229073,0.35311257159299025,0.05906659385371243,4867.4483897686005
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.8935087913303107,0.9420124044077799,0.3408804566272867,0.8661371806541802,0.2391596426331316,0.3464287663010858,0.13896162670688816,0.3464287663010858,1.3499665081727223,0.3200006410553479,0.05515872252509789,2187.2252810001373
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.8936193741015149,0.9419922817173179,0.34720013321341653,0.8659400364340986,0.2224280733794486,0.34743820592568336,0.11174644636610953,0.34743820592568336,1.3245603338665495,0.3346429134865527,0.05394138443412493,2395.191154241562
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.8910759703638174,0.9412185952139405,0.2830982324750144,0.8595040559271696,0.12850712229243177,0.20449337043706006,0.058593450225457366,0.20449337043706006,1.0793566758064548,0.2382094828805942,0.009829218795737203,1829.552741765976
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.894061705186332,0.9427375971309025,0.31633369508671516,0.8781116649483376,0.15339514039571,0.2608855786544443,0.06432043274040955,0.2608855786544443,1.1344922749861717,0.2407660261896422,0.019285440186692617,3172.9031386375427
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.8930664602454937,0.9420506981482591,0.3180644604354452,0.8830520482047506,0.17239516034300473,0.22743766028264312,0.10099678901681663,0.22743766028264312,1.3701956742458308,0.3967040643399859,0.05310648845965244,4310.7976770401
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.8904124737365918,0.9403191809695874,0.31855057667935266,0.8794869397132857,0.18480969172564043,0.24551208599334307,0.10549446056988676,0.24551208599334307,1.284075629887236,0.3437963120974868,0.04493164977104553,4613.96680688858
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.8877584872276899,0.9388369990961133,0.30186888566450987,0.8596783548548613,0.20367761625394232,0.29663883887161013,0.1147171616543915,0.29663883887161013,1.2972784631211758,0.29867729949980737,0.05268337295659637,4087.454841852188
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.8847727524051753,0.9383869441816461,0.16029392361575198,0.7308976661107252,0.05451861636697697,0.10657772685109401,0.019208880301403553,0.10657772685109401,1.9203402536244607,0.6174927167772716,0.2163894007493843,1605.9574313163757
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.8811235209554351,0.934085474278006,0.3394039667494731,0.8300916297452808,0.29635030995879774,0.33621160037103726,0.2065504200384859,0.33621160037103726,1.7146853219545097,0.8651663461133983,0.10695611482170994,2057.055042028427
0,3,150,tanh,1000,0.12337331521789743,4,100,leaky_relu,5,0.08218871732805322,0.001,0.0001,1024,7,100,100,0.8929558774742895,0.9414610546686019,0.35408881042816737,0.8791017065315045,0.18071296064398723,0.2445708517487859,0.08815823541520085,0.2445708517487859,1.2304639405647269,0.30567718732149246,0.038059086599960344,3184.8975937366486
0,3,150,tanh,1000,0.12441932464649502,4,100,leaky_relu,5,0.07823864829154795,0.001,0.0001,1024,8,100,100,0.8942828707287405,0.9416004886988394,0.40135962647816426,0.8836306969708089,0.2193369075930487,0.22439570033284223,0.1295947648853133,0.22439570033284223,1.2391499840834759,0.31000486107438485,0.037931192097616605,3026.2459576129913
