,lr,batch_size,num_timesteps,n_iter,model_params,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,0.0002288113668475521,1024,590,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 128, 'dropout': 0}",0.8492169106356843,0.6356665842196388,0.554292618111809,0.9064552422348335,0.1693517294776741,0.1177451971688574,0.1177451971688574,0.06769237623261465,1.2122667004293428,0.17544051087740342,0.025215775233565284,4413.461719036102
0,0.00025533788451512354,1024,178,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 128, 'dropout': 0}",0.8458388780837343,0.628698224852071,0.5443746008232568,0.9033982614389422,0.1718252917554737,0.12910628019323667,0.12910628019323667,0.07059907771465938,1.2429224840981035,0.21811567271722165,0.02564012753933659,4195.602506637573
0,1.9632702887198374e-05,1024,951,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 1024, 'dropout': 0}",0.8532091309243526,0.6536231884057971,0.5701421865184474,0.909826980792438,0.17711292952519755,0.10615661161667228,0.10615661161667228,0.07306509987397296,1.1391162804757526,0.15089251399350542,0.014844404408807025,5919.618975639343
0,0.00032827312139428744,4096,714,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.8513665677141979,0.6395233366434955,0.560409844959423,0.9089169547173603,0.1569945110035186,0.08642849118076618,0.08642849118076618,0.05692759825993587,1.0773415886873903,0.1359262883308658,0.011270059069666428,2184.69944190979
0,6.0444149686946634e-05,4096,495,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 128, 'dropout': 0}",0.8368307912785341,0.5887512899896801,0.5091318289735001,0.8981726839878121,0.16166687308073416,0.15329457364341087,0.15329457364341087,0.06646903049793895,1.5100978942256504,0.43639680250376506,0.07699385540335489,1989.1913032531738
0,2.4762069289032602e-05,4096,224,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.8450199611014434,0.6330586524478914,0.5447863610926382,0.9006109702274901,0.1712930794480746,0.10537860914503994,0.10537860914503994,0.07203913860633276,1.5962038446505695,0.5207483319064846,0.06435975544510684,2321.549310207367
0,0.002627578213927961,4096,135,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8551540587572934,0.6566367386556661,0.5753139765136795,0.9116134764325665,0.180546153889947,0.11928996741939107,0.11928996741939107,0.07442096654960022,1.0216257442647632,0.1194994777712862,0.008527468857557707,3204.378651380539
0,0.0002532447817066925,4096,184,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8526973078104207,0.6506433600388444,0.5677844074047091,0.9088088601619069,0.1738535782913003,0.11600101112234584,0.11600101112234584,0.06846779363582339,1.2184593396224597,0.2255933034783393,0.025819811790432377,2024.3244409561157
0,0.0002837028228029903,4096,104,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 512, 'dropout': 0}",0.8538233186610708,0.6482758620689655,0.5690883189303128,0.9107377263467183,0.17335785787556152,0.1268509156274576,0.1268509156274576,0.0673624708246276,1.0544429636448258,0.12448247844744315,0.010452479321667625,2510.734097480774
0,3.5694413775579874e-05,1024,862,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.8503429214863343,0.641315014720314,0.5589786000061412,0.908203087452179,0.16900314324915405,0.11245084821930118,0.11245084821930118,0.06622815197848857,1.1327768758158536,0.1423058540692033,0.013712664383588832,4278.067087173462
0,0.002477244596401209,4096,382,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 1024, 'dropout': 0}",0.8510594738458389,0.6486355952668438,0.5636875855362088,0.9101213916822909,0.1863855098631237,0.15035108414784853,0.15035108414784853,0.07833429860932298,1.1054814431600781,0.1415641402204655,0.010423782795699695,2193.260486841202
0,1.0472603981008679e-05,1024,924,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 1024, 'dropout': 0}",0.8446105026102979,0.6364942528735632,0.5457893568650459,0.9012351328256457,0.17768583355833556,0.13670654982586222,0.13670654982586222,0.07303610383902971,1.3537294106427364,0.28989204399500795,0.03690240205673006,4534.513046741486
0,0.0018679231630926998,1024,1000,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 1024, 'dropout': 0}",0.8470672535571706,0.6157407407407407,0.5424133971740029,0.9074758090946546,0.15304438039334525,0.11593922031232451,0.11593922031232451,0.05493125145829668,1.095708075403505,0.1349296149276274,0.01641287033594224,5875.736446619034
0,0.0005816647701933289,1024,757,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8554611526256526,0.6581113801452785,0.5765752203961241,0.9122754260784619,0.17373738288179363,0.10262330075272441,0.10262330075272441,0.06835943605732456,0.9736575352082415,0.11061010885530378,0.008573377324460138,5185.640840291977
0,0.0008924829146002543,4096,724,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8555635172484389,0.6649251959154595,0.5800281334641747,0.9104437183652189,0.1803828736739374,0.11678463094034375,0.11678463094034375,0.0711456982796441,0.9887907490943055,0.10966498891393481,0.008946504573657183,3187.5994827747345
0,0.0007589692824786846,1024,751,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8538233186610708,0.6533980582524271,0.5712393595842928,0.9110015449808613,0.17355291683609886,0.10590102235703852,0.10590102235703852,0.06903132855452501,0.9872075497478281,0.1135513701529779,0.008433342777073527,4907.601933717728
0,0.000816149265931333,4096,742,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8550516941345071,0.661244019138756,0.5772540991861463,0.9106726566476023,0.18560056087384175,0.1339512414335468,0.1339512414335468,0.0760898242794976,0.9750777075452892,0.11414655542153736,0.008285725382590788,3261.6076493263245
0,0.0009033981693514593,4096,615,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8558706111167981,0.6631578947368421,0.5797074800575948,0.9126704201608895,0.17967426833523897,0.12284013032243574,0.12284013032243574,0.07014390037445661,0.9813064109407709,0.11250454573904807,0.008138082180827351,3135.5325627326965
0,0.00010796812697056951,4096,578,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.8491145460128979,0.6503795066413662,0.5610545888121834,0.9033149169680709,0.18252651565245498,0.12510672958094599,0.12510672958094599,0.07651600558475716,1.3268083268815587,0.21829618098807158,0.03270993285839466,2146.697053194046
0,0.0012622733383175786,4096,483,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 1024, 'dropout': 0}",0.8555635172484389,0.6625209280076537,0.5788267669600621,0.9147702058251569,0.1684327591164632,0.0698011459386586,0.0698011459386586,0.06554176146381649,1.0016946414290773,0.11968514943080734,0.007783253942709489,2711.892247915268
