,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.6458766458766458,0.544157002676182,0.2757747441945639,0.6740692598700165,0.036212218077742164,0.08287413627219453,0.08287413627219453,0.0271561803251944,0.33224563817079394,0.08368852067955856,0.030350829021695763,454.99461674690247
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.5647955647955648,0.5852047556142669,0.15291371586597016,0.6114657095741585,0.2552955023688455,0.2657657657657657,0.2657657657657657,0.2325711022894122,0.4194584406145477,0.15255448530205679,0.05383198050234957,280.94027495384216
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.6299376299376299,0.5841121495327103,0.25093526913736375,0.6801154331166941,0.1361186497368655,0.148145718534068,0.148145718534068,0.10067159715047042,0.36473243508123226,0.12260600366463173,0.03550789628204084,295.95894145965576
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.5370755370755371,0.5044510385756676,0.07131199276621764,0.5725366184886992,0.3354848406586195,0.3483808254935016,0.3109420099711362,0.3483808254935016,0.3553969082432113,0.0451279242982822,0.04754538778083569,229.3547956943512
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.6638946638946639,0.5893310753598645,0.3142681911771012,0.7063924725967602,0.12441202247333721,0.1655077407504592,0.1655077407504592,0.060953559192995804,0.33107647509455945,0.0800763460761285,0.03943537572690303,369.9325838088989
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.6632016632016632,0.6220839813374806,0.3184603002721465,0.6991327965855078,0.14740824163494798,0.16891891891891897,0.16891891891891897,0.09751753765838275,0.3229603582396431,0.10440309993281087,0.03464093094867534,502.6269826889038
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.6548856548856549,0.6022364217252396,0.29893778038075564,0.6937656416723251,0.10211227354132879,0.10290387474853491,0.10290387474853491,0.06999429006471258,0.33931806277789534,0.1003455300894335,0.033450430190133794,587.3570082187653
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.6091476091476091,0.6194331983805668,0.23742856727742775,0.6689533417402271,0.11437353667159211,0.11702965101023344,0.11702965101023344,0.08747756811137092,0.38176614602250986,0.13185653955734433,0.05003984366453847,359.6146333217621
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.613998613998614,0.6228842247799594,0.24633504385529623,0.6796178096808614,0.264851327950684,0.2756275693168897,0.2756275693168897,0.23172820708031983,0.8409518456824495,0.2521660352580333,0.21083885245188969,207.2578535079956
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.6576576576576577,0.5841750841750841,0.301459269376896,0.6937472111747017,0.22043811999610488,0.28406804863115537,0.28406804863115537,0.14173554842568925,0.3475887798324861,0.06851256320723503,0.034529631711892904,307.44126653671265
