,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0002,3,0.001,1024,500,200,tanh,0.014207211639577388,1,50,tanh,0.15983171284334474,100,100,0.8960521950680084,0.9439207731774252,0.3275800836144495,0.8964675614603469,0.14236389667544802,0.20591592427616923,0.07332868576330243,0.20591592427616923,1.3442309805297232,0.3538102983752371,0.046948099212500045,561.4054796695709
0,1000,0.0002,4,0.001,512,150,400,tanh,0.12241914454448428,4,500,tanh,0.012045094325853968,100,100,0.8963839433816212,0.9435031655110039,0.3668857503499448,0.8836119946070906,0.09937784908822489,0.05331939062324054,0.05331939062324054,0.046784521158129144,1.2776682210059196,0.31619128169214106,0.050562100833071,1000.4841043949127
0,1000,0.0002,1,0.001,512,500,100,relu,0.09326215457126126,2,100,leaky_relu,0.07374503413219283,100,100,0.8929558774742895,0.9422641059286652,0.29813665221322916,0.8768502615371686,0.14485209853163283,0.17955178173719377,0.09179811472182353,0.17955178173719377,1.2641636305229482,0.3154743608998971,0.04187826286521127,909.1395783424377
0,1000,0.001,1,0.0001,512,400,50,relu,0.0635966358787952,3,50,elu,0.018788102151688336,100,100,0.8920712153046555,0.9418770843258695,0.28354409881554554,0.8657785805852893,0.09542244073695605,0.11011971046770608,0.052890494500016816,0.11011971046770608,1.3001198217533,0.34547432144192414,0.048185001084359476,912.3919246196747
0,1000,0.0002,4,0.001,512,300,50,elu,0.14703880442451897,5,150,leaky_relu,0.19054980230339702,100,100,0.9000331748313612,0.944526264113893,0.4507691469520563,0.8957736800925176,0.20876297059202997,0.16940423162583518,0.1224240233468672,0.16940423162583518,1.3351603812280972,0.3331093573234717,0.04981096833482163,1007.6237964630127
0,1000,0.0002,2,0.0001,512,450,350,relu,0.08477100971163594,4,50,leaky_relu,0.08575374018915323,100,100,0.8862103284308305,0.9367741935483871,0.3771890044522653,0.8768894418054647,0.2083158665893442,0.15865857358329805,0.15865857358329805,0.11685690423162587,1.328841316792723,0.36436453844701067,0.056902264008081946,954.8045799732208
0,1000,0.001,3,0.001,512,450,200,leaky_relu,0.020045377462460226,5,400,elu,0.12311191285676884,100,100,0.892734711931881,0.9420549581839904,0.3023346201121618,0.8706347440202744,0.09739121622556723,0.08518930957683746,0.05846219940513964,0.08518930957683746,1.213831896595817,0.27553492075371455,0.036111626623795016,1012.6295802593231
0,1000,0.0002,3,0.0001,512,400,450,elu,0.14599811248481162,1,300,tanh,0.044784937612076026,100,100,0.8930664602454937,0.9423065449555516,0.30032453311618235,0.8749201302536773,0.12609806109096955,0.1393930957683741,0.08008164805128393,0.1393930957683741,1.1682105620236252,0.26856384477403816,0.025734839794389446,937.8762369155884
0,1000,0.0002,1,0.001,512,500,350,relu,0.07964421244321838,2,100,elu,0.05087129635407859,100,100,0.8895278115669578,0.9405746237582535,0.2531652494007039,0.8710886314486165,0.08352340275833925,0.06408195788928595,0.06408195788928595,0.05250556792873051,1.3028126445210375,0.3568839832143761,0.04736597301802454,897.3191509246826
0,1000,0.0002,4,0.0001,1024,350,250,relu,0.13261564062002015,2,50,elu,0.1662096910472381,100,100,0.8946146190423532,0.9420422064100225,0.3868166213733607,0.8823893571713504,0.14729900521033534,0.09735690971019395,0.09735690971019395,0.07235523385300668,1.3175567531900418,0.32517342256305165,0.05080997256398957,583.8232858181
