,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,256,10,100,100,0.7,0.4230769230769231,0.23178449845503846,0.645952380952381,0.07472527472527474,0.1517857142857143,0.1517857142857143,0.08843537414965988,3.0280224549472456,2.1854464939718614,0.022780607934361985,258.5621235370636
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,512,14,100,100,0.625,0.15730337078651685,-0.05267956981987888,0.4475,0.047252747252747265,0.054421768707483,0.017857142857142863,0.054421768707483,3.2382804793509883,2.4159211085868857,0.045104010382070125,241.74956583976746
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,256,17,100,100,0.535,0.3404255319148936,-0.00666800040013338,0.47690476190476194,0.029670329670329676,0.1205357142857143,0.1205357142857143,0.1054421768707483,3.298687022270285,2.52345028845135,0.03138955731235926,244.70474076271057
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,256,14,100,100,0.605,0.23300970873786409,-0.02390280167435817,0.47619047619047616,0.11098901098901098,0.14625850340136057,0.040178571428571425,0.14625850340136057,3.280276957346537,2.5693770648032737,0.03346158121947962,186.94108748435974
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,256,17,100,100,0.67,0.4406779661016949,0.2067905245719767,0.6763095238095238,0.03736263736263734,0.125,0.125,0.054421768707483,3.0093770095279915,2.1268897798992095,0.021377887220984437,241.81319189071655
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,256,14,100,100,0.695,0.46956521739130436,0.2565749812494094,0.7188095238095239,0.04945054945054947,0.14965986394557823,0.0267857142857143,0.14965986394557823,3.0311067347613956,2.173735540499747,0.021982313811450993,280.97607612609863
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,256,15,100,100,0.655,0.4566929133858268,0.2057392429488278,0.6807142857142857,0.05384615384615388,0.16964285714285715,0.16964285714285715,0.047619047619047616,3.0108722190466035,2.1223094677346293,0.024357294242135286,308.57015228271484
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,256,6,100,100,0.61,0.4090909090909091,0.12274756325774572,0.6625,0.039560439560439586,0.10714285714285715,0.10714285714285715,0.08503401360544216,3.034442736798288,2.1504261870870547,0.021829374783492117,280.5131001472473
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,512,14,100,100,0.575,0.3511450381679389,0.03876280928910452,0.5646428571428571,0.24505494505494502,0.2585034013605442,0.21875,0.2585034013605442,3.6813972760364155,2.7294369923827984,0.4625546976393671,162.00484251976013
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,512,15,100,100,0.645,0.4132231404958678,0.15877891784850917,0.6713095238095238,0.05824175824175826,0.07482993197278912,0.04464285714285715,0.07482993197278912,3.1231459811974394,2.3757517698447805,0.028062095388412978,273.43732047080994
0,2,150,tanh,1000,0.13080984530199322,4,100,leaky_relu,3,0.06326821981762876,0.0001,0.0001,512,20,100,100,0.685,0.5190839694656488,0.28958098704213375,0.7095238095238096,0.04725274725274725,0.0758928571428571,0.0758928571428571,0.037414965986394544,3.0606560224101655,2.225190016212495,0.022559555907190276,267.91028451919556
0,2,150,tanh,1000,0.13516253614095786,4,100,leaky_relu,3,0.07246236453105764,0.0001,0.0001,512,20,100,100,0.72,0.45098039215686275,0.27859319451501546,0.7060714285714286,0.07252747252747249,0.08482142857142855,0.08482142857142855,0.010204081632653045,3.0440454841918876,2.2490164036879756,0.02376481451799073,293.4775903224945
0,2,150,tanh,1000,0.1302627750698508,4,100,leaky_relu,3,0.08281808159444695,0.0001,0.0001,512,20,100,100,0.67,0.45901639344262296,0.2217597984840614,0.6866666666666666,0.11648351648351651,0.3303571428571429,0.3303571428571429,0.04081632653061226,3.04628889704018,2.217550731313925,0.02194384925579973,310.12427949905396
0,3,100,tanh,1000,0.14077736183263875,3,100,leaky_relu,2,0.08075219144411543,0.0001,0.0001,512,20,100,100,0.685,0.5116279069767442,0.2823158562014311,0.6908333333333333,0.04065934065934068,0.1071428571428571,0.1071428571428571,0.06122448979591835,3.047391804437683,2.1875134982215374,0.025548347015388106,268.4039969444275
0,3,100,tanh,1000,0.13017761472302397,3,100,leaky_relu,2,0.08625991228395706,0.0001,0.0001,512,9,100,100,0.7,0.4117647058823529,0.2250175801852048,0.6266666666666667,0.08131868131868134,0.1875,0.1875,0.0782312925170068,3.050576681298409,2.180415084651876,0.027179868963466802,231.283940076828
0,3,50,tanh,1000,0.16125333555198068,3,100,leaky_relu,1,0.101478385696573,0.0001,0.0001,512,3,100,100,0.64,0.35714285714285715,0.10944867280607828,0.6636904761904763,0.13626373626373628,0.15646258503401358,0.15625,0.15646258503401358,3.1282993064488536,2.2996051080020328,0.032742858908728856,183.7658519744873
0,4,100,elu,1000,0.11397746311704031,2,100,leaky_relu,2,0.05887327182690352,0.0001,0.0001,512,18,100,100,0.64,0.14285714285714285,-0.040291148201269014,0.46761904761904766,0.18461538461538463,0.1875,0.1875,0.1836734693877551,3.1453204092386633,2.236568131337326,0.06339002527457671,184.97480010986328
0,3,100,tanh,1000,0.18907237711579047,4,100,elu,1,0.18048685869332992,0.0001,0.0001,512,20,100,100,0.455,0.39779005524861877,-0.006695844765548677,0.4717857142857143,0.14615384615384608,0.18707482993197289,0.0803571428571429,0.18707482993197289,3.372687843117495,2.6676504495084625,0.057981787769960214,180.21985745429993
0,2,100,tanh,1000,0.03562559663169586,3,100,relu,3,0.1583815828768748,0.0001,0.0001,512,12,100,100,0.68,0.4666666666666667,0.23809523809523808,0.6767857142857142,0.19780219780219777,0.3303571428571429,0.3303571428571429,0.08163265306122447,3.1041509948127772,2.2940308917094954,0.024726227261222533,277.398446559906
