,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.839594636093766,0.6171512338138285,0.5267370674347708,0.8871659888912071,0.20809486869997812,0.2684733177270491,0.2684733177270491,0.09478299242423953,1.5895505483217043,0.44568273010033066,0.10215099541596076,6609.174264431
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.8043812058552564,0.35110356536502546,0.36903073787332247,0.8753704677364601,0.07854876026952146,0.1537045044507731,0.1537045044507731,0.019908116385911178,1.510900240456532,0.3528763715858155,0.06004386414228066,3195.1442127227783
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.8393899068481933,0.5693110074114741,0.5108752954110396,0.8896277324622431,0.14753846613759364,0.18346280585086555,0.18346280585086555,0.05089308606428795,1.4474746069539641,0.3697887475354809,0.05794619883398419,3600.4162771701813
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.8278227044733341,0.5582983193277311,0.4770946383286714,0.8761851858504988,0.17915156001901814,0.24523387060700494,0.24523387060700494,0.08130218691749293,1.324829917245736,0.23356513224029157,0.025067379379820547,2166.333143234253
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.8325314771215068,0.6296966953372567,0.5234310909761692,0.883842689766765,0.2440537359665503,0.2871099050203528,0.2871099050203528,0.12878800449408612,1.4402444225668563,0.38364550830901367,0.05871093598873731,3780.4024963378906
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.8293581738151294,0.5227598053249356,0.47280187792919454,0.8811707678645537,0.12006754982599388,0.10410186828097273,0.10410186828097273,0.04236355957741888,1.5013960941872688,0.41837282341960985,0.07518774677518003,5852.268450260162
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.8159484082301157,0.4388264669163546,0.4181556095027991,0.8837436603928104,0.10260643581747837,0.14904349381961324,0.14904349381961324,0.03303687036283559,1.4282229700596643,0.3532561213378654,0.10905869917272056,6386.941672563553
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.8302794554202068,0.629579982126899,0.5206377389745023,0.8823927730665898,0.22311587948346356,0.18459450996764432,0.18459450996764432,0.11935326818748747,2.0659481136205047,1.4738745094046861,0.3349720221160752,4910.990910291672
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.8044835704780428,0.47785675232367414,0.3915254137277307,0.8636133492517296,0.1879528781127025,0.3564182086570146,0.3564182086570146,0.09494892461792201,2.261866707601803,1.528838131277278,0.43109462255918424,1919.9245371818542
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.7999795270754427,0.4467723669309173,0.3684409730742681,0.8684518841605051,0.1362315438037087,0.11185530887023426,0.11185530887023426,0.07915974995777139,1.7831886691362544,0.8878896355607678,0.10232983683871856,2500.296402692795
0,3,150,tanh,1000,0.12337331521789743,4,100,leaky_relu,5,0.08218871732805322,0.001,0.0001,1024,7,100,100,0.8390828129798341,0.6335664335664336,0.535041878888821,0.8885229216152566,0.21713967348886398,0.2223418372672104,0.2223418372672104,0.10664943826599786,1.493778389343295,0.46249540003223316,0.08818982845704909,3658.6194970607758
0,3,150,tanh,1000,0.12441932464649502,4,100,leaky_relu,5,0.07823864829154795,0.001,0.0001,1024,8,100,100,0.8260825058859658,0.5130409859558612,0.4608322721280943,0.8845981917696917,0.1445705465926429,0.2588858902291738,0.2588858902291738,0.049404437240965125,1.4987880497902673,0.37978875767335224,0.15468285248075195,3707.070692539215
0,3,150,tanh,1000,0.12145294620651137,4,100,leaky_relu,5,0.08632295260501384,0.001,0.0001,1024,3,100,100,0.8349882280683796,0.6500217108119843,0.5421975879269959,0.8875254597611411,0.2433587873324845,0.19370480266002654,0.19370480266002654,0.13479291471062305,1.5819900091514476,0.5165935347740238,0.1375464172056377,3893.163353204727
0,3,100,tanh,1000,0.13026971628868572,3,100,leaky_relu,5,0.08687081564647263,0.001,0.0001,1024,2,100,100,0.8165625959668339,0.6040653999116218,0.4852997160450528,0.860228617370305,0.22467738369904416,0.16361548898862338,0.16361548898862338,0.13209227267537982,1.6372830020082905,0.6320101779281794,0.10073387806171331,3668.2506289482117
0,4,150,tanh,1000,0.12649762509213686,4,100,leaky_relu,3,0.1588596607188586,0.001,0.0001,1024,3,100,100,0.7929163681031836,0.44223876481941,0.3497022121543371,0.8308831335933891,0.11766757549325216,0.08001848897371283,0.08001848897371283,0.06300101295104596,1.9594105206496806,1.1288001399998646,0.15233661906750065,2245.89856505394
0,3,100,tanh,1000,0.15277787056484698,3,100,leaky_relu,5,0.06899410459788154,0.001,0.0001,1024,5,100,100,0.8373426143924659,0.6364676275451842,0.5344776844303698,0.87916231398023,0.1955157224333551,0.1407577497129736,0.1407577497129736,0.09179575413926268,1.5392878951944522,0.4227667306545247,0.11456418338781257,2781.7923493385315
0,2,150,elu,1000,0.03916270046255654,4,100,leaky_relu,4,0.1023979342984079,0.001,0.0001,1024,6,100,100,0.8481932644078206,0.648827847501776,0.5585750251778344,0.8961538833562944,0.22136234685567518,0.26965124427810994,0.26965124427810994,0.10038301279490146,1.5854685651431746,0.45220055795814906,0.1551708571175929,2585.4194898605347
0,2,50,elu,1000,0.0295172887865562,4,100,elu,4,0.10844636615371243,0.001,0.0001,1024,4,100,100,0.8237281195618794,0.6066697121973504,0.4956298069305727,0.8767815499524889,0.21657691694718806,0.1964035964035964,0.1964035964035964,0.11733906546223855,1.5270760851759835,0.39628183213623525,0.08814168804055621,2536.673954963684
0,2,100,elu,1000,0.04246749828644138,2,100,relu,3,0.19333027171592482,0.0001,0.0001,1024,10,100,100,0.8383662606203296,0.5560865898228845,0.5060027808257006,0.8966033730786575,0.1353846956497234,0.15251763162210918,0.15251763162210918,0.04485300128134828,1.3039330463225094,0.30618608162935196,0.03265103154986478,1911.1605999469757
0,2,150,elu,1000,0.01175656207522921,3,150,leaky_relu,3,0.14089587436756873,0.0002,0.0001,1024,20,100,100,0.839594636093766,0.6137540054227262,0.5251151006551154,0.8817803742665493,0.21703380556899532,0.339627536642462,0.339627536642462,0.09539151242300689,1.5398450815460514,0.42324490684750693,0.09697303657486697,2025.9263598918915
