,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0002,3,0.001,1024,500,200,tanh,0.014207211639577388,1,50,tanh,0.15983171284334474,100,100,0.5911295911295912,0.5461538461538461,0.17414880201765448,0.6253720050441361,0.28163706087186496,0.3211511480683023,0.3211511480683023,0.23606328327876258,0.503855844539573,0.0837326112915367,0.0469839530944706,121.01302766799927
0,1000,0.0002,4,0.001,512,150,400,tanh,0.12241914454448428,4,500,tanh,0.012045094325853968,100,100,0.6202356202356203,0.5745341614906833,0.23169205227299375,0.6507546803763702,0.21532816150218187,0.23520286532297624,0.23520286532297624,0.1786440103872643,0.3119512956146863,0.0961438771738528,0.028268748633143066,180.25664281845093
0,1000,0.0002,1,0.001,512,500,100,relu,0.09326215457126126,2,100,leaky_relu,0.07374503413219283,100,100,0.6209286209286209,0.5939123979213066,0.23981019881030866,0.6580890484043068,0.18330541719927707,0.24866258312516398,0.24866258312516398,0.11119735802190361,0.34753982560205104,0.07475204554036217,0.04661921860359245,140.6005198955536
0,1000,0.001,1,0.0001,512,400,50,relu,0.0635966358787952,3,50,elu,0.018788102151688336,100,100,0.6237006237006237,0.5774319066147859,0.23840495753835106,0.6657939664370939,0.26315070304579713,0.28928127388244423,0.28928127388244423,0.2213291746641075,0.3671033494953822,0.08697959219090465,0.030855445890898576,144.07800126075745
0,1000,0.0002,4,0.001,512,300,50,elu,0.14703880442451897,5,150,leaky_relu,0.19054980230339702,100,100,0.589050589050589,0.6028131279303416,0.19858903731228947,0.65057619555728,0.15419182791907265,0.1722387617059622,0.1722387617059622,0.12198684656204134,0.47380477030885354,0.13736312634174144,0.06656850468366216,164.09836626052856
0,1000,0.0002,2,0.0001,512,450,350,relu,0.08477100971163594,4,50,leaky_relu,0.08575374018915323,100,100,0.6597366597366597,0.633855331841909,0.31712722195892795,0.7077902803375691,0.24078767576144927,0.2512290547399879,0.2512290547399879,0.20278452071807612,0.5006380795090348,0.061134323184852506,0.04133842440870339,148.83589363098145
0,1000,0.001,3,0.001,512,450,200,leaky_relu,0.020045377462460226,5,400,elu,0.12311191285676884,100,100,0.6424116424116424,0.6131934032983508,0.2814364773123629,0.6887816471044718,0.08099352051835851,0.11257114829643322,0.11257114829643322,0.029799875804448428,0.330689717386912,0.11637507441587228,0.036444784220932704,161.0403130054474
0,1000,0.0002,3,0.0001,512,400,450,elu,0.14599811248481162,1,300,tanh,0.044784937612076026,100,100,0.623007623007623,0.5891238670694864,0.24119903688957187,0.6774585313803473,0.11213249878785209,0.12307657210644585,0.12307657210644585,0.08064948628203678,0.39038187795274576,0.13096569245101383,0.04243980284796015,151.9610412120819
0,1000,0.0002,1,0.001,512,500,350,relu,0.07964421244321838,2,100,elu,0.05087129635407859,100,100,0.6167706167706167,0.5912786400591279,0.23221928882375792,0.6677301387137453,0.4629281086084541,0.5229898823985674,0.5229898823985674,0.39691063565541373,0.39856875375597606,0.05863775924344623,0.04385153745047532,138.2520046234131
0,1000,0.0002,4,0.0001,1024,350,250,relu,0.13261564062002015,2,50,elu,0.1662096910472381,100,100,0.6382536382536382,0.6200873362445415,0.27822184501546837,0.6846619458725385,0.172693613082382,0.16443668799689748,0.16443668799689748,0.15228773851191146,0.4848536521225239,0.16011953939954543,0.045185154369738946,128.84543442726135
