,batch_size,epochs,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1061.4167408943176
0,8,100,0.66,0.20930232558139536,0.038932321452190444,0.6353571428571428,0.15830115830115832,0.1585557299843014,0.15428571428571428,0.1585557299843014,2.6280330800182607,0.6803726085727939,0.026716483143172542,853.6585848331451
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1116.263845205307
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1067.4187698364258
0,8,100,0.66,0.20930232558139536,0.038932321452190444,0.6353571428571428,0.15830115830115832,0.1585557299843014,0.15428571428571428,0.1585557299843014,2.6280330800182607,0.6803726085727939,0.026716483143172542,858.9079482555389
0,8,100,0.66,0.20930232558139536,0.038932321452190444,0.6353571428571428,0.15830115830115832,0.1585557299843014,0.15428571428571428,0.1585557299843014,2.6280330800182607,0.6803726085727939,0.026716483143172542,875.9645125865936
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1074.5712525844574
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1109.0392067432404
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1083.5138809680939
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1066.133018732071
0,8,100,0.66,0.20930232558139536,0.038932321452190444,0.6353571428571428,0.15830115830115832,0.1585557299843014,0.15428571428571428,0.1585557299843014,2.6280330800182607,0.6803726085727939,0.026716483143172542,869.6621680259705
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1037.567645072937
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1162.243366241455
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1121.2649850845337
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1353.7547941207886
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1097.7363393306732
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1075.7600946426392
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1100.4761464595795
0,8,100,0.66,0.20930232558139536,0.038932321452190444,0.6353571428571428,0.15830115830115832,0.1585557299843014,0.15428571428571428,0.1585557299843014,2.6280330800182607,0.6803726085727939,0.026716483143172542,989.8363130092621
0,16,100,0.71,0.43137254901960786,0.2518053873501101,0.6959523809523809,0.11711711711711711,0.2628571428571429,0.2628571428571429,0.031397174254317095,2.535241367694863,0.6353731326925098,0.020424372045297456,1105.8110010623932
