,lr,batch_size,epochs,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,0.0015676677195506068,512,500,0.6368676368676369,0.552901023890785,0.25759538455167336,0.6753826753322338,0.245127006335109,0.28830338786091,0.28830338786091,0.1906055737933925,0.4664832215831612,0.11607892816312762,0.04340457298055996,547.91499376297
0,0.0004950159553733195,2048,500,0.455994455994456,0.6224146224146224,0.04698248809063295,0.6061548161800369,0.005072866788907948,0.010281483551023318,0.0006257262894431292,0.010281483551023318,1.269012248478998,1.0601830152874314,0.2441653071237472,137.5600094795227
0,0.07155682161754869,1024,500,0.44975744975744975,0.6204588910133844,-0.02908688977403339,0.6099902997380929,0.0021008403361344463,0.005050505050505083,0.005050505050505083,0.0,1.773511564981136,1.431994263684597,0.3628378006945449,299.6411135196686
0,0.001871450068624067,512,500,0.5502425502425502,0.6242038216560509,0.1724369129902843,0.5970773110873995,0.0729450001303521,0.09197457567926237,0.0304147671404309,0.09197457567926237,1.3896017346333454,0.8794835252895771,0.19454868112251944,584.9550552368164
0,1.2046852412030316e-05,2048,500,0.5336105336105336,0.491307634164777,0.06099706359981863,0.5228644873411582,0.028210353427824075,0.033247188656841564,0.02905157772414413,0.033247188656841564,0.67143651101227,0.3816150950944454,0.11142250103525815,147.2316188812256
0,0.0821246192225687,512,500,0.5495495495495496,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.998217581896123,1.503868942117166,0.4188102954431729,960.2826316356659
0,2.972334644335654e-05,2048,500,0.5426195426195426,0.18518518518518517,0.0129885335884679,0.5407896013192356,0.06652733482224328,0.10081721030942238,0.022906051667113625,0.10081721030942238,0.6117712318430281,0.32305300874609594,0.10159274306632475,152.75385212898254
0,0.001222906594703436,2048,500,0.44975744975744975,0.6200956937799043,-0.019835388147218587,0.5748132699582889,0.0031675545088769574,0.010101010101010055,0.010101010101010055,0.001941747572815511,1.3027089532793783,1.0820050171273627,0.2901683489477674,153.6990840435028
0,0.0006677306766018312,2048,500,0.4941094941094941,0.5804597701149425,0.04539205785894987,0.5496313900475313,0.076983740755868,0.07799818397709024,0.07139983909895409,0.07799818397709024,1.2470248154772126,0.8563735959940527,0.21251888824049647,153.78969311714172
0,0.002807908107885727,1024,500,0.45045045045045046,0.6211180124223602,0.0,0.5134959743913086,0.0,0.0,0.0,0.0,1.2601564097563371,1.1168160167844907,0.22471866077370617,297.00948214530945
0,0.011624006272624034,512,500,0.4885654885654886,0.5538089480048367,0.017400897247908817,0.5078630323018721,0.10913507078115636,0.11958510861213945,0.09794851166532581,0.11958510861213945,0.5496841467572351,0.3594236068733521,0.06791003518913996,669.2307577133179
0,0.00013413218712252046,512,500,0.5523215523215523,0.0182370820668693,0.044953216607120226,0.641868270443302,0.005138042807609083,0.01327433628318584,0.01327433628318584,0.0016553747293427397,1.1461265700861827,0.6576358432751892,0.13794095029042333,666.415355682373
0,0.005555423882154137,512,500,0.46153846153846156,0.6065822784810126,0.010944578447161242,0.5117790280337569,0.01857299279587743,0.030397429629112183,0.0038884419415392557,0.030397429629112183,1.5450729436038322,1.0592121831573325,0.25463677514413696,670.1466443538666
0,0.00017123553109627275,512,500,0.6361746361746362,0.5958429561200924,0.2650307179059328,0.6786749442234941,0.3451113640906207,0.36231786895503715,0.36231786895503715,0.30933854857861287,1.0609536690798949,0.776473955158905,0.16215332037545002,669.1048157215118
0,0.0001284488539060011,512,500,0.5945945945945946,0.6540508574807806,0.26123595762851737,0.6983461053448443,0.22381444821982566,0.23859747153733324,0.17759452936444087,0.23859747153733324,0.8167879675216314,0.6111336905527611,0.11542703807372767,668.0968060493469
0,0.00014365061353907403,512,500,0.6008316008316008,0.3255269320843091,0.18832934036143217,0.651407508002716,0.07302321135279344,0.07510950210065254,0.07510950210065254,0.05974715373332402,0.734313864558789,0.4504279975248143,0.11699878866847128,668.0892443656921
0,0.00011786920904627051,512,500,0.5509355509355509,0.6322360953461975,0.18584999576574307,0.6583228247162674,0.22826814283107244,0.26899490116644553,0.15739250916242065,0.26899490116644553,1.0636261894775807,0.8028281774522226,0.15478731109414134,669.8879585266113
0,4.55873401076982e-05,1024,500,0.5980595980595981,0.5827338129496403,0.1997085883884318,0.6553399941798429,0.17274469249954377,0.17968149752043028,0.14067667828729769,0.17968149752043028,0.5144318679336412,0.32228331251130204,0.06610510461178354,296.58106231689453
0,0.0003374605858615797,512,500,0.48232848232848236,0.6274314214463841,0.10849246765444139,0.5832942089436415,0.06592337038227902,0.09686386812879799,0.03193438812907845,0.09686386812879799,1.2698095604669284,0.8771433113691729,0.24200458473028785,668.8758709430695
0,5.4042916346202424e-05,512,500,0.6507276507276507,0.5263157894736842,0.2879649139268529,0.6817887282956641,0.09895674919398989,0.14011799410029502,0.14011799410029502,0.04417824963330308,0.5304913780742943,0.33767060870707055,0.06546822088979454,669.7722899913788
