,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.6396396396396397,0.5956454121306376,0.2707670791123417,0.6789329711902221,0.16864946599115344,0.2009475283811567,0.2009475283811567,0.12015785429908499,0.35262407677500845,0.12226130616564776,0.03436353714839294,6066.6066834926605
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.5952875952875953,0.4582560296846011,0.16530088783627808,0.6267513822873219,0.32347727094974493,0.3576249217842138,0.3576249217842138,0.28498987217992594,0.4105380178894416,0.10293356140952291,0.05340120897172115,4285.622345209122
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.6368676368676369,0.606015037593985,0.2698077898217542,0.6909816665049956,0.1514516871898708,0.15568205629671017,0.11446321623312772,0.15568205629671017,0.34132511718783415,0.0733715147406202,0.036048557524485325,3035.5610496997833
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.6084546084546084,0.5582486317435497,0.2069219454413091,0.6313386361431759,0.48744709879815423,0.5574103870564047,0.5574103870564047,0.4173779423063491,0.4185925924586822,0.08733968729222892,0.054399990603350844,1997.2455875873566
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.6451836451836452,0.6240822320117474,0.29051756452788297,0.7038791347366378,0.15005909292362235,0.1418663127750227,0.12682131044962908,0.1418663127750227,0.3162769812655083,0.09828140977231038,0.03128894744853324,3601.352329492569
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.6666666666666666,0.6250974279033515,0.3252224027812591,0.7181307595305073,0.19062681949718874,0.21898185393760616,0.21898185393760616,0.14030872389467067,0.30363935034692136,0.07123668383934723,0.03840082507141999,4573.417881011963
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.6534996534996536,0.5993589743589743,0.29583731728199547,0.7043350470462701,0.18891703527326137,0.1746245721869107,0.1737731295253419,0.1746245721869107,0.33607241867151755,0.09104832442781029,0.03689356388213364,3950.8312182426453
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.6444906444906445,0.5970149253731343,0.2794310374990435,0.6900203705500048,0.18655549086232215,0.17978457137749176,0.17978457137749176,0.16720681707061535,0.3230575660203731,0.0856665886745192,0.04615043488208167,642.3100457191467
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.5502425502425502,0.015174506828528073,0.016735687160365838,0.5526607818411098,0.009307135470527405,0.011061946902654867,0.011061946902654867,0.007766990291262136,1.0607724503917135,0.47912242153636353,0.24083053304403665,1086.7989482879639
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.6666666666666666,0.6191607284243864,0.3236868398456532,0.7073062372684062,0.2012939612246139,0.1895950657012604,0.1895950657012604,0.18181881679122724,0.37990590440097155,0.10849498291930729,0.052081564752498956,1717.6850321292877
0,2,150,tanh,1000,0.13080984530199322,4,100,leaky_relu,3,0.06326821981762876,0.0001,0.0001,1024,20,100,100,0.6597366597366597,0.6049879324215608,0.30824487224761876,0.7004539722572509,0.18688137095582807,0.18318781867709713,0.1564092249932958,0.18318781867709713,0.3080949718224515,0.04951335382855298,0.03162552150835415,1810.671141386032
0,2,100,leaky_relu,1000,0.024844434507833607,3,100,tanh,4,0.19335558926719937,0.0002,0.0001,1024,9,100,100,0.6354816354816355,0.5303571428571429,0.25348782692670574,0.6867251915801726,0.1286531158482007,0.15593993027621345,0.15593993027621345,0.08667318572326604,0.35454515150397725,0.06637116921393461,0.060147428229998155,1732.928659439087
0,2,100,leaky_relu,1000,0.04257550588373096,2,100,leaky_relu,4,0.07869049344003494,0.0001,0.0001,1024,4,100,100,0.6562716562716563,0.608214849921011,0.3027815394864017,0.6975177029779804,0.1197522442275773,0.11095467953875038,0.11095467953875038,0.09959488719703849,0.3304820198936033,0.10659363251822371,0.03870664817413575,1703.2254705429077
0,3,50,leaky_relu,1000,0.11309446114240626,4,150,tanh,5,0.19756069786422673,0.0002,0.0001,1024,20,100,100,0.6493416493416494,0.6246290801186943,0.2970747135271552,0.6920719759433506,0.24217018762003245,0.24870385268615353,0.24870385268615353,0.2110707550464483,0.3865618692665983,0.0935645654579117,0.04812756734842871,2661.967702627182
0,2,100,elu,1000,0.04823759905941273,2,100,leaky_relu,3,0.15218227967046344,0.0001,0.001,512,11,100,100,0.6493416493416494,0.5919354838709677,0.2868137315005278,0.6874604714327287,0.16496919346849392,0.1873379815857692,0.1873379815857692,0.12283299573933085,0.3150483580209306,0.08360805755090564,0.03574436576415341,2765.3039243221283
0,3,100,leaky_relu,1000,0.11461648882399089,3,100,tanh,4,0.08572537342875751,0.0002,0.0001,1024,8,100,100,0.6417186417186417,0.5758818703855619,0.26988718709579784,0.6750305558250074,0.09309308004484113,0.08657370161794942,0.08657370161794942,0.07435216875043651,0.4168447845039116,0.15608214461778144,0.05828609293199823,1733.7662785053253
0,1,150,leaky_relu,1000,0.052115369309543615,4,150,relu,2,0.15462618695489605,0.0002,0.0001,1024,17,100,100,0.6562716562716563,0.6231003039513677,0.3073393159249119,0.7050994276845476,0.18086345189575315,0.18079020291409664,0.18079020291409664,0.15367744639240066,0.3280860937633864,0.08791236750542122,0.03638685710053006,1099.4515154361725
0,2,50,leaky_relu,1000,0.1387811382832167,1,100,elu,5,0.1760594014927538,0.0001,0.001,512,12,100,100,0.6458766458766458,0.5941223193010325,0.2811062979977633,0.6930701328935881,0.15953785857672959,0.15924734066326984,0.15924734066326984,0.13505622686316968,0.3223664704075819,0.09621277662059845,0.040425732526270096,3825.4743123054504
0,3,100,tanh,1000,0.05969489308796102,3,100,tanh,3,0.09316487837121867,0.0001,0.0001,512,12,100,100,0.6424116424116424,0.5392857142857143,0.2683484737994554,0.6797604035308953,0.11611324985009513,0.12342451059265214,0.12342451059265214,0.08804218760913599,0.37683781771794556,0.10520746911548266,0.052291028994416955,2663.4379467964172
0,1,150,elu,1000,0.10142547653432647,2,150,leaky_relu,4,0.0625260537145782,0.0002,0.001,1024,16,100,100,0.6562716562716563,0.5947712418300654,0.30006722296022553,0.6940226986128626,0.10453364386085356,0.09205140741775514,0.08628318584070793,0.09205140741775514,0.3266437467933857,0.06962709244201419,0.03780396907332436,1710.67236661911
