,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0002,3,0.001,1024,500,200,tanh,0.014207211639577388,1,50,tanh,0.15983171284334474,100,100,0.8457365134609479,0.6339567646344425,0.5464975966209137,0.8930568836239039,0.20058548196656137,0.22324541130511277,0.22324541130511277,0.08800363001525277,1.3832527827081338,0.34216735284446803,0.0642751566166775,2127.979227781296
0,1000,0.0002,4,0.001,512,150,400,tanh,0.12241914454448428,4,500,tanh,0.012045094325853968,100,100,0.8478861705394616,0.6350687622789783,0.5512116777168701,0.8952828854672321,0.1667676315308939,0.09180670076192465,0.09180670076192465,0.06828163296548129,1.5633141833252082,0.4730456584904038,0.11147109854923629,4062.704627275467
0,1000,0.0002,1,0.001,512,500,100,relu,0.09326215457126126,2,100,leaky_relu,0.07374503413219283,100,100,0.8467601596888116,0.6100547017452461,0.5399394711795034,0.8970597718271104,0.1694519354883548,0.20161182101480607,0.20161182101480607,0.06275196172762482,1.4030836778402043,0.3673860017775209,0.08726585697553138,3960.267042160034
0,1000,0.001,1,0.0001,512,400,50,relu,0.0635966358787952,3,50,elu,0.018788102151688336,100,100,0.8435868563824342,0.5746102449888641,0.5247525276365599,0.8958769177729169,0.1258285926021554,0.10778922569967347,0.10778922569967347,0.03571495479571185,1.506884781175175,0.4091475026446415,0.15449102703476567,4052.063404083252
0,1000,0.0002,4,0.001,512,300,50,elu,0.14703880442451897,5,150,leaky_relu,0.19054980230339702,100,100,0.8292558091923431,0.6149584487534626,0.5087567526043677,0.8659511621672785,0.22864476495512895,0.2367319247916263,0.2367319247916263,0.12344949937798366,1.6575904215717383,0.49806132936037845,0.15948042135715612,3990.150045633316
0,1000,0.0002,2,0.0001,512,450,350,relu,0.08477100971163594,4,50,leaky_relu,0.08575374018915323,100,100,0.8293581738151294,0.5286966355668645,0.4736302078623869,0.8841763669392969,0.117461028324048,0.08721427825905442,0.08721427825905442,0.0403569270305914,1.546256382183088,0.4271179030398967,0.12205574096505253,1958.5470652580261
0,1000,0.001,3,0.001,512,450,200,leaky_relu,0.020045377462460226,5,400,elu,0.12311191285676884,100,100,0.8451223257242297,0.662803655003343,0.5633294479292394,0.8974956737981633,0.260131569451926,0.3037007768351052,0.3037007768351052,0.13481547231299004,1.533480022920197,0.46935180053026576,0.1549606511228764,2003.1027631759644
0,1000,0.0002,3,0.0001,512,400,450,elu,0.14599811248481162,1,300,tanh,0.044784937612076026,100,100,0.8429726686457161,0.5836047774158524,0.5238831274718041,0.890251416004897,0.14819576120843278,0.1606289233154905,0.1606289233154905,0.051549397593493806,1.5962235811641254,0.47566684864056374,0.21472110464558897,1843.6666083335876
0,1000,0.0002,1,0.001,512,500,350,relu,0.07964421244321838,2,100,elu,0.05087129635407859,100,100,0.846043607329307,0.647610121836926,0.5543545572159413,0.8891481596887807,0.19565653057497895,0.14671597059656766,0.14671597059656766,0.08884858427340547,1.5365966882731648,0.4897903609741275,0.13024972633171653,1726.0427978038788
0,1000,0.0002,4,0.0001,1024,350,250,relu,0.13261564062002015,2,50,elu,0.1662096910472381,100,100,0.8502405568635479,0.6478941034897714,0.5617200069623457,0.8955967567649727,0.191485791515981,0.1670642790045775,0.1670642790045775,0.08166433201854373,1.3469757954083512,0.32848117996405046,0.05608342605795859,1044.973042011261
