,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0002,3,0.001,1024,500,200,tanh,0.014207211639577388,1,50,tanh,0.15983171284334474,100,100,0.8925135463894726,0.9418938307030129,0.3033376576162438,0.8747186063661425,0.08100685078758563,0.07276149942707477,0.03749900486058366,0.07276149942707477,1.2914406880863734,0.3569741081442947,0.04573469159442262,555.7479321956635
0,1000,0.0002,4,0.001,512,150,400,tanh,0.12241914454448428,4,500,tanh,0.012045094325853968,100,100,0.8987061815769103,0.9448126280274732,0.38103481424638186,0.8890149654420565,0.23409391629671827,0.32954111420308835,0.13000142726301878,0.32954111420308835,1.3078209685832318,0.31430328982727646,0.04348784820282571,1003.0349204540253
0,1000,0.0002,1,0.001,512,500,100,relu,0.09326215457126126,2,100,leaky_relu,0.07374503413219283,100,100,0.8882008183125069,0.9399394047406879,0.2325629219611623,0.8598711785921854,0.1474559441830363,0.23989196267801594,0.08478265079320679,0.23989196267801594,1.3251039684484833,0.32581024430434646,0.05292830924319628,879.0932540893555
0,1000,0.001,1,0.0001,512,400,50,relu,0.0635966358787952,3,50,elu,0.018788102151688336,100,100,0.8899701426517749,0.9405721794182643,0.2769909169774524,0.8551269334160341,0.1028114603857807,0.15174332951383207,0.04270098409426526,0.15174332951383207,1.3379351031490785,0.3796946655117063,0.05021707517697876,898.4799132347107
0,1000,0.0002,4,0.001,512,300,50,elu,0.14703880442451897,5,150,leaky_relu,0.19054980230339702,100,100,0.8919606325334513,0.9409132143937103,0.3475113228770463,0.8216940316969553,0.2948383050118687,0.3572870628035139,0.20776861412760883,0.3572870628035139,1.309490985681898,0.3214647148858689,0.04641565856625623,1013.0657591819763
0,1000,0.0002,2,0.0001,512,450,350,relu,0.08477100971163594,4,50,leaky_relu,0.08575374018915323,100,100,0.8894172287957536,0.9375468398700975,0.45553486295625784,0.8957198812044795,0.23941563291658263,0.18588694276204504,0.13757524509118346,0.18588694276204504,1.3598906092000533,0.3726004461446287,0.05993781623470573,944.6942362785339
0,1000,0.001,3,0.001,512,450,200,leaky_relu,0.020045377462460226,5,400,elu,0.12311191285676884,100,100,0.8950569501271702,0.9427174503531116,0.3614272530345456,0.8817571462560354,0.19437574940878433,0.29457903639439076,0.08857601466566545,0.29457903639439076,1.2292588813906495,0.3000141754605514,0.042822638099552,994.0847899913788
0,1000,0.0002,3,0.0001,512,400,450,elu,0.14599811248481162,1,300,tanh,0.044784937612076026,100,100,0.8885325666261197,0.9402914346641393,0.220892942189256,0.8750722941053227,0.06302015341686074,0.10686418944726361,0.022334873199514882,0.10686418944726361,1.3680394352209806,0.3510626629842001,0.051244355233450785,914.0938677787781
0,1000,0.0002,1,0.001,512,500,350,relu,0.07964421244321838,2,100,elu,0.05087129635407859,100,100,0.8907442220502045,0.9412184673964779,0.26632400191259925,0.8678873312792298,0.13048944012376185,0.21304632509412336,0.06460696117055642,0.21304632509412336,1.2770909581477485,0.32176882144458807,0.0425755028613844,884.7477660179138
0,1000,0.0002,4,0.0001,1024,350,250,relu,0.13261564062002015,2,50,elu,0.1662096910472381,100,100,0.8993696782041358,0.944995164410058,0.3964823983184087,0.8839323021781151,0.13555472318695705,0.1300130954329678,0.06099110865344548,0.1300130954329678,1.1962233936172517,0.2917629286804685,0.027668809942910638,595.7461800575256
0,1000,0.0001,2,0.0001,1024,200,500,leaky_relu,0.191211862270095,4,250,relu,0.10794596450326523,100,100,0.8969368572376424,0.9434191355026712,0.39522825997050604,0.8687469889786261,0.1671822672981832,0.15977792328258844,0.08918421518823016,0.15977792328258844,1.429412401875624,0.46348656231452884,0.06631509357443369,566.9036364555359
0,1000,0.0001,5,0.0001,1024,300,300,relu,0.06101248572176822,3,200,leaky_relu,0.13988750966752075,100,100,0.8966051089240297,0.9424933882772618,0.4391343997603783,0.8992916183818194,0.20028524631584554,0.15057019697713753,0.11509800419859173,0.15057019697713753,1.148760304587565,0.26912041182144697,0.026453240905045812,741.6035234928131
