,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0002,3,0.001,1024,500,200,tanh,0.014207211639577388,1,50,tanh,0.15983171284334474,100,100,0.8234210256935203,0.6816755859014578,0.5729853276777203,0.9040822210952832,0.32057581653742373,0.20605367033651648,0.1930909545227386,0.20605367033651648,1.4550594568104205,0.4201617398622,0.12335067831992484,2199.6481075286865
0,1000,0.0002,4,0.001,512,150,400,tanh,0.12241914454448428,4,500,tanh,0.012045094325853968,100,100,0.8432797625140751,0.5907511360598771,0.5260768174857812,0.8985411533836034,0.14207543173949463,0.10382755051045905,0.10382755051045905,0.04964274936970087,1.5161060782466713,0.45092055121638425,0.133311749153985,4465.651597499847
0,1000,0.0002,1,0.001,512,500,100,relu,0.09326215457126126,2,100,leaky_relu,0.07374503413219283,100,100,0.8508547446002661,0.6450669914738124,0.5615684074753521,0.8979282076189976,0.1964412809705606,0.22370064967516246,0.22370064967516246,0.07827451352587877,1.555912228317774,0.45581855878467953,0.12291801227992405,4134.488522768021
0,1000,0.001,1,0.0001,512,400,50,relu,0.0635966358787952,3,50,elu,0.018788102151688336,100,100,0.8349882280683796,0.5389016018306636,0.4932583111286097,0.8966259425638842,0.11009220023106786,0.06755550796030557,0.06755550796030557,0.03096800806004147,1.5625967277513662,0.553661180596109,0.1154923984410695,3760.6885125637054
0,1000,0.0002,4,0.001,512,300,50,elu,0.14703880442451897,5,150,leaky_relu,0.19054980230339702,100,100,0.8410277408127751,0.613200498132005,0.5277501264584312,0.8911652498557165,0.15910458372805847,0.08684943242664384,0.08684943242664384,0.06480704085506526,1.569270507241821,0.38078426602735427,0.13778245644317594,4111.598277807236
0,1000,0.0002,2,0.0001,512,450,350,relu,0.08477100971163594,4,50,leaky_relu,0.08575374018915323,100,100,0.8333503941037977,0.6082771896053898,0.5109080151876229,0.8880482715228829,0.20887063225987001,0.23542692939244658,0.23542692939244658,0.10165824645426315,1.578317795934401,0.4741933552118166,0.14410862288340348,3593.6950340270996
0,1000,0.001,3,0.001,512,450,200,leaky_relu,0.020045377462460226,5,400,elu,0.12311191285676884,100,100,0.8446105026102979,0.6684141546526867,0.5672145343598272,0.9017124827216773,0.26657826714241684,0.3023175912043978,0.3023175912043978,0.13837134596851913,1.4569295250681635,0.42366553262417417,0.1080512390954695,4035.9226927757263
0,1000,0.0002,3,0.0001,512,400,450,elu,0.14599811248481162,1,300,tanh,0.044784937612076026,100,100,0.8116490940730884,0.6732954545454546,0.5622061272874823,0.8955188574958097,0.3342654992256769,0.2196647246639216,0.21410277004354972,0.2196647246639216,1.66947041268622,0.5858562531480432,0.2075734831674504,3657.8461956977844
0,1000,0.0002,1,0.001,512,500,350,relu,0.07964421244321838,2,100,elu,0.05087129635407859,100,100,0.8470672535571706,0.6370262390670554,0.5504961185415886,0.8999179207700524,0.19073719530527616,0.15811290783179838,0.15811290783179838,0.08414006755638623,1.5260014211756658,0.45964489402919323,0.1186972711764617,3820.202912092209
0,1000,0.0002,4,0.0001,1024,350,250,relu,0.13261564062002015,2,50,elu,0.1662096910472381,100,100,0.8436892210052206,0.617005267118134,0.5349400686792007,0.8973470145867966,0.16266670637554387,0.12458502891411433,0.12458502891411433,0.06223534737026546,1.4030671029318373,0.35472042140147547,0.06589713784622221,2060.3803839683533
0,1000,0.0001,5,0.001,1024,150,150,tanh,0.191211862270095,1,250,relu,0.13759781246904454,100,100,0.8490121813901116,0.6348105966823471,0.5534256803664418,0.9048879286877963,0.18263809707496848,0.18185550082101803,0.18185550082101803,0.07184375882175432,1.592275369200713,0.5344162988578377,0.13108621709206242,2023.7203452587128
0,1000,0.001,3,0.001,1024,250,200,leaky_relu,0.011760288704959687,5,450,tanh,0.13504040358672303,100,100,0.8370355205241069,0.5731903485254691,0.5049042300883273,0.8936851156087336,0.12792191154753058,0.04725114135249053,0.04064931819804385,0.04725114135249053,1.7069452262853222,0.6734795157228636,0.24301771764268948,2452.586920261383
0,1000,0.001,2,0.001,1024,50,250,leaky_relu,0.008853567283001126,4,350,relu,0.12332175185459601,100,100,0.8384686252431159,0.6122850122850123,0.5222394966029849,0.8878948623560794,0.1513653708336406,0.06516295301229448,0.024826872278146728,0.06516295301229448,1.578857449115138,0.44279942790763127,0.1753425274426786,2188.867714881897
0,1000,0.0001,2,0.001,1024,500,150,leaky_relu,0.04354563287191797,3,400,tanh,0.16887665691413006,100,100,0.8469648889343843,0.6700507614213198,0.5710416978888465,0.8992022608175773,0.2459872761412048,0.2233258370814593,0.2233258370814593,0.1261200586007846,1.680838121500413,0.5986920688874339,0.17062499368441317,2182.9092738628387
0,1000,0.0001,2,0.001,1024,500,150,tanh,0.04506138666865441,3,200,tanh,0.1932352744518388,100,100,0.8449175964786569,0.6192510681075647,0.5384890316657293,0.8978075875385121,0.15959418472947853,0.10472888555722137,0.10472888555722137,0.06115726815212842,1.4496262853305812,0.41251884639958575,0.0902037301539908,2182.6972093582153
0,1000,0.0001,2,0.001,1024,250,300,leaky_relu,0.04439124419124952,1,350,tanh,0.1619633797963397,100,100,0.8449175964786569,0.6485734168406402,0.5532077574161853,0.8964287186566274,0.17950331758214538,0.0780360219606927,0.07645730706075538,0.0780360219606927,1.778395517044896,0.7897875726240217,0.19273766402343204,2160.237854719162
0,1000,0.0001,2,0.001,1024,400,150,tanh,0.04179114974411666,2,250,tanh,0.162823495579688,100,100,0.8511618384686253,0.6556134533396495,0.5673458875237095,0.9024260699663256,0.20189260072345794,0.18764278574998217,0.18764278574998217,0.08634124735955767,1.4683544324486744,0.4056199644023152,0.09675097950032467,2136.5096349716187
0,1000,0.0001,5,0.001,1024,300,500,leaky_relu,0.00035684955779769455,3,500,tanh,0.17710331164319035,100,100,0.8498310983724024,0.6467613773176017,0.5604032746513388,0.9068978219525553,0.19501880498970406,0.17062897122867143,0.17062897122867143,0.08411390649183775,1.6712113777965458,0.5288897461898644,0.2510824285643009,2575.596698284149
0,1000,0.0001,3,0.0001,1024,450,200,tanh,0.028065026080544342,3,400,tanh,0.11195214353254646,100,100,0.8526973078104207,0.6688147295742233,0.5775327663333278,0.9048354488771221,0.1976413872390796,0.12827514814021568,0.12827514814021568,0.08526742691937039,1.504494357671994,0.4345794914290253,0.09527150097315763,2128.541037797928
0,1000,0.0001,4,0.0001,1024,350,300,tanh,0.06362352977047889,1,200,relu,0.10331030642268561,100,100,0.8451223257242297,0.6631039857492763,0.5635576644090158,0.9057174724203192,0.21815593865167565,0.12193456843007067,0.12193456843007067,0.11125631515930264,1.3822920368665137,0.35355291489403484,0.06401390808483495,2185.8513498306274
