,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.8983744332632976,0.9445282791090722,0.3848899957343518,0.8883590806486169,0.14191248626225106,0.13173025967143615,0.0639892501590259,0.13173025967143615,1.3056503282924066,0.3274065247015203,0.05510578428456693,4781.452695608139
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.8943934534999447,0.9420755746952144,0.37529919441317794,0.8652812515905887,0.18410203138479697,0.1910572337042925,0.09589066632578835,0.1910572337042925,1.1411799144080546,0.23471757452669328,0.017053321255009087,2130.112313270569
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.8956098639831914,0.9429400386847195,0.37049594775661876,0.8780722479412604,0.1949106572996775,0.20294117647058818,0.11249174435344211,0.20294117647058818,1.2074155227445407,0.27606432201505526,0.032349063640176264,2347.748189687729
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.8943934534999447,0.9427629607431826,0.3293581638867535,0.8710914131292959,0.1371826859426274,0.18339957604663493,0.0572036413107988,0.18339957604663493,1.3322329143228915,0.34404548196012286,0.054569221204463884,1751.1278896331787
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.8959416122968041,0.9431591664149803,0.37034623729729615,0.8719123048532634,0.1631960174328556,0.20744568097509264,0.06480226014493418,0.20744568097509264,1.304059624393367,0.3304807748096529,0.04589516450255861,2759.57399725914
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.898595598805706,0.9446890644791603,0.3840314460001902,0.8856778363969304,0.12681727208566962,0.11633545310015903,0.04971611228288031,0.11633545310015903,1.2249176324454643,0.2946335816910207,0.03663245335629352,3990.008696079254
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.8947252018135574,0.9429119692971936,0.3340884081824669,0.8876823628424277,0.13819023491835813,0.19065977742448326,0.05377317287704342,0.19065977742448326,1.221065497403358,0.28489742886327885,0.03437149861863593,4496.94569849968
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.8938405396439235,0.9423561907049357,0.33217206516867764,0.8677613862476075,0.14592466170579388,0.19679385267620553,0.06092362804089324,0.19679385267620553,1.274185712216583,0.2908885390936433,0.040103633230463585,3607.850632429123
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.8465111135685061,0.9138957816377171,0.20922259523305767,0.693111079019854,0.14726068487782362,0.13710916799152084,0.09214709203409999,0.13710916799152084,1.6760163793727991,0.6101229619973194,0.10459765045041738,1487.159399986267
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.8954992812119872,0.9431442151495096,0.3524497685631092,0.8754793664396736,0.16268323271529994,0.17677530471648129,0.0870864187385676,0.17677530471648129,1.3202723625418655,0.3099242644880895,0.05004087778068213,2040.9721450805664
0,3,150,tanh,1000,0.12337331521789743,4,100,leaky_relu,5,0.08218871732805322,0.001,0.0001,1024,7,100,100,0.8972686055512551,0.9441001263613936,0.3661410024807623,0.8906115909674686,0.16863705563029874,0.18766560678325384,0.08800252919531415,0.18766560678325384,1.2695099996060002,0.2878603099751348,0.04582198667651464,3024.042730808258
0,3,150,tanh,1000,0.11853877783565758,4,100,leaky_relu,5,0.06848511782076874,0.0001,0.001,512,10,100,100,0.8964945261528254,0.9436619718309859,0.3614196966474862,0.8701733993203229,0.10410487816116498,0.08366454689984093,0.03861169699570555,0.08366454689984093,1.27567130506579,0.3019247491614002,0.049624475016817805,4690.916643381119
0,2,150,tanh,1000,0.03375592315902951,4,100,leaky_relu,4,0.009515722677454236,0.0001,0.001,512,10,100,100,0.899037929890523,0.9449834287435974,0.3840471357213372,0.8960778894264174,0.13900708637457104,0.1160837307896132,0.06925193950627428,0.1160837307896132,1.1874462676853188,0.23960070997868244,0.03148957669682652,3955.513384103775
0,3,100,tanh,1000,0.02431399404274845,3,150,leaky_relu,3,0.0033957445138782794,0.001,0.001,512,2,100,100,0.899037929890523,0.9449900584442972,0.3836554517227343,0.8806839501759561,0.24444296935198884,0.34848966613672494,0.12406410642707788,0.34848966613672494,1.289670358324868,0.3144526931884592,0.04582441281248416,2942.568549633026
0,2,150,tanh,1000,0.04143447784777261,4,100,leaky_relu,5,0.0009367099117703788,0.0001,0.001,512,10,100,100,0.8976003538648678,0.9441899710703954,0.37419624922619943,0.8910456515228813,0.15722029623810363,0.17778219395866446,0.07124280579371389,0.17778219395866446,1.1658340977337267,0.24606202253566103,0.0277516677637833,4647.5238292217255
0,4,100,tanh,1000,0.0009124967798971456,3,100,leaky_relu,4,0.07813461106397608,0.001,0.001,512,7,100,100,0.8901913081941834,0.9404283400323955,0.29955012584746465,0.872191952538609,0.18687604159395754,0.23082935877053523,0.11442706573777328,0.23082935877053523,1.2288134636039951,0.28038671332942106,0.03719344606908973,3997.039943218231
