,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.68,0.3469387755102041,0.1557503653445472,0.7401190476190476,0.051893408134642355,0.07,0.01674641148325362,0.07,2.986117022770185,2.1109479230904933,0.023005908843324985,447.21990180015564
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.635,0.3047619047619048,0.06532181680580171,0.535595238095238,0.11804581580177653,0.22488038277511965,0.22488038277511965,0.06,3.2555905373264644,2.48826416333486,0.0419394272576179,302.39233446121216
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.655,0.34285714285714286,0.11757927025044307,0.48404761904761906,0.06895745675549322,0.095,0.0430622009569378,0.095,3.2560110108066223,2.5289470633234368,0.03084252661327902,198.68192338943481
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.585,0.1941747572815534,-0.07702013872848744,0.4141666666666667,0.015661524076671346,0.02392344497607657,0.02392344497607657,0.01999999999999999,3.2954517440803537,2.477797363288146,0.0434766373521529,142.17893028259277
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.71,0.43137254901960786,0.2518053873501101,0.6767857142857143,0.00046750818139315586,0.14832535885167464,0.14832535885167464,0.044999999999999984,2.979414421181626,2.022949759839436,0.019589239319136365,241.378653049469
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.68,0.36,0.1636634176769943,0.6642857142857143,0.03740065451145394,0.06,0.0430622009569378,0.06,3.002862882417587,2.099667544990399,0.021712889749728514,317.8081359863281
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.745,0.5405405405405406,0.3679844484260963,0.7747619047619048,0.1446937821411875,0.245,0.14354066985645936,0.245,2.97425532388487,2.0318221089229436,0.021173070900406987,451.4077105522156
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.64,0.2,0.0,0.5428571428571428,0.06311360448807854,0.07,0.05023923444976078,0.07,3.0724407260177977,2.277064777772474,0.022959354480569516,312.60084676742554
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.585,0.366412213740458,0.061564461812107174,0.4845238095238095,0.21061243571762503,0.34449760765550236,0.34449760765550236,0.155,3.675879104090988,2.7984415899720725,0.3470268649172312,198.12531733512878
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.54,0.43902439024390244,0.10482848367219184,0.5597619047619048,0.04114071996259927,0.1291866028708133,0.1291866028708133,0.015000000000000013,3.109481582941058,2.2407887236108968,0.024665164910149695,295.904816865921
0,3,100,elu,1000,0.14063305180452942,3,100,relu,5,0.07769004195598202,0.001,0.0001,1024,20,100,100,0.69,0.3673469387755102,0.18356293058464493,0.6785714285714285,0.19214586255259467,0.24401913875598086,0.24401913875598086,0.15,3.0017202004505337,2.1010952989174436,0.02093150843870184,376.4237587451935
0,3,100,elu,1000,0.1758773435870699,3,100,relu,3,0.09748847890225965,0.001,0.0001,512,20,100,100,0.715,0.45714285714285713,0.2743516305843672,0.7173809523809523,0.11804581580177653,0.15789473684210525,0.15789473684210525,0.07,2.952130312669326,2.1563382350328673,0.019702171186351425,269.78806042671204
0,3,100,elu,1000,0.14020083691284138,3,100,relu,3,0.08632295260501384,0.001,0.0001,512,20,100,100,0.7,0.2857142857142857,0.16116459280507606,0.7123809523809523,0.15334268349696117,0.195,0.0430622009569378,0.195,2.955607123579328,2.073890089257289,0.020430855770798395,268.76658296585083
0,3,50,elu,1000,0.1965939474171719,3,100,relu,2,0.19116504497558323,0.001,0.0001,512,10,100,100,0.695,0.41904761904761906,0.22209417713972582,0.7209523809523809,0.14142122487143524,0.15500000000000003,0.06698564593301437,0.15500000000000003,2.9763857420879103,2.0673300052571952,0.023024078273125692,205.90282273292542
