,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.6555786555786556,0.6237698713096139,0.3064776191767454,0.6999088175380735,0.19042410510827246,0.21101070764019658,0.21101070764019658,0.14842494936089962,0.33715992406928824,0.09309381723135253,0.03391699359577386,1413.700804233551
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.6036036036036037,0.6082191780821918,0.22212530798775987,0.6583771461829468,0.30926338268421943,0.35438834973091626,0.35438834973091626,0.25649228190263323,0.4548455115765332,0.16461082275330188,0.08096931488342858,1972.9607346057892
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.6638946638946639,0.6328538985616957,0.3232330037089825,0.7143592977010379,0.1215281846947146,0.19534479492807721,0.19534479492807721,0.03707480617447789,0.36128739445410296,0.12478968531395669,0.03799468952368379,2384.128787755966
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.5925155925155925,0.5695461200585652,0.18519270451946682,0.6302822776214958,0.32156204018386136,0.37728554078596976,0.37728554078596976,0.2638471746874345,0.3913037522143643,0.05116728181542855,0.049787494884512284,2013.214546918869
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.6521136521136521,0.6028481012658228,0.2941775558267254,0.7139315161509361,0.26607810200919313,0.3233350789423838,0.3233350789423838,0.1976391702172243,0.34440388456989846,0.11115502626770611,0.03561695146193836,3146.879850625992
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.638946638946639,0.6210909090909091,0.27975435502175466,0.6880347269376275,0.08034819068453197,0.08493687951954898,0.08493687951954898,0.05244813857651742,0.3443268590058151,0.12496431771773611,0.03605489630638322,3961.5495796203613
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.6437976437976438,0.61698956780924,0.28518452423612645,0.6958385876418662,0.08376629295415189,0.12853625110029077,0.12853625110029077,0.024690926870154395,0.35135264122415044,0.11081001585729004,0.03370573262181716,3954.9294395446777
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.6396396396396397,0.6481732070365359,0.29863239473853137,0.7049083325249783,0.06797140513301303,0.07711506534891754,0.07711506534891754,0.0351609974156597,0.42365877009489095,0.20394628851236818,0.050367828965060944,680.3973207473755
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.6167706167706167,0.3835005574136009,0.2246077627822113,0.6621078669124066,0.1053752099691394,0.17134452751562693,0.17134452751562693,0.0403925403366627,0.7596275467581819,0.25524673208182574,0.18813762786269925,1088.5365116596222
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.656964656964657,0.611764705882353,0.304901742776926,0.7011067998835968,0.15219995572743727,0.1767150608920433,0.1767150608920433,0.10736187748830059,0.4513197847503398,0.20388121716009783,0.0614533829164999,1722.8272776603699
