,generator_n_layers_hidden,generator_n_units_hidden,generator_nonlin,n_iter,generator_dropout,discriminator_n_layers_hidden,discriminator_n_units_hidden,discriminator_nonlin,discriminator_n_iter,discriminator_dropout,lr,weight_decay,batch_size,encoder_max_clusters,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,3,150,tanh,1000,0.0875174422525385,4,150,leaky_relu,5,0.014207211639577388,0.001,0.001,512,10,100,100,0.8414371993039206,0.6608276768119116,0.5576957500045124,0.8969940785040391,0.2570427948242315,0.2605393731705576,0.2605393731705576,0.13605822114495422,1.4381882468998441,0.36700028624240144,0.08104853863186845,17799.570362091064
0,4,50,relu,1000,0.08293238799810472,2,150,tanh,4,0.1233867993749514,0.0001,0.001,1024,14,100,100,0.8048930289691882,0.45229885057471264,0.3833849770276592,0.8551038760557568,0.1575165122747703,0.28207324908974085,0.28207324908974085,0.07523070408550653,1.9389464476910707,1.1266283119182954,0.29212499253425894,6973.157599210739
0,1,50,relu,1000,0.19767476761184524,1,50,leaky_relu,2,0.03179391672910394,0.0002,0.001,512,17,100,100,0.8196335346504248,0.4541511771995043,0.43326053454731206,0.8900635480704702,0.09906187777607597,0.1369047619047619,0.1369047619047619,0.02641598282860731,1.8867815931450616,1.4276145712943533,0.3018030890895393,7645.04257273674
0,1,150,leaky_relu,1000,0.007837558450864136,2,50,tanh,1,0.13849442387400399,0.0001,0.001,512,14,100,100,0.8219879209745112,0.5265450585352572,0.45210803555526463,0.8691111491875215,0.16213947648572655,0.22256282572999211,0.22256282572999211,0.07188452141070194,2.1633756544505287,1.5016934748742035,0.3643221945752743,5858.311886072159
0,1,150,relu,1000,0.16578800584347264,1,150,relu,3,0.11840838625436781,0.001,0.001,512,17,100,100,0.8277203398505476,0.5997621878715814,0.49674081790699925,0.8843163035052252,0.22330268186193036,0.27911490683229817,0.27911490683229817,0.11427274674142648,1.819776830611839,1.0629246558988654,0.2677499305514671,9505.065507888794
0,2,150,leaky_relu,1000,0.10026487638534046,4,100,leaky_relu,4,0.05801552144208882,0.0001,0.001,512,14,100,100,0.8289487153239841,0.5083848190644307,0.4701752995171213,0.8901737758242123,0.11139857501857808,0.11894945384450634,0.11894945384450634,0.03185870104838945,1.1987014159347895,0.20830685860762127,0.016513288024408664,12716.626610279083
0,3,100,elu,1000,0.16123879780921715,3,50,relu,5,0.032498586935274965,0.001,0.0001,512,15,100,100,0.7993653393387246,0.3049645390070922,0.3480461393951332,0.8835730074483907,0.05781447067121239,0.1106143356892982,0.1106143356892982,0.00887894362838147,1.6628637763237637,0.5345175275244155,0.2005371234261713,8343.010700702667
0,2,150,leaky_relu,1000,0.07199561289567279,3,50,elu,4,0.044784937612076026,0.0002,0.001,512,6,100,100,0.8423584809089979,0.6163428001993024,0.5318449571879761,0.8907021723820434,0.16310766400239007,0.107227636181909,0.107227636181909,0.06552190715377353,1.4465284968271737,0.35114479969425355,0.0992728273306111,6215.651923656464
0,4,100,relu,1000,0.07964421244321838,1,50,elu,2,0.011605832064775124,0.001,0.0001,1024,14,100,100,0.761080970416624,0.004266211604095563,0.029819174166139675,0.7587513466843352,0.0010721396844846072,0.0024987506246876563,0.0024987506246876563,0.00044169611307420494,2.373722092240756,1.5266118565497844,0.833187737098304,2861.4156386852264
0,2,100,leaky_relu,1000,0.05266447534743013,1,150,tanh,4,0.17453013108947907,0.0002,0.0001,1024,15,100,100,0.8155389497389702,0.488358886996025,0.4237171322020781,0.8715095600194005,0.156560473783632,0.26641589919326053,0.26641589919326053,0.06781921365923936,2.057369834132661,1.4852372739120383,0.3419588477257475,4263.188244819641
0,3,150,tanh,1000,0.12337331521789743,4,100,leaky_relu,5,0.08218871732805322,0.001,0.0001,1024,7,100,100,0.8285392568328386,0.6594836348851393,0.5464963585955785,0.8891010631609347,0.2638520163600574,0.19535321624901836,0.19535321624901836,0.15097246152498323,1.6035558343754448,0.48640588756232656,0.1264273556813733,5514.328666448593
0,3,150,tanh,1000,0.12441932464649502,4,100,leaky_relu,5,0.07823864829154795,0.001,0.0001,1024,8,100,100,0.8319172893847886,0.6278331822302811,0.521305013899607,0.8826901778521495,0.2351497781030124,0.2263778824873277,0.2263778824873277,0.12695112869783606,1.4814301109725332,0.39615784380870483,0.10214115680047055,5546.0695514678955
0,3,150,tanh,1000,0.12145294620651137,4,100,leaky_relu,5,0.08632295260501384,0.001,0.0001,1024,3,100,100,0.8284368922100522,0.6535758577924762,0.5402845513389879,0.8880530214783198,0.25652568124360636,0.2061469265367316,0.2061469265367316,0.1432689406107331,1.410474974401683,0.28896219126937595,0.07697692168537114,5412.769961118698
0,3,100,tanh,1000,0.02431399404274845,3,150,leaky_relu,5,0.0033957445138782794,0.001,0.0001,1024,10,100,100,0.8357047804278841,0.6139042578782776,0.5180476577920988,0.890259102296422,0.20717657592242777,0.26575551509959305,0.26575551509959305,0.09301171042256812,1.4992854021633566,0.3670288921060389,0.13121147755314153,4964.77534031868
0,4,150,tanh,1000,0.12804655165373924,4,100,leaky_relu,3,0.17001180215478123,0.001,0.001,512,5,100,100,0.8346811342000204,0.6001485516216886,0.5091433837560104,0.8830935210377542,0.20111028857008334,0.2546271507103591,0.2546271507103591,0.09238992884190443,1.5988883060660044,0.55817450808502,0.1526107078971944,6124.3708319664
0,3,100,tanh,1000,0.0518704433449171,3,100,leaky_relu,5,0.06517168275221429,0.001,0.0001,1024,10,100,100,0.8288463507011977,0.6736924277907884,0.5628840653492595,0.8932863784405223,0.26477127686730995,0.16390465481544947,0.16390465481544947,0.14953968694331687,1.574162913644891,0.46951232975055956,0.13891487904959002,5293.260112047195
0,2,50,elu,1000,0.04344040306082947,3,150,leaky_relu,4,0.06007690495445927,0.001,0.0001,1024,11,100,100,0.8396970007165524,0.6471383506083822,0.5450986010315069,0.8921964219996287,0.22065981972169751,0.19625008924109372,0.19625008924109372,0.10786511111760066,1.3129574525025096,0.2502685330528642,0.03785760506970919,4800.654341220856
0,4,100,tanh,1000,0.0382895998052909,2,100,elu,3,0.020237084720989222,0.001,0.001,512,9,100,100,0.8281297983416931,0.5507091249665507,0.47531199673274754,0.8708223997995461,0.15531692411255388,0.17360069965017488,0.17360069965017488,0.06497860876675524,1.6228787654614893,0.4381677341230443,0.09440282314596148,6970.224540233612
0,3,100,tanh,1000,0.06329412084087958,3,150,relu,2,0.05638527450188496,0.0001,0.0001,512,20,100,100,0.8125703756781656,0.6202032773283551,0.49634943835026857,0.8741424171365957,0.302411416113106,0.3821526736631684,0.3821526736631684,0.18224588480370685,1.7326243280764826,0.6974844512994844,0.21333285428996868,5701.676273584366
0,2,50,tanh,1000,0.09762115224991876,4,100,leaky_relu,5,0.1049340769760325,0.0002,0.001,1024,11,100,100,0.8444057733647251,0.6346153846153846,0.5443759001249208,0.8922009992294133,0.2247228414916167,0.3329317484115085,0.3329317484115085,0.09752175627135473,1.4402873667768465,0.3757214476302449,0.09263103163733752,5781.031461954117
