,lr,batch_size,num_timesteps,n_iter,model_params,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,0.0002288113668475521,256,590,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 128, 'dropout': 0}",0.68,0.2558139534883721,0.10381952387250784,0.6921428571428572,0.042857142857142844,0.10683760683760683,0.041666666666666685,0.10683760683760683,2.9048877984574983,1.979395471748903,0.029962346211499735,547.9123964309692
0,0.00025533788451512354,256,178,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 128, 'dropout': 0}",0.735,0.4175824175824176,0.29244074908443535,0.7421428571428571,0.08809523809523812,0.16666666666666669,0.16666666666666669,0.0032051282051282076,2.898091075250492,1.925066199759117,0.023084760093200707,534.1574759483337
0,1.9632702887198374e-05,256,951,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 1024, 'dropout': 0}",0.695,0.0,-0.04640716829546011,0.5043452380952381,0.007142857142857143,0.009615384615384616,0.0,0.009615384615384616,3.9446779476316474,3.126650007817411,0.43606627158857414,642.3678162097931
0,0.00032827312139428744,512,714,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.73,0.49056603773584906,0.3163085323362735,0.7395238095238096,0.09999999999999998,0.18055555555555552,0.18055555555555552,0.005341880341880323,2.5604841668457174,0.46880933211210757,0.02426140000906729,382.0085048675537
0,6.0444149686946634e-05,512,495,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 128, 'dropout': 0}",0.615,0.2524271844660194,0.0026558668527064634,0.5407142857142857,0.0023809523809524002,0.05555555555555555,0.05555555555555555,0.026709401709401698,3.9753014311967916,3.2224043542040213,0.3509268006546482,366.6385552883148
0,2.4762069289032602e-05,512,224,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.63,0.3018867924528302,0.05703924353604932,0.5988095238095239,0.019047619047619035,0.02777777777777779,0.02777777777777779,0.026709401709401698,3.7989207702562786,2.90788194664184,0.4085669008365769,354.3856520652771
0,0.002627578213927961,512,135,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.705,0.40404040404040403,0.2285720921580854,0.6925,0.15,0.2777777777777778,0.2777777777777778,0.04166666666666666,2.8917087076207557,1.9569722331498367,0.027603719143270755,384.06262278556824
0,0.0002532447817066925,512,184,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.69,0.41509433962264153,0.21260081681618384,0.7297619047619047,0.004761904761904773,0.2222222222222222,0.2222222222222222,0.15598290598290598,2.6223888242053888,0.7875872350226257,0.031170575720541382,352.95556592941284
0,0.0002837028228029903,512,104,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 512, 'dropout': 0}",0.665,0.34951456310679613,0.13544920948802963,0.6136904761904762,0.06904761904761905,0.22222222222222224,0.22222222222222224,0.016025641025641024,3.8586996035387573,2.9919455055816537,0.5157293948416903,368.7229804992676
0,3.5694413775579874e-05,256,862,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.735,0.4536082474226804,0.30628250212766744,0.6832142857142858,0.05000000000000002,0.19444444444444442,0.19444444444444442,0.03205128205128206,3.0495083334350124,2.1451425027784703,0.09828556937861865,565.5933961868286
0,0.0020175193595779613,512,700,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 256, 'dropout': 0}",0.69,0.3673469387755102,0.18356293058464493,0.6716666666666667,0.08571428571428572,0.06944444444444445,0.055555555555555525,0.06944444444444445,2.318141107217477,0.27033036922856285,0.02471199196851437,349.3703546524048
0,7.274436835463716e-05,256,892,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.7,0.4444444444444444,0.24525573579398632,0.7404761904761906,0.01428571428571429,0.16666666666666669,0.16666666666666669,0.1185897435897436,2.8783673804771084,1.8006036921797168,0.09969151683264244,584.1346709728241
0,0.0006525018009404149,256,775,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.75,0.5370370370370371,0.3729930981866875,0.7811904761904762,0.18095238095238092,0.3055555555555555,0.3055555555555555,0.04166666666666666,2.1520795052387096,0.2340813627926692,0.023887155427922746,559.3796856403351
0,0.0011355716185643152,256,722,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.74,0.5,0.3371410886618741,0.7777380952380953,0.042857142857142844,0.18055555555555552,0.18055555555555552,0.0982905982905983,2.2577544140526244,0.25732972295897816,0.02040288902363363,552.2189383506775
0,0.0008743271152950662,256,467,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.75,0.5,0.3546040716334876,0.7561904761904762,0.11904761904761904,0.20833333333333331,0.20833333333333331,0.005341880341880337,1.8726587784041602,0.17415888871080276,0.01961082939648362,537.045122385025
0,0.0007496313079342783,256,373,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.75,0.4897959183673469,0.3504383220252312,0.7466666666666667,0.10952380952380952,0.16666666666666669,0.16666666666666669,0.014957264957264946,1.9648941366254988,0.2708904659823381,0.021690347785970676,532.8172175884247
0,0.0006774113336416845,256,401,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.78,0.6071428571428571,0.45769444991632735,0.7902380952380953,0.01428571428571429,0.1356837606837607,0.02777777777777779,0.1356837606837607,1.8448437817301255,0.20074106196860503,0.019346182909696363,531.6521832942963
0,1.0232576741184671e-05,256,335,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.715,0.09523809523809523,0.18850197591499637,0.5517857142857142,0.002380952380952381,0.013888888888888888,0.013888888888888888,0.0,3.841174004293114,3.0611711228769027,0.37638570129894866,492.3321943283081
0,0.0005646006787444513,256,609,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.73,0.49056603773584906,0.3163085323362735,0.7307142857142858,0.05238095238095239,0.1111111111111111,0.1111111111111111,0.04273504273504275,1.9816233977677704,0.18729829905071005,0.022683632427686895,428.14531922340393
0,0.00010744696707078923,256,814,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 1024, 'dropout': 0}",0.73,0.49056603773584906,0.3163085323362735,0.7721428571428571,0.05238095238095239,0.1111111111111111,0.1111111111111111,0.04273504273504275,2.512004061534564,0.7000132559313672,0.020397863967341223,422.7825679779053
