,n_iter,lr,decoder_n_layers_hidden,weight_decay,batch_size,n_units_embedding,decoder_n_units_hidden,decoder_nonlin,decoder_dropout,encoder_n_layers_hidden,encoder_n_units_hidden,encoder_nonlin,encoder_dropout,patience,n_iter_min,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,1000,0.0002,3,0.001,1024,500,200,tanh,0.014207211639577388,1,50,tanh,0.15983171284334474,100,100,0.6347886347886348,0.5582564962279967,0.25417375774751905,0.6636405082937239,0.27768204546320563,0.31649610775824366,0.31649610775824366,0.22308853118712274,0.49074233220667113,0.10309157277148141,0.04813253793455985,126.98180818557739
0,1000,0.0002,4,0.001,512,150,400,tanh,0.12241914454448428,4,500,tanh,0.012045094325853968,100,100,0.6410256410256411,0.5572649572649573,0.2662264676187021,0.6735832767484722,0.1493791041995673,0.1799177818595294,0.1799177818595294,0.09925770841263801,0.3480517951082508,0.10921877690936858,0.03213505214135844,179.76208353042603
0,1000,0.0002,1,0.001,512,500,100,relu,0.09326215457126126,2,100,leaky_relu,0.07374503413219283,100,100,0.6195426195426196,0.5459057071960298,0.22358247998485797,0.6595256571927443,0.1877696440592571,0.19603341205282948,0.19603341205282948,0.15889934199793354,0.36701549423557267,0.08113337743797225,0.0459464939433157,140.10121178627014
0,1000,0.001,1,0.0001,512,400,50,relu,0.0635966358787952,3,50,elu,0.018788102151688336,100,100,0.6278586278586279,0.5550952775476388,0.24061347430220922,0.6660481132990591,0.03290768911601205,0.09358873436543336,0.09358873436543336,0.03846049268584478,0.3868086747193123,0.09170790657905623,0.03750761031555102,145.92031860351562
0,1000,0.0002,4,0.001,512,300,50,elu,0.14703880442451897,5,150,leaky_relu,0.19054980230339702,100,100,0.604989604989605,0.5845481049562682,0.21108699731613018,0.655687263556116,0.028023929785639612,0.036145368669640576,0.036145368669640576,0.0009788460492686224,0.4513972932224243,0.1847722506779747,0.0736583007834802,163.38911890983582
0,1000,0.0002,2,0.0001,512,450,350,relu,0.08477100971163594,4,50,leaky_relu,0.08575374018915323,100,100,0.6742896742896742,0.6246006389776357,0.3384839888349732,0.7159763313609467,0.19986366965718422,0.19839499693868623,0.19839499693868623,0.1658056446788841,0.46845340864811497,0.15323622007901466,0.049515755812959306,149.4601833820343
0,1000,0.001,3,0.001,512,450,200,leaky_relu,0.020045377462460226,5,400,elu,0.12311191285676884,100,100,0.6507276507276507,0.582089552238806,0.2877756097256298,0.6784712387234455,0.1845815462909256,0.24333070935012685,0.24333070935012685,0.11060960356735006,0.3608457609251479,0.1065507877564909,0.03218444069361966,162.20635604858398
0,1000,0.0002,3,0.0001,512,400,450,elu,0.14599811248481162,1,300,tanh,0.044784937612076026,100,100,0.6437976437976438,0.5933544303797469,0.27727459213242817,0.6813192356193617,0.16984982492982376,0.20499868800839677,0.20499868800839677,0.11433465658817768,0.3805250952012426,0.11949928557566425,0.044654621040365626,151.6479570865631
0,1000,0.0002,1,0.001,512,500,350,relu,0.07964421244321838,2,100,elu,0.05087129635407859,100,100,0.6237006237006237,0.5652522017614091,0.23513012859705693,0.6600485013095354,0.1875113785029912,0.1769332209473055,0.1696623808274294,0.1769332209473055,0.39829640827200696,0.08484536858580108,0.04770655853249769,138.31784391403198
0,1000,0.0002,4,0.0001,1024,350,250,relu,0.13261564062002015,2,50,elu,0.1662096910472381,100,100,0.6174636174636174,0.5619047619047619,0.22338248782871925,0.6603220486953147,0.2053105325774479,0.24298084492259248,0.24298084492259248,0.15393033878949372,0.5066094512541967,0.09945778601540889,0.050653386945558765,132.3115644454956
0,1000,0.0001,2,0.0001,1024,200,500,leaky_relu,0.191211862270095,4,250,relu,0.10794596450326523,100,100,0.6618156618156619,0.6251920122887865,0.3171137706319457,0.7118954311766417,0.06971476474548138,0.07808536692031842,0.07808536692031842,0.029378976562075165,0.5498070135631853,0.15301696388195943,0.059567468719550654,125.97904419898987
0,1000,0.0001,2,0.0001,1024,150,500,leaky_relu,0.18255690420290063,4,250,relu,0.10459869803905245,100,100,0.6507276507276507,0.6164383561643836,0.29595109097588856,0.7037161703365991,0.0427556511467414,0.10200734715297821,0.10200734715297821,0.03408967317418021,0.5129328528150968,0.15302802516706712,0.05245575754172608,100.93912816047668
0,1000,0.0001,2,0.0001,1024,50,350,leaky_relu,0.19791927100332615,4,200,relu,0.12915657106156464,100,100,0.6528066528066528,0.6045777426992897,0.2958201481810234,0.6958133669609079,0.016355407276314515,0.08978193485235741,0.03824455523484649,0.08978193485235741,0.5781786076810168,0.18067287052599862,0.06783366288232884,107.4148051738739
0,1000,0.0001,2,0.0001,1024,200,450,leaky_relu,0.05303003510724539,3,350,relu,0.08108366249800977,100,100,0.6313236313236313,0.6093979441997063,0.2626579967848203,0.6774779319041614,0.1243125267262512,0.13874311204408296,0.13874311204408296,0.08549268584479852,0.4724265024141536,0.11968233865620856,0.04785934777426112,104.86435508728027
0,1000,0.0001,5,0.0001,1024,250,500,relu,0.17089238190719197,4,450,leaky_relu,0.09521183360596053,100,100,0.6424116424116424,0.6,0.2767540482864918,0.6691512270831312,0.2066441989745587,0.21781247266684156,0.21781247266684156,0.1694559247376149,0.47261429664396265,0.1294091770307195,0.056919376830979175,173.26820969581604
0,1000,0.0001,2,0.0001,1024,50,300,leaky_relu,0.11617991232643732,5,200,relu,0.13242210354099307,100,100,0.6181566181566182,0.6329113924050633,0.2595726105125433,0.6847851391987583,0.11318170463734856,0.14595906586197838,0.14595906586197838,0.06117108053727771,0.6106490162564286,0.21677569522800338,0.04811790377887171,140.0151515007019
0,1000,0.001,2,0.0001,1024,300,400,elu,0.036667124387207234,3,300,leaky_relu,0.050674090157779385,100,100,0.6562716562716563,0.6155038759689923,0.3047906453110429,0.7083509554757978,0.1760968876883539,0.19058864689932653,0.19058864689932653,0.13316384795258035,0.37527403252428676,0.11372309959199178,0.03745568650537834,134.79761862754822
0,1000,0.0001,1,0.0001,512,200,300,tanh,0.09744759506958856,4,150,leaky_relu,0.10854489868504763,100,100,0.6368676368676369,0.5711947626841244,0.26009865803395854,0.6854515471917741,0.08550495150111564,0.07537391760692735,0.07537391760692735,0.06597014519549732,0.48481086620855035,0.1281206005465543,0.04920365972741377,146.71634554862976
0,1000,0.0001,3,0.0001,512,350,400,leaky_relu,0.1622805710949415,5,250,relu,0.07201669581320946,100,100,0.6403326403326404,0.6230936819172114,0.2828210580335915,0.6752556019012514,0.13719828443928855,0.13474153765415908,0.13474153765415908,0.10906656153135025,0.5125569218004272,0.15817360809468184,0.05397835608691507,160.61225152015686
