,num_trees,delta,max_iters,early_stop,min_node_size,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,60,0.4,4,False,14,0.6625086625086625,0.5848252344416027,0.31123674606032886,0.6932854787079251,0.1364373050150774,0.12795976810784382,0.11245195315991774,0.12795976810784382,0.27390585375229465,0.09667190686396844,0.029195546159302015,37.828999280929565
0,50,0.5,5,True,12,0.6597366597366597,0.5938792390405294,0.3064986093709476,0.6936502085556311,0.20815047839197726,0.20595333869670146,0.20595333869670146,0.18341132918907593,0.26198830210001656,0.08766016816208032,0.028345840331972145,32.65387225151062
0,60,0.5,1,False,17,0.6431046431046431,0.5668629100084104,0.27125552359451255,0.6865428266563197,0.22822251961798162,0.2444355054974524,0.2444355054974524,0.1928336942096808,0.29226443191856827,0.10110442181313445,0.02847048086098436,35.865962982177734
0,80,0.5,5,False,17,0.6735966735966736,0.6045340050377834,0.3346373568341789,0.697403239887477,0.1581865424556586,0.17911415035308842,0.17911415035308842,0.1132849060557379,0.27997846366045837,0.08947257991795092,0.03009332025191558,38.48711800575256
0,20,0.30000000000000004,1,False,10,0.6437976437976438,0.5841423948220065,0.27521169635466347,0.6930827432340672,0.16396765531445257,0.1668007508715474,0.1668007508715474,0.13779423063490953,0.28480446564143025,0.10447433186579676,0.028596984900779592,23.994222402572632
0,30,0.4,3,False,14,0.6465696465696466,0.5541958041958042,0.2773350550139683,0.6948831118440199,0.15033717727008075,0.14208456243854478,0.14208456243854478,0.13321226513934484,0.2877565380397963,0.10326949617229841,0.03428398236704755,26.03245520591736
0,70,0.30000000000000004,5,False,10,0.6583506583506583,0.5731601731601732,0.30231576611574845,0.6966039383063343,0.1115531010749698,0.10769196388665414,0.10769196388665414,0.08861493329608161,0.285801217648941,0.0866668770274241,0.026070552233728783,40.30005741119385
0,70,0.0,4,False,5,0.659043659043659,0.5993485342019544,0.30596610740855934,0.7061121350276458,0.13374988051063236,0.12528462666759796,0.1096585322249039,0.12528462666759796,0.2720549886219555,0.09191225721930585,0.030652514379683637,48.00923180580139
0,40,0.2,3,True,4,0.6597366597366597,0.5904920767306089,0.3061212989065422,0.6935076147055971,0.13197492026800378,0.13678823634575843,0.13678823634575843,0.10169728295033875,0.2836753078553807,0.12723897786145327,0.03585006871712171,36.024415493011475
0,30,0.0,4,True,7,0.6534996534996536,0.5854063018242123,0.29349966539797906,0.685892909108546,0.11413407141553622,0.10061465390794158,0.09826137481004732,0.10061465390794158,0.2837119306763164,0.10768606433234444,0.02874996582971671,29.268711805343628
0,100,0.2,2,True,20,0.6541926541926542,0.5753191489361702,0.2938975233582629,0.6862605490348239,0.11029085884612372,0.11591579511933497,0.11591579511933497,0.08062443249284071,0.2889767611029287,0.09287556084724202,0.031045390069959804,43.165069818496704
0,90,0.4,4,False,16,0.6652806652806653,0.6018136850783182,0.3180890122446525,0.7106615578620623,0.15272261955454364,0.14629461479360198,0.12481004737641904,0.14629461479360198,0.2795468245397208,0.09492397931410176,0.02881545026116979,43.052480936050415
0,100,0.4,5,False,18,0.6632016632016632,0.6061588330632091,0.31480833623570204,0.7036269279270541,0.14622457049003673,0.14472155180119778,0.14472155180119778,0.11974575679262417,0.28744269410055484,0.10956125835574496,0.03064827613204783,44.26710057258606
0,80,0.5,4,False,16,0.647955647955648,0.5643224699828473,0.28063357795413885,0.6898554660975846,0.21697748385807272,0.21947349602216853,0.21947349602216853,0.19140182999231684,0.2866171186707936,0.09650232599353843,0.029723367543618078,40.355231523513794
0,90,0.4,5,False,20,0.6472626472626473,0.5810699588477366,0.2810722346823132,0.6936075274032398,0.18927550337611776,0.1781532135514437,0.1781532135514437,0.17347908081301947,0.2800135705359836,0.09931354548352692,0.028334630677983697,41.30812191963196
0,80,0.5,4,False,15,0.6694386694386695,0.6021684737281068,0.32620372454402813,0.7098680764380638,0.18213438426042594,0.1958523285956914,0.1958523285956914,0.14349374869036807,0.2749815059858098,0.0975755369795449,0.028507855233984063,40.45217418670654
0,80,0.1,3,False,13,0.6694386694386695,0.5919589392643285,0.3256934430766209,0.7073295178969833,0.18246026435393187,0.19171806561187088,0.19171806561187088,0.14760075434797792,0.2668034041820547,0.0997173146759458,0.029997360445984594,41.89045596122742
0,80,0.5,2,False,18,0.6431046431046431,0.5711906744379683,0.27178871736464494,0.6977349888446989,0.193607536085789,0.19960668633235007,0.19960668633235007,0.16571209052175737,0.2642435510817901,0.07979127162845238,0.03826435261794595,39.42101073265076
0,50,0.30000000000000004,5,True,15,0.6673596673596673,0.5993322203672788,0.32187166781717663,0.7074323406731982,0.17169535859845492,0.16963886654152138,0.16963886654152138,0.14543549626318364,0.2812625272347404,0.09876055626358379,0.030463840144244674,32.3192937374115
0,70,0.5,4,False,10,0.6583506583506583,0.5731601731601732,0.30231576611574845,0.6966039383063343,0.1115531010749698,0.10769196388665414,0.10769196388665414,0.08861493329608161,0.285801217648941,0.0866668770274241,0.026070552233728783,40.72941851615906
