,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
0,Male,45,25 - 45,African-American,0,0,0,7,F,0
1,Male,23,Less than 25,African-American,0,0,0,0,M,0
2,Male,31,25 - 45,African-American,0,0,0,19,F,1
3,Female,36,25 - 45,African-American,0,0,0,0,F,0
4,Male,45,25 - 45,African-American,1,0,0,4,F,1
5,Male,28,25 - 45,African-American,0,0,0,2,M,0
6,Male,41,25 - 45,African-American,0,0,0,6,M,1
7,Male,25,25 - 45,African-American,0,0,0,4,F,1
8,Male,29,25 - 45,Caucasian,0,0,0,0,M,0
9,Male,49,25 - 45,Other,1,0,0,4,F,0
10,Male,48,Greater than 45,African-American,0,0,0,2,M,1
11,Male,44,Less than 25,Hispanic,0,0,0,0,M,0
12,Male,51,Less than 25,Caucasian,0,0,0,1,F,0
13,Male,22,Less than 25,Caucasian,0,0,0,0,M,1
14,Male,22,Less than 25,African-American,0,0,0,0,F,0
15,Male,50,Greater than 45,African-American,1,0,0,6,F,0
16,Male,45,Less than 25,African-American,0,0,0,0,F,1
17,Female,46,25 - 45,Caucasian,0,0,0,1,F,0
18,Male,46,Greater than 45,Caucasian,0,0,0,2,F,0
19,Female,21,Less than 25,Caucasian,0,0,0,0,M,1
20,Male,29,25 - 45,African-American,0,0,0,2,M,0
21,Female,42,25 - 45,African-American,0,0,0,2,F,0
22,Male,27,25 - 45,Caucasian,0,0,0,1,F,0
23,Female,46,25 - 45,Caucasian,0,0,0,2,M,1
24,Male,22,Less than 25,African-American,0,0,0,0,M,0
25,Male,38,25 - 45,African-American,0,0,0,7,F,1
26,Male,30,25 - 45,African-American,0,0,0,11,M,1
27,Male,55,25 - 45,African-American,0,0,0,0,M,0
28,Female,24,25 - 45,Caucasian,0,0,0,2,F,0
29,Male,45,Greater than 45,Other,0,0,0,6,M,1
30,Male,45,25 - 45,Hispanic,0,0,0,0,F,0
31,Male,38,25 - 45,African-American,0,0,0,2,F,1
32,Male,25,25 - 45,Hispanic,0,0,0,0,F,0
33,Male,51,Greater than 45,Caucasian,0,0,0,11,F,1
34,Male,51,25 - 45,Caucasian,0,0,0,0,M,0
35,Male,24,25 - 45,Hispanic,0,0,0,0,F,0
36,Male,39,25 - 45,African-American,0,0,0,6,F,1
37,Male,36,25 - 45,African-American,1,0,0,8,F,0
38,Male,21,Less than 25,African-American,0,0,0,0,M,1
39,Female,63,Greater than 45,African-American,0,0,0,2,M,0
40,Male,28,25 - 45,Other,0,0,0,0,M,1
41,Female,38,25 - 45,Caucasian,0,0,0,6,M,1
42,Male,53,Greater than 45,Caucasian,0,0,0,1,M,0
43,Male,25,25 - 45,African-American,0,0,0,0,F,0
44,Male,37,25 - 45,African-American,0,0,0,4,M,1
45,Male,22,Less than 25,African-American,0,0,0,4,F,1
46,Male,46,25 - 45,Caucasian,0,0,0,0,F,1
47,Male,22,Less than 25,African-American,0,0,2,2,F,1
48,Female,29,25 - 45,African-American,0,0,0,3,F,0
49,Male,35,25 - 45,Caucasian,0,0,0,0,F,0
50,Male,37,25 - 45,Caucasian,0,0,0,0,F,0
51,Male,37,25 - 45,African-American,0,1,0,2,F,1
52,Male,38,25 - 45,African-American,0,0,0,0,F,0
53,Male,22,Less than 25,African-American,1,0,0,0,M,0
54,Male,65,Greater than 45,Caucasian,0,0,0,0,M,0
55,Male,23,25 - 45,African-American,1,0,0,12,F,0
56,Male,24,25 - 45,African-American,0,0,0,4,F,1
57,Male,28,25 - 45,Caucasian,0,0,0,12,F,0
58,Male,38,25 - 45,African-American,0,0,0,2,M,0
59,Female,58,25 - 45,African-American,0,0,0,0,F,0
60,Female,23,Less than 25,Caucasian,0,0,0,6,F,1
61,Female,59,Greater than 45,African-American,0,0,0,1,F,0
62,Female,43,25 - 45,Caucasian,0,0,0,2,F,0
63,Female,23,25 - 45,African-American,0,0,0,2,M,0
64,Male,22,Less than 25,African-American,0,1,0,2,F,0
65,Male,35,25 - 45,African-American,0,0,0,2,F,0
66,Male,22,Less than 25,African-American,0,0,0,4,F,0
67,Male,24,Less than 25,Hispanic,0,0,0,2,M,1
68,Male,55,Greater than 45,Caucasian,0,0,0,2,M,1
69,Male,39,25 - 45,African-American,0,0,0,0,F,0
70,Male,47,Greater than 45,African-American,0,0,0,2,M,0
71,Female,30,25 - 45,Other,0,0,0,0,M,0
72,Male,29,25 - 45,Hispanic,0,0,0,0,M,0
73,Female,54,Greater than 45,Caucasian,0,0,0,0,M,0
74,Female,37,25 - 45,Hispanic,0,0,0,2,M,0
75,Male,29,25 - 45,African-American,0,0,0,0,F,0
76,Male,53,Greater than 45,Caucasian,0,0,0,0,F,0
77,Male,46,25 - 45,Caucasian,0,0,0,6,F,0
78,Male,30,25 - 45,African-American,0,0,0,2,F,0
79,Male,50,Greater than 45,African-American,0,0,0,0,F,1
80,Female,51,Greater than 45,African-American,0,0,0,2,F,1
81,Male,55,Greater than 45,Caucasian,0,0,0,7,F,1
82,Female,47,25 - 45,Other,0,0,0,4,M,0
83,Male,20,Less than 25,African-American,0,0,1,1,F,0
84,Female,30,25 - 45,African-American,0,0,0,0,M,0
85,Male,24,25 - 45,African-American,0,0,0,2,F,0
86,Male,22,Less than 25,African-American,0,0,0,0,F,1
87,Male,26,25 - 45,Caucasian,0,0,2,0,M,0
88,Male,23,Less than 25,African-American,0,0,0,0,M,1
89,Female,46,25 - 45,Caucasian,0,0,0,2,F,0
90,Male,29,25 - 45,African-American,0,0,0,2,F,0
91,Male,31,25 - 45,Caucasian,0,0,0,6,F,1
92,Male,41,Greater than 45,Hispanic,0,0,0,0,M,0
93,Male,29,25 - 45,African-American,0,0,0,20,F,1
94,Female,36,25 - 45,Caucasian,0,0,0,0,F,0
95,Male,29,25 - 45,African-American,0,0,0,2,F,1
96,Male,36,25 - 45,Caucasian,0,0,0,0,F,1
97,Male,38,25 - 45,Hispanic,0,0,1,0,M,0
98,Male,22,Less than 25,Caucasian,0,0,1,0,F,1
99,Male,37,25 - 45,African-American,0,0,0,13,F,1
100,Male,54,Greater than 45,Caucasian,0,0,0,4,F,0
101,Male,51,Greater than 45,African-American,0,0,0,4,M,1
102,Female,50,25 - 45,Caucasian,0,0,0,7,F,1
103,Male,22,Less than 25,African-American,1,1,0,2,F,0
104,Male,21,Less than 25,African-American,0,1,1,6,M,1
105,Female,47,25 - 45,Caucasian,0,0,0,4,M,0
106,Male,21,Less than 25,African-American,0,0,1,6,F,0
107,Male,24,25 - 45,Caucasian,0,0,0,2,F,1
108,Male,57,Greater than 45,Caucasian,0,0,0,2,M,0
109,Male,30,25 - 45,Caucasian,0,0,0,0,F,0
110,Male,39,25 - 45,Hispanic,0,0,0,4,F,1
111,Male,50,Greater than 45,African-American,0,0,0,1,M,0
112,Female,30,25 - 45,Other,0,0,0,0,F,0
113,Female,35,25 - 45,Hispanic,0,0,0,0,F,1
114,Male,29,25 - 45,African-American,1,0,0,19,M,0
115,Male,55,Greater than 45,Caucasian,0,0,0,0,F,1
116,Male,23,25 - 45,Caucasian,0,0,0,0,F,0
117,Male,39,25 - 45,African-American,0,0,0,11,F,0
118,Male,21,Less than 25,African-American,0,0,0,2,F,1
119,Male,47,25 - 45,African-American,0,0,0,0,M,1
120,Male,21,Less than 25,Caucasian,0,0,0,0,M,1
121,Male,22,Less than 25,Hispanic,0,0,0,2,F,1
122,Male,51,25 - 45,Caucasian,0,0,0,2,M,0
