,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
0,Female,50,Greater than 45,Caucasian,0,0,0,0,F,0
1,Female,22,Less than 25,Caucasian,0,0,0,0,M,0
2,Male,41,25 - 45,African-American,0,0,0,0,M,1
3,Male,64,Greater than 45,African-American,0,0,0,0,F,0
4,Male,49,Greater than 45,Caucasian,0,0,0,4,F,0
5,Male,32,25 - 45,Caucasian,0,0,0,7,F,0
6,Male,31,25 - 45,African-American,0,0,0,14,M,1
7,Male,43,25 - 45,Caucasian,0,0,0,13,F,1
8,Male,47,Greater than 45,African-American,0,0,0,10,M,1
9,Male,32,25 - 45,Other,0,0,0,0,F,0
10,Male,37,25 - 45,Caucasian,0,0,0,10,F,0
11,Male,41,25 - 45,African-American,2,0,0,7,M,0
12,Female,28,25 - 45,Caucasian,0,0,0,7,M,1
13,Female,23,Less than 25,African-American,0,0,0,0,M,1
14,Male,32,25 - 45,African-American,0,0,0,1,M,0
15,Male,22,Less than 25,African-American,0,0,0,0,F,0
16,Male,40,25 - 45,African-American,1,0,1,16,F,1
17,Male,26,25 - 45,African-American,0,0,0,1,M,0
18,Male,41,25 - 45,African-American,0,0,0,1,F,0
19,Male,45,Greater than 45,African-American,0,0,0,5,F,1
20,Male,28,25 - 45,African-American,0,0,0,1,F,0
21,Female,24,Less than 25,African-American,0,0,0,2,F,1
22,Male,25,25 - 45,Caucasian,0,0,0,1,F,0
23,Male,31,25 - 45,African-American,0,0,0,1,F,0
24,Male,34,25 - 45,African-American,0,0,0,5,F,0
25,Male,30,25 - 45,African-American,0,0,0,0,F,0
26,Male,24,Less than 25,Caucasian,0,0,0,2,F,1
27,Female,33,25 - 45,Caucasian,0,0,0,1,M,0
28,Male,52,Greater than 45,African-American,0,0,0,1,M,0
29,Male,47,Greater than 45,African-American,0,0,0,0,M,0
30,Male,65,Greater than 45,Asian,0,0,0,0,F,0
31,Male,29,25 - 45,Caucasian,0,0,0,1,F,0
32,Male,27,25 - 45,Caucasian,0,0,0,0,M,0
33,Male,21,Less than 25,Other,0,0,0,1,F,0
34,Male,20,Less than 25,Caucasian,0,2,3,5,F,1
35,Male,39,25 - 45,African-American,0,0,0,10,F,0
36,Male,47,Greater than 45,Other,0,0,0,0,F,0
37,Male,29,25 - 45,African-American,0,0,3,7,F,1
38,Male,56,Greater than 45,Caucasian,0,0,0,1,M,0
39,Female,28,25 - 45,Caucasian,0,0,0,1,M,0
40,Male,37,25 - 45,African-American,0,1,0,10,M,1
41,Male,41,25 - 45,Caucasian,0,0,0,0,M,1
42,Male,24,Less than 25,African-American,0,0,0,0,F,0
43,Male,20,Less than 25,African-American,0,0,0,0,F,1
44,Male,52,Greater than 45,Caucasian,0,0,0,0,M,0
45,Female,27,25 - 45,African-American,0,0,0,0,F,0
46,Female,26,25 - 45,African-American,0,0,0,1,F,0
47,Female,36,25 - 45,Caucasian,0,0,0,0,F,0
48,Male,29,25 - 45,African-American,0,0,1,6,F,0
49,Male,23,Less than 25,African-American,0,0,0,1,M,1
50,Male,21,Less than 25,African-American,0,0,0,2,F,1
51,Male,27,25 - 45,African-American,0,0,0,0,M,0
52,Female,36,25 - 45,African-American,0,0,0,0,M,0
53,Female,21,Less than 25,African-American,0,1,0,2,F,1
54,Male,21,Less than 25,Caucasian,0,0,0,0,F,0
55,Male,53,Greater than 45,Caucasian,0,0,0,0,F,0
56,Male,32,25 - 45,African-American,0,0,0,0,F,0
57,Female,30,25 - 45,Caucasian,0,0,0,0,F,1
58,Female,46,Greater than 45,Caucasian,0,0,0,0,M,0
59,Female,35,25 - 45,African-American,0,0,0,3,M,1
60,Male,31,25 - 45,Caucasian,0,0,0,0,F,0
61,Male,29,25 - 45,African-American,0,0,1,10,F,1
62,Male,21,Less than 25,African-American,0,0,0,0,M,0
63,Male,30,25 - 45,Caucasian,0,0,0,1,F,0
64,Female,51,Greater than 45,African-American,0,0,0,1,F,0
65,Male,27,25 - 45,African-American,0,0,0,5,M,1
66,Male,26,25 - 45,Caucasian,0,0,0,4,F,1
67,Female,26,25 - 45,Caucasian,0,0,0,1,M,1
68,Female,28,25 - 45,Caucasian,0,0,0,1,F,0
69,Male,23,Less than 25,African-American,0,0,0,4,M,1
70,Male,41,25 - 45,African-American,0,0,0,6,F,1
71,Male,25,25 - 45,Caucasian,0,0,0,0,F,1
72,Male,29,25 - 45,African-American,0,0,1,8,F,1
73,Male,22,Less than 25,Caucasian,0,0,0,0,F,1
74,Male,52,Greater than 45,African-American,0,0,0,0,F,0
75,Male,42,25 - 45,African-American,0,0,0,2,F,1
76,Male,23,Less than 25,African-American,0,0,2,1,F,1
77,Male,44,25 - 45,Caucasian,0,0,0,0,M,0
78,Male,31,25 - 45,African-American,0,0,0,6,F,1
79,Male,26,25 - 45,African-American,0,0,0,3,F,1
80,Female,33,25 - 45,Hispanic,0,0,0,0,M,0
81,Male,28,25 - 45,African-American,0,0,0,9,F,1
82,Male,24,Less than 25,Hispanic,0,0,0,1,F,0
83,Male,27,25 - 45,Caucasian,0,0,0,1,F,1
84,Male,35,25 - 45,African-American,0,0,0,4,M,0
85,Male,37,25 - 45,African-American,0,0,0,3,M,0
86,Male,38,25 - 45,African-American,0,0,0,0,M,0
87,Male,37,25 - 45,African-American,1,0,1,13,M,1
88,Female,39,25 - 45,African-American,0,0,0,1,M,0
89,Male,25,25 - 45,African-American,0,1,0,1,F,0
90,Female,28,25 - 45,African-American,0,0,0,0,M,0
91,Male,42,25 - 45,Caucasian,0,0,0,1,F,0
92,Male,36,25 - 45,Caucasian,0,0,0,0,M,0
93,Male,55,Greater than 45,Other,0,0,0,0,M,0
94,Male,30,25 - 45,African-American,0,0,0,0,M,0
95,Male,27,25 - 45,Hispanic,0,0,0,1,F,1
96,Male,27,25 - 45,African-American,0,0,0,0,F,0
97,Male,46,Greater than 45,Other,0,0,0,4,F,0
98,Female,61,Greater than 45,Caucasian,0,0,0,1,M,0
99,Female,20,Less than 25,Caucasian,1,0,0,1,F,1
100,Male,39,25 - 45,Caucasian,0,0,0,1,F,0
101,Male,25,25 - 45,African-American,0,0,0,4,F,0
102,Male,44,Greater than 45,African-American,0,0,0,2,F,1
103,Male,28,25 - 45,Caucasian,0,0,0,5,F,0
104,Male,26,25 - 45,African-American,0,0,0,0,F,1
105,Female,37,25 - 45,African-American,0,0,0,1,F,1
106,Female,29,25 - 45,Caucasian,0,0,0,0,M,0
107,Female,39,25 - 45,Caucasian,0,0,0,0,F,0
108,Male,62,Greater than 45,Caucasian,0,0,0,4,F,1
109,Male,22,Less than 25,Caucasian,0,0,0,0,F,0
110,Male,20,Less than 25,African-American,0,2,0,1,F,1
111,Male,30,25 - 45,African-American,0,0,0,5,M,0
112,Male,31,25 - 45,Caucasian,0,0,0,0,M,0
113,Male,23,Less than 25,African-American,0,0,0,3,F,1
114,Female,36,25 - 45,Caucasian,0,0,0,4,F,1
115,Male,34,25 - 45,Caucasian,0,0,0,0,M,0
116,Male,29,25 - 45,African-American,0,0,0,2,F,1
117,Male,25,25 - 45,African-American,0,0,0,1,F,0
118,Male,36,25 - 45,African-American,0,0,0,0,M,0
119,Male,30,25 - 45,African-American,0,0,0,11,F,1
120,Male,25,25 - 45,African-American,0,0,0,0,M,0
121,Male,33,25 - 45,Caucasian,0,0,0,1,F,1
122,Male,25,25 - 45,Caucasian,0,0,0,7,M,0
123,Male,40,25 - 45,African-American,0,0,0,1,M,1
124,Male,21,Less than 25,African-American,0,0,0,1,F,1
125,Female,48,Greater than 45,Caucasian,0,0,0,0,M,0
