,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,22, Private,369525, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,3742,0,40, United-States, <=50K
1,32, Private,102248, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
2,26, Private,275679, Assoc-voc,13, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
3,28, Private,160217, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Mexico, <=50K
4,22, ?,161442, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
5,50, State-gov,195256, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,2174,0,40, United-States, <=50K
6,37, ?,196341, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
7,46, Self-emp-not-inc,174120, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
8,20, Private,299776, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
9,34, ?,433167, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,14333,0,45, United-States, >50K
10,46, Private,455140, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
11,42, Private,174003, Bachelors,13, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
12,46, Self-emp-inc,83857, 12th,6, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
13,72, State-gov,142849, 10th,6, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
14,41, Self-emp-not-inc,160257, 12th,7, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Guatemala, <=50K
15,39, Private,182531, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, <=50K
16,30, Self-emp-not-inc,100661, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688,0,40, United-States, >50K
17,45, Private,132988, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18,54, Private,189301, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1691,45, United-States, >50K
19,51, Self-emp-inc,131168, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,1902,40, United-States, <=50K
20,40, State-gov,271066, Assoc-voc,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21,28, Private,202985, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,40, United-States, <=50K
22,21, Private,183675, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23,57, Private,72419, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24,40, Private,186809, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
25,51, Self-emp-not-inc,63829, Masters,15, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
26,34, Private,35220, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
27,28, State-gov,143408, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
28,45, Private,156181, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29,47, Federal-gov,152984, HS-grad,14, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7663,0,48, South, >50K
30,31, Self-emp-not-inc,96925, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
31,35, Private,88681, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States, >50K
32,22, Self-emp-not-inc,165612, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, United-States, <=50K
