,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,44, Private,219883, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
1,19, ?,331837, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
2,37, Self-emp-not-inc,121242, Doctorate,9, Married-civ-spouse, Craft-repair, Wife, White, Female,7574,0,40, Trinadad&Tobago, >50K
3,27, Private,109205, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,3,0,39, United-States, <=50K
4,19, Private,202613, Some-college,7, Never-married, Protective-serv, Own-child, White, Female,4,0,31, United-States, <=50K
5,43, Private,589934, Assoc-acdm,12, Divorced, Craft-repair, Unmarried, White, Female,6,0,40, United-States, >50K
6,57, Local-gov,295308, HS-grad,9, Never-married, ?, Other-relative, White, Male,3,0,34, Trinadad&Tobago, <=50K
7,49, Private,330095, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
8,39, Private,418157, Prof-school,8, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,11, Trinadad&Tobago, <=50K
9,26, Private,260130, Assoc-acdm,13, Divorced, Adm-clerical, Unmarried, White, Male,5,0,39, Trinadad&Tobago, <=50K
10,31, Local-gov,143503, Prof-school,9, Never-married, Prof-specialty, Not-in-family, White, Male,2,0,54, United-States, <=50K
11,31, Private,202042, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States, <=50K
12,47, Private,130007, Assoc-acdm,12, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
13,19, Private,161538, Prof-school,9, Never-married, Farming-fishing, Own-child, White, Male,1,0,40, United-States, <=50K
14,43, Private,163348, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
15,37, Private,160626, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1,0,30, Trinadad&Tobago, <=50K
16,20, Private,241346, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,0,0,35, United-States, <=50K
17,56, Private,267533, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
18,61, State-gov,66651, Bachelors,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6,0,39, Philippines, <=50K
19,38, Self-emp-not-inc,248317, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3191,0,68, Trinadad&Tobago, >50K
20,50, Private,232127, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
21,67, Private,93875, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,3,0,40, Trinadad&Tobago, >50K
22,37, Private,207360, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States, <=50K
23,37, Private,245201, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,1,0,39, United-States, <=50K
24,20, Private,195751, Prof-school,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,48, Trinadad&Tobago, <=50K
25,27, Private,315127, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
26,62, Private,40630, 7th-8th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,2,0,12, Trinadad&Tobago, <=50K
27,37, Private,193822, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28,32, Private,326857, 10th,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, >50K
29,32, Private,41874, HS-grad,9, Never-married, ?, Unmarried, White, Male,0,0,39, United-States, <=50K
30,19, Private,123845, Prof-school,10, Never-married, Sales, Not-in-family, White, Female,4,0,39, United-States, <=50K
31,25, ?,198416, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,0,0,49, Trinadad&Tobago, <=50K
32,37, Private,446660, HS-grad,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
33,19, Private,213540, HS-grad,8, Divorced, Craft-repair, Other-relative, Black, Male,1,0,44, United-States, <=50K
34,25, Private,334566, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,39, United-States, <=50K
35,48, ?,126084, Prof-school,10, Married-civ-spouse, ?, Wife, White, Male,6,0,40, United-States, <=50K
36,46, Private,112370, 9th,3, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37,52, Self-emp-not-inc,44304, Prof-school,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38,37, Private,153867, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,14704,0,72, United-States, >50K
39,32, Private,310879, Prof-school,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1741,40, Trinadad&Tobago, >50K
40,20, Private,124913, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,39, United-States, <=50K
41,25, Private,92916, Prof-school,10, Divorced, Protective-serv, Own-child, White, Male,4,0,40, United-States, <=50K
42,45, Self-emp-not-inc,307998, Prof-school,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
43,49, Private,196862, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
44,25, Private,109877, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,6,0,17, Trinadad&Tobago, <=50K
45,37, Private,156559, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
46,26, Private,210883, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,3201,0,68, Trinadad&Tobago, <=50K
47,32, Private,102528, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,58, Trinadad&Tobago, <=50K
48,42, Federal-gov,102845, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
49,26, Private,161747, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,33, United-States, <=50K
50,19, State-gov,123717, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,39, United-States, <=50K
51,27, Private,516065, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,39, Trinadad&Tobago, <=50K
52,37, Self-emp-inc,194534, 12th,8, Never-married, Protective-serv, Own-child, White, Male,0,0,39, United-States, <=50K
53,26, Private,182427, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,40, Trinadad&Tobago, <=50K
54,32, Private,109896, 9th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,39, Trinadad&Tobago, >50K
55,49, Private,196605, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,93, United-States, >50K
56,48, Private,282427, HS-grad,9, Married-civ-spouse, Armed-Forces, Husband, White, Male,2,0,32, United-States, <=50K
57,44, Private,255684, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,39, Trinadad&Tobago, >50K
58,25, Private,193300, HS-grad,10, Divorced, Exec-managerial, Own-child, White, Male,9,1802,35, United-States, >50K
59,66, Private,260755, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,39, Laos, <=50K
60,43, Private,160137, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,39, Trinadad&Tobago, <=50K
61,43, Private,238100, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,3,0,40, Trinadad&Tobago, <=50K
62,31, Private,419344, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
63,32, Private,337531, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,49, Trinadad&Tobago, >50K
64,53, Private,219164, Prof-school,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
65,17, Private,440661, 10th,6, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, Trinadad&Tobago, <=50K
66,48, Private,176737, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,37, United-States, <=50K
67,43, Private,213740, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
68,33, Private,202572, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
69,42, Private,537955, Prof-school,9, Never-married, Prof-specialty, Own-child, Black, Male,0,0,39, United-States, <=50K
70,48, Private,144842, Some-college,9, Divorced, Priv-house-serv, Unmarried, White, Female,6,0,57, Trinadad&Tobago, >50K
71,20, Private,216872, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, England, <=50K
72,47, Private,194069, Bachelors,13, Married-civ-spouse, Armed-Forces, Wife, White, Female,0,0,39, Trinadad&Tobago, <=50K
73,30, Private,348005, Doctorate,14, Never-married, Armed-Forces, Not-in-family, White, Male,10,0,50, United-States, >50K
74,42, Private,426595, Bachelors,15, Never-married, Other-service, Unmarried, Black, Male,0,0,11, Cambodia, <=50K
75,47, Self-emp-not-inc,113101, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,69, Trinadad&Tobago, >50K
76,48, Private,319469, Assoc-acdm,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,49, United-States, >50K
77,18, Private,210923, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,3,0,34, United-States, <=50K
78,19, State-gov,184077, Prof-school,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
79,25, Private,91169, Prof-school,15, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,49, United-States, <=50K
80,27, State-gov,244432, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Male,3,0,40, Trinadad&Tobago, <=50K
81,37, Private,170975, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,3,0,37, Trinadad&Tobago, <=50K
82,18, Private,324624, 7th-8th,4, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,37, Trinadad&Tobago, <=50K
83,25, Private,307119, HS-grad,9, Never-married, Prof-specialty, Husband, White, Male,8,0,39, United-States, <=50K
84,20, Private,161234, HS-grad,9, Widowed, Machine-op-inspct, Other-relative, White, Male,3268,0,39, Trinadad&Tobago, <=50K
85,59, State-gov,206241, Masters,13, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
86,48, Private,299958, Prof-school,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,39, Trinadad&Tobago, <=50K
87,20, Private,79487, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
88,43, Private,31677, Prof-school,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,44, Trinadad&Tobago, <=50K
89,58, Private,346370, Bachelors,16, Divorced, Exec-managerial, Not-in-family, White, Male,5,0,40, United-States, <=50K
90,42, Private,100793, HS-grad,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, <=50K
91,30, Private,48391, Bachelors,12, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States, <=50K
92,18, Private,132264, Prof-school,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,1,0,40, United-States, <=50K
93,31, Private,272669, 10th,6, Never-married, Handlers-cleaners, Unmarried, Black, Male,1,0,20, France, <=50K
94,26, Private,133783, Prof-school,10, Divorced, Other-service, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
95,37, Self-emp-not-inc,239753, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,5,0,35, Trinadad&Tobago, <=50K
96,28, Self-emp-not-inc,117467, Assoc-voc,11, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,49, Trinadad&Tobago, >50K
97,47, Self-emp-not-inc,486091, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3118,0,29, United-States, <=50K
98,26, Self-emp-not-inc,164491, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,58, United-States, <=50K
99,54, Private,127548, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,33, United-States, <=50K
100,38, Private,249276, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, >50K
101,42, Private,122968, Some-college,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0,1812,20, United-States, <=50K
102,42, Self-emp-not-inc,105967, HS-grad,9, Divorced, Transport-moving, Husband, Black, Male,0,0,33, Trinadad&Tobago, <=50K
103,42, ?,317766, Some-college,10, Divorced, ?, Unmarried, White, Male,1,0,39, United-States, <=50K
104,32, Private,261989, HS-grad,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,50, Trinadad&Tobago, <=50K
105,62, Self-emp-not-inc,521262, Prof-school,10, Married-civ-spouse, ?, Husband, White, Male,0,0,32, Trinadad&Tobago, <=50K
106,25, Private,309127, Doctorate,8, Never-married, Craft-repair, Unmarried, White, Male,0,0,39, United-States, <=50K
107,20, Private,157553, Prof-school,9, Never-married, Adm-clerical, Not-in-family, White, Female,3,0,35, Trinadad&Tobago, <=50K
108,31, Private,518993, Doctorate,9, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
