,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,47, Private,182030, Some-college,10.004753497213306, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
1,43, Private,299905, Some-college,10.003755738490012, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
2,45, Private,162992, 11th,10.001493702406465, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
3,17, Private,134049, Some-college,9.982776605288935, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
4,17, Private,297637, Some-college,9.997202928048461, Married-spouse-absent, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,3238,40, United-States, <=50K
5,17, Self-emp-inc,160772, 7th-8th,1.9939592072333194, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,10, United-States, <=50K
6,17, Self-emp-not-inc,536559, 10th,9.00630782172285, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,4, United-States, <=50K
7,45, Private,322980, Some-college,10.003007945138265, Married-civ-spouse, Sales, Husband, White, Male,27447,0,60, ?, >50K
8,52, Private,94079, HS-grad,9.026604527645008, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
9,17, Private,28687, HS-grad,8.99366422998202, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
10,17, Private,165498, Masters,10.678375801396482, Never-married, Sales, Not-in-family, Black, Male,0,1884,45, United-States, <=50K
11,17, Private,129034, HS-grad,8.96565497625107, Never-married, Adm-clerical, Unmarried, White, Female,0,0,17, United-States, <=50K
12,77, Private,72071, HS-grad,9.028971390720063, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
13,41, Private,341525, Some-college,10.01050202305058, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1570,60, United-States, >50K
14,89, Private,208031, HS-grad,8.984274587958872, Divorced, Other-service, Own-child, White, Male,0,0,62, United-States, <=50K
15,90, Private,174091, HS-grad,8.985907765770264, Married-civ-spouse, Sales, Other-relative, White, Male,0,2387,40, United-States, <=50K
16,49, Private,102945, Doctorate,15.415256624664355, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
17,17, Private,170726, Assoc-acdm,8.990045258608914, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1665,40, United-States, <=50K
18,17, Without-pay,219292, 10th,13.60508208807365, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19,58, Private,137078, HS-grad,9.020670956114516, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States, <=50K
20,17, Private,220060, Some-college,7.0560501503961115, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
21,25, Private,276444, HS-grad,9.008788044382175, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22,40, Private,180419, HS-grad,8.984252691500568, Married-civ-spouse, Sales, Husband, White, Male,0,2000,40, United-States, <=50K
23,17, Private,120883, Some-college,12.82741426584875, Never-married, Sales, Wife, White, Female,0,0,51, United-States, <=50K
24,29, Private,259616, Some-college,9.00527132508468, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25,18, ?,120716, 1st-4th,13.102133844791021, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,61, ?, <=50K
26,17, Self-emp-not-inc,52585, Some-college,7.15915451364347, Separated, Sales, Wife, White, Female,0,0,40, Honduras, <=50K
27,17, Self-emp-not-inc,151504, 1st-4th,15.59552935138983, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Jamaica, <=50K
28,49, Self-emp-inc,35385, Bachelors,6.068107658510872, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29,17, Private,164450, Masters,4.338184165987085, Never-married, Sales, Own-child, Black, Male,0,1979,40, United-States, <=50K
30,52, Private,173980, HS-grad,9.009314697603536, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, >50K
31,75, Private,105116, HS-grad,8.995671375051357, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States, <=50K
32,17, Private,49207, HS-grad,12.724825311949134, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
33,51, Private,80505, Masters,12.876130283881444, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,51, United-States, <=50K
34,17, Private,31757, Some-college,9.983085247686345, Divorced, Adm-clerical, Wife, White, Female,0,1655,40, United-States, <=50K
35,17, Private,316350, HS-grad,8.985480919952503, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,1649,40, Philippines, <=50K
36,67, Private,98297, HS-grad,9.021690969560607, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,69, United-States, <=50K
37,89, Private,84767, HS-grad,8.991561655905913, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
38,18, Private,202998, HS-grad,8.97977869832908, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,18, United-States, <=50K
39,17, Private,295778, Some-college,10.008329877053097, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States, <=50K
40,54, Never-worked,195688, Bachelors,8.98048517095713, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99579,0,40, Japan, >50K
41,17, Private,267513, HS-grad,9.999173622913965, Never-married, Sales, Wife, Black, Male,0,1894,11, Mexico, <=50K
42,18, Private,154002, 7th-8th,12.833095713586896, Never-married, Tech-support, Husband, White, Male,0,0,13, United-States, <=50K
43,42, Private,275000, HS-grad,10.007444232883772, Married-civ-spouse, ?, Husband, Black, Male,0,0,72, United-States, >50K
44,17, Private,118291, 11th,10.017667621341536, Divorced, Craft-repair, Not-in-family, White, Male,0,0,49, United-States, <=50K
45,17, Private,175365, HS-grad,8.989515349105911, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1681,40, United-States, <=50K
46,17, Private,80439, Some-college,10.021099822899398, Never-married, Exec-managerial, Own-child, Black, Female,0,0,31, United-States, <=50K
47,88, Private,325990, HS-grad,8.980993084675845, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
48,17, Local-gov,230566, Bachelors,11.050798899269006, Separated, Armed-Forces, Unmarried, Black, Female,0,0,40, United-States, <=50K
49,17, Private,86273, Some-college,10.003078391479947, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
50,89, Private,194052, Some-college,9.992911703440832, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51,17, Private,460428, Some-college,9.98196785250274, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,1654,68, United-States, <=50K
52,41, Private,340194, HS-grad,9.030329196631635, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, United-States, >50K
53,17, Self-emp-not-inc,138485, Bachelors,12.876244788851915, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54,17, Private,338648, Some-college,10.004710813195473, Never-married, Adm-clerical, Own-child, White, Female,0,0,31, United-States, <=50K
55,17, State-gov,255401, Some-college,7.126377629673255, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Greece, <=50K
56,47, Private,189440, Assoc-acdm,15.205774138734897, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
57,17, Private,172547, 5th-6th,9.997312575501928, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
58,17, Private,173225, HS-grad,8.992176401433529, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
59,49, Private,100667, Some-college,9.013392998418475, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, United-States, >50K
60,17, Private,172893, Assoc-acdm,15.245834426775755, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,2002,40, United-States, <=50K
61,86, Private,366743, HS-grad,9.008527328881643, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
62,50, Federal-gov,180491, Bachelors,10.013568732424057, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,6076,0,45, United-States, >50K
63,49, Federal-gov,120850, Assoc-voc,12.920450185286402, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
64,17, Private,188598, Assoc-acdm,10.02738940421338, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
65,32, Self-emp-not-inc,216774, Some-college,7.032579612495047, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
66,45, Private,221618, Bachelors,12.923691917134075, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,51, United-States, >50K
67,17, Private,102323, 5th-6th,4.552189030249093, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,23, Iran, <=50K
68,88, Private,330055, HS-grad,8.994969188205369, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
69,48, Federal-gov,184028, Some-college,9.01737086723938, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States, >50K
70,90, Self-emp-not-inc,118117, Some-college,10.002539420599717, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
71,17, Private,599178, Some-college,10.003055349901691, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
