,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,24, Private,184821, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
1,53, Private,238825, Assoc-voc,12, Divorced, Sales, Not-in-family, White, Male,0,0,20, England, <=50K
2,19, Self-emp-not-inc,156185, 5th-6th,3, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
3,19, Private,616313, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,61, Trinadad&Tobago, <=50K
4,24, Private,200607, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
5,58, Self-emp-not-inc,108966, Doctorate,8, Never-married, Armed-Forces, Husband, White, Male,2,0,20, United-States, <=50K
6,44, Private,183999, Assoc-voc,10, Divorced, Priv-house-serv, Not-in-family, White, Female,2,0,45, Trinadad&Tobago, <=50K
7,37, Private,235923, Doctorate,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,7511,0,40, United-States, >50K
8,42, Local-gov,100762, Bachelors,14, Never-married, Priv-house-serv, Not-in-family, White, Female,4,0,40, Trinadad&Tobago, <=50K
9,36, Private,50309, Assoc-voc,10, Divorced, Exec-managerial, Not-in-family, White, Female,3,0,39, Trinadad&Tobago, <=50K
10,31, Private,239789, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
11,52, Private,181948, 5th-6th,4, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
12,75, Self-emp-not-inc,232460, 7th-8th,3, Never-married, Protective-serv, Not-in-family, White, Female,0,0,22, United-States, <=50K
13,23, Private,177676, Prof-school,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, ?, <=50K
14,31, Private,101354, 5th-6th,3, Never-married, Sales, Not-in-family, White, Female,0,0,39, Cambodia, <=50K
15,29, Private,183829, Doctorate,8, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,30, Trinadad&Tobago, <=50K
16,36, Private,163652, Prof-school,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,39, Trinadad&Tobago, <=50K
17,22, Private,182131, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,46, Trinadad&Tobago, <=50K
18,53, Federal-gov,328778, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, >50K
19,37, Private,46555, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Trinadad&Tobago, <=50K
20,37, Self-emp-not-inc,230204, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
