,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,62, Private,164115, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
1,20, Private,245387, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
2,25, Private,121576, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, ?, <=50K
3,58, ?,242496, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,24, United-States, <=50K
4,40, Federal-gov,112055, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, >50K
5,24, Private,114583, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,2174,0,16, United-States, <=50K
6,21, Private,182617, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Hong, <=50K
7,37, Private,161415, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
8,25, Federal-gov,243538, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
9,43, Federal-gov,149509, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
10,46, Private,244646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Cuba, >50K
11,27, Private,286758, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
12,20, Private,127014, Some-college,10, Never-married, Other-service, Own-child, White, Female,2176,0,35, United-States, <=50K
13,23, Private,199081, 11th,7, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
14,40, Private,442496, HS-grad,9, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
15,35, Private,215466, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,33, United-States, <=50K
16,57, Local-gov,25153, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
17,61, Private,144922, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18,42, Private,171015, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19,49, Private,241794, 10th,6, Divorced, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
20,22, Private,304466, 7th-8th,4, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21,42, Local-gov,216960, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
22,36, Self-emp-not-inc,100603, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
23,43, Private,180512, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24,31, Private,43023, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
25,62, State-gov,189953, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26,53, State-gov,136181, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
27,36, Private,140766, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
28,39, Private,39006, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
29,51, Private,204223, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,36, United-States, <=50K
30,27, Private,187956, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31,44, Self-emp-inc,53985, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
32,31, Private,209754, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
33,45, Private,266734, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34,43, Private,65862, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35,21, ?,140150, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
36,25, Private,250265, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
37,21, Private,228408, 10th,6, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, Guatemala, <=50K
38,23, Private,254605, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
39,49, State-gov,27884, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40,59, Private,288833, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41,47, Private,170089, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
42,26, Private,188267, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
43,68, Self-emp-not-inc,118936, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,13, Canada, <=50K
44,45, Private,458257, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
45,43, Local-gov,217819, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46,25, Private,301476, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47,28, Private,349187, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,60, United-States, >50K
48,33, State-gov,126675, HS-grad,9, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
49,61, Private,86964, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3137,0,30, United-States, <=50K
50,34, Private,34742, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51,30, Private,190731, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52,25, Private,270661, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
53,59, Self-emp-inc,98514, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
54,41, Private,251780, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
55,25, Private,281521, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
56,17, Private,206821, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,5, United-States, <=50K
57,45, Private,42706, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58,18, Private,213940, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
59,35, Private,101506, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
60,31, Private,137832, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,60, ?, >50K
61,40, Self-emp-not-inc,198180, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
62,40, Private,297111, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,37, United-States, <=50K
63,44, Private,122901, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
64,33, Private,110447, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
65,53, Private,157353, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States, >50K
66,41, Private,142683, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
67,38, Self-emp-not-inc,131414, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
68,29, Private,137390, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
69,22, Private,263017, 7th-8th,4, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,30, Mexico, <=50K
70,34, Private,217260, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
71,65, Private,173463, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,3323,0,40, United-States, <=50K
72,29, Private,153586, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
73,35, Private,171833, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
74,40, Private,271579, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
75,42, Self-emp-not-inc,181418, Some-college,10, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
76,28, Private,383790, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
77,34, Private,110681, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
78,64, Self-emp-not-inc,177731, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States, >50K
79,42, Private,450210, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
80,36, Private,121812, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
81,63, Self-emp-not-inc,208943, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
82,47, Private,166977, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
83,18, Private,154242, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
84,24, Private,255791, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
85,62, ?,293929, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,34, United-States, <=50K
86,43, State-gov,117360, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
87,40, Self-emp-not-inc,29076, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
88,51, Private,186514, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
89,42, Private,56218, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
90,39, Private,47012, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
91,32, Private,250450, Some-college,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, United-States, <=50K
92,25, Private,170267, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
93,48, Private,84785, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, Jamaica, <=50K
94,44, Local-gov,170483, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
95,54, Private,165172, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
96,25, Private,159809, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,90, United-States, <=50K
97,60, Self-emp-not-inc,177121, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
98,29, Private,132682, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,2829,0,75, United-States, <=50K
99,35, Private,108945, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
100,51, Private,202766, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
101,37, Local-gov,168540, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
102,59, Private,130950, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
103,48, State-gov,266170, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
104,30, Private,452514, HS-grad,9, Separated, Priv-house-serv, Unmarried, White, Female,0,0,40, Mexico, <=50K
105,32, Private,163582, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
106,35, Private,260403, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
107,41, Private,196026, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
108,20, Private,203968, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
109,51, Private,175959, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
