,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,22, Private,359273, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,9029,0,30, United-States, <=50K
1,54, Private,112427, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
2,23, Private,327924, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
3,19, Private,234828, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1740,35, United-States, <=50K
4,25, ?,186379, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,50, United-States, <=50K
5,31, Private,111959, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,50, United-States, <=50K
6,68, ?,147963, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
7,41, Local-gov,86640, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
8,23, ?,211857, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
9,22, ?,354178, Some-college,10, Married-civ-spouse, ?, Wife, Black, Female,99999,0,40, United-States, >50K
10,41, Private,223541, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
11,30, Private,215558, HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
12,48, Self-emp-inc,186150, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
13,68, Private,215422, 1st-4th,3, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, Guatemala, <=50K
14,30, Self-emp-not-inc,226904, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, ?, <=50K
15,39, Private,258601, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
16,28, Private,164558, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
17,31, Private,148179, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
18,33, Private,183856, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,50, United-States, >50K
19,44, Private,106907, 7th-8th,4, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20,47, State-gov,328491, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21,21, Private,128083, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,32, United-States, <=50K
22,22, ?,214863, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
23,61, Private,123807, 7th-8th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
24,46, Federal-gov,195972, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25,67, Private,101743, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
26,41, Private,30612, Masters,14, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
27,21, Private,39989, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,84, United-States, <=50K
