,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,39, Private,118016, Some-college,9, Divorced, Exec-managerial, Unmarried, White, Female,4,0,55, Trinadad&Tobago, <=50K
1,22, Private,111101, Some-college,9, Never-married, Adm-clerical, Own-child, White, Female,9,0,3, United-States, <=50K
2,46, Private,40534, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4,0,44, Trinadad&Tobago, <=50K
3,37, Private,159814, Bachelors,12, Married-civ-spouse, Priv-house-serv, Husband, White, Male,5,0,49, Trinadad&Tobago, <=50K
4,44, Private,223676, HS-grad,14, Married-civ-spouse, Sales, Husband, White, Male,3400,0,40, Trinadad&Tobago, >50K
5,45, Private,179854, Bachelors,12, Divorced, Sales, Not-in-family, White, Female,4,0,19, United-States, <=50K
6,66, Self-emp-inc,45271, Some-college,13, Married-civ-spouse, Priv-house-serv, Husband, White, Male,4,0,43, Trinadad&Tobago, >50K
7,17, Private,102999, Some-college,9, Never-married, Sales, Own-child, White, Female,6,0,17, Trinadad&Tobago, <=50K
8,52, Private,128428, Masters,15, Divorced, Prof-specialty, Not-in-family, White, Male,5,0,44, Trinadad&Tobago, >50K
9,57, Self-emp-inc,358947, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male,7525,0,55, Trinadad&Tobago, >50K
10,34, Private,44531, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,4,0,49, Trinadad&Tobago, <=50K
11,51, Private,39449, 11th,6, Married-civ-spouse, Tech-support, Unmarried, White, Female,3589,1846,39, Trinadad&Tobago, <=50K
12,42, Self-emp-inc,240049, Prof-school,10, Married-civ-spouse, Tech-support, Husband, White, Male,7,0,44, Trinadad&Tobago, >50K
13,54, State-gov,107953, Doctorate,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,5,1850,18, Trinadad&Tobago, <=50K
14,54, State-gov,115705, 9th,11, Widowed, ?, Unmarried, White, Female,2,0,39, Trinadad&Tobago, <=50K
15,21, ?,92822, 11th,7, Never-married, ?, Own-child, White, Male,4,0,39, United-States, <=50K
16,61, Private,200972, Prof-school,10, Married-civ-spouse, Armed-Forces, Husband, White, Male,7583,0,39, Trinadad&Tobago, >50K
17,31, Private,206333, 10th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, <=50K
18,18, Private,487283, Some-college,9, Separated, Machine-op-inspct, Not-in-family, Black, Female,7,0,17, United-States, <=50K
19,40, Private,213107, 11th,9, Never-married, Craft-repair, Own-child, White, Female,6,0,35, United-States, <=50K
20,22, ?,127928, 11th,6, Never-married, ?, Own-child, Black, Female,4,0,6, United-States, <=50K
21,32, Private,117166, Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, Trinadad&Tobago, <=50K
22,19, Private,173962, Some-college,9, Never-married, Exec-managerial, Own-child, White, Male,8,0,16, United-States, <=50K
23,43, Private,190940, Bachelors,12, Married-civ-spouse, Armed-Forces, Husband, White, Male,7547,0,40, Trinadad&Tobago, <=50K
24,46, Private,95609, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3422,0,40, Laos, <=50K
25,32, Private,57740, Doctorate,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,5,0,39, Trinadad&Tobago, <=50K
26,53, Private,229564, Doctorate,9, Married-civ-spouse, Protective-serv, Husband, White, Male,3611,0,49, Trinadad&Tobago, >50K
27,55, Self-emp-not-inc,196474, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,49, Trinadad&Tobago, <=50K
28,27, Private,197458, Doctorate,8, Separated, Machine-op-inspct, Own-child, Black, Male,14932,0,39, Trinadad&Tobago, <=50K
29,45, Private,41882, 9th,8, Divorced, Adm-clerical, Unmarried, Black, Female,4,0,40, Trinadad&Tobago, >50K
30,17, Private,90972, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,29, United-States, <=50K
31,51, Private,196534, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Male,5,0,57, Trinadad&Tobago, <=50K
32,47, Private,254405, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,40, Trinadad&Tobago, <=50K
33,31, Private,154485, Assoc-acdm,11, Never-married, Exec-managerial, Not-in-family, White, Female,3,0,44, Trinadad&Tobago, <=50K
34,25, Self-emp-not-inc,330565, Bachelors,12, Never-married, Exec-managerial, Own-child, White, Male,5,0,66, Mexico, <=50K
35,65, Private,379004, HS-grad,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
36,48, State-gov,208171, Doctorate,14, Married-civ-spouse, Adm-clerical, Husband, White, Female,3564,0,58, Trinadad&Tobago, <=50K
37,33, Federal-gov,263449, Doctorate,9, Married-civ-spouse, Craft-repair, Wife, White, Female,1,0,40, Trinadad&Tobago, <=50K
38,45, Private,90185, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39,47, Private,80790, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
40,38, Private,170190, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,76, Mexico, <=50K
41,40, Private,119896, Doctorate,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,6,0,39, Trinadad&Tobago, <=50K
42,48, Private,172422, Some-college,9, Divorced, Other-service, Not-in-family, White, Female,10,0,18, Trinadad&Tobago, <=50K
43,31, Private,168461, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5,1843,49, Trinadad&Tobago, <=50K
44,49, Self-emp-not-inc,232820, Assoc-acdm,14, Married-civ-spouse, Sales, Husband, White, Male,0,2082,40, United-States, >50K
45,23, Private,191842, Some-college,9, Divorced, ?, Not-in-family, White, Female,7,0,39, Trinadad&Tobago, <=50K
