,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,57, Private,42432, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
1,21, Private,237119, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
2,23, Private,208591, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,3127,0,40, United-States, <=50K
3,35, Private,174218, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
4,29, ?,97732, Some-college,10, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
5,34, Private,90215, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
6,36, Private,27855, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,58, United-States, >50K
7,47, Private,130398, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3116,0,40, Vietnam, <=50K
8,39, Private,337734, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
9,26, State-gov,190950, Masters,14, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
10,41, Private,189238, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1771,60, United-States, >50K
11,45, Self-emp-not-inc,81439, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
12,23, Private,112093, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
13,54, Private,149096, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2354,50, ?, >50K
14,41, Private,125894, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
15,56, Self-emp-not-inc,425141, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
16,28, Self-emp-not-inc,77329, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,75, United-States, <=50K
17,57, Private,106998, Bachelors,13, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
18,65, Private,257177, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
19,36, State-gov,236158, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20,30, Private,175924, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
21,45, Private,163058, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
22,61, Self-emp-not-inc,212884, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
23,21, Private,66754, Assoc-voc,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
24,45, Private,82193, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25,32, Private,244189, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4809,0,40, United-States, <=50K
26,25, Private,200288, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
27,46, Private,170559, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
28,58, Self-emp-not-inc,165310, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29,67, ?,140383, Assoc-acdm,12, Widowed, ?, Unmarried, White, Female,0,0,7, United-States, <=50K
30,17, Private,355503, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31,32, Private,186546, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32,49, Self-emp-inc,232588, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
33,54, Self-emp-not-inc,230249, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34,47, Self-emp-not-inc,367926, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,23734,0,40, United-States, >50K
35,20, Private,270715, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36,45, Private,249856, 11th,7, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
37,41, Private,164294, Some-college,10, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
38,26, Private,163872, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,55, United-States, >50K
39,31, Private,462488, 10th,6, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
40,26, Private,101462, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
41,50, Federal-gov,316862, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7190,0,40, United-States, >50K
42,35, Self-emp-not-inc,139082, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43,44, Local-gov,194445, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44,24, Private,55216, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
45,36, Private,161982, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
46,35, Local-gov,225146, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47,46, Private,243951, 12th,1, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
48,59, Private,204055, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
49,25, Private,194174, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
50,33, Local-gov,125912, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
51,33, Private,38459, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
52,52, Private,501529, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53,19, Private,191695, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
54,39, Private,243360, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55,42, Private,177064, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56,54, Self-emp-inc,111196, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,4386,0,50, United-States, <=50K
57,28, State-gov,395240, Bachelors,13, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
58,20, Private,26817, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
59,39, Local-gov,34720, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
60,31, Private,201636, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
61,39, State-gov,106950, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
62,34, Private,407789, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
63,32, Private,129355, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,3403,0,40, United-States, <=50K
64,56, Private,112373, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
65,54, Self-emp-not-inc,304048, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
66,31, Private,193185, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67,30, Private,269456, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
68,53, Private,338513, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
69,32, Private,137235, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
70,33, Private,164590, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
71,44, Private,101410, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,1651,65, United-States, <=50K
72,45, Private,252047, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
73,18, Private,203663, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,14, United-States, <=50K
74,23, Private,520759, 11th,7, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
75,47, Federal-gov,152244, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
76,54, Private,364828, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
77,48, Private,229451, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
