,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,49, Federal-gov,129802, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,80, United-States, >50K
1,41, Private,209440, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2,29, Federal-gov,181372, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
3,40, State-gov,151106, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
4,27, Local-gov,32631, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
5,48, Private,287466, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,27828,0,45, United-States, >50K
6,23, Local-gov,233574, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, United-States, <=50K
7,32, Private,209101, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, United-States, >50K
8,48, Private,364266, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9,49, Private,190297, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Columbia, <=50K
10,63, ?,215063, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States, <=50K
11,26, Private,182656, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, Italy, <=50K
12,43, Private,174575, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
13,22, Private,202173, Some-college,10, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
14,32, Private,139057, 10th,6, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
15,17, Private,218752, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
16,21, Private,188923, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
17,26, Private,158366, 10th,6, Widowed, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
18,46, Private,242492, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19,32, Self-emp-inc,173005, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20,43, Private,243368, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21,74, Self-emp-inc,52839, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2392,70, United-States, >50K
22,46, Private,202560, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
23,38, Private,115686, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Greece, <=50K
24,39, Federal-gov,290735, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
25,32, Self-emp-inc,194240, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
26,38, Federal-gov,389099, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27,48, Private,187062, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
28,17, Private,178532, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
29,28, Private,233895, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30,35, Private,336793, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31,21, Private,188581, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32,26, Federal-gov,52306, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,1055,0,20, United-States, <=50K
33,46, Private,215935, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34,21, Private,130057, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35,17, Private,70855, 11th,7, Never-married, Other-service, Own-child, White, Female,1055,0,15, United-States, <=50K
36,39, Private,136543, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37,28, Private,70240, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Philippines, <=50K
38,48, Private,191779, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
39,24, Private,19562, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, <=50K
