,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,45, Private,328774, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,3944,0,40, United-States, <=50K
1,54, Private,95017, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
2,23, Private,347883, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
3,18, Private,239881, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
4,20, ?,197655, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,55, United-States, <=50K
5,34, Self-emp-not-inc,134929, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, United-States, <=50K
6,67, ?,114762, HS-grad,9, Widowed, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
7,36, Private,96048, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
8,24, ?,168787, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,42, United-States, <=50K
9,26, ?,252527, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,5178,0,40, United-States, <=50K
10,37, Private,200605, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
11,31, Private,213317, 11th,7, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
12,41, Self-emp-inc,200433, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
13,62, Private,235208, HS-grad,9, Widowed, Protective-serv, Unmarried, White, Female,0,0,25, Canada, <=50K
14,27, Private,208255, HS-grad,9, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
15,43, Private,250654, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
16,30, Private,186950, Some-college,10, Never-married, Protective-serv, Unmarried, White, Female,0,0,60, United-States, <=50K
17,29, Private,175879, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
18,42, Private,153102, Masters,14, Divorced, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
19,39, Private,113701, 9th,3, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,25, United-States, <=50K
20,47, Self-emp-not-inc,290237, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21,19, Private,121503, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
22,22, ?,212390, Some-college,10, Never-married, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
23,61, Private,154205, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
24,48, Private,181763, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25,63, Private,101618, Prof-school,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,84, United-States, <=50K
26,50, Private,30970, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27,35, Self-emp-inc,49696, Bachelors,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,87, United-States, <=50K
28,35, Private,154844, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29,51, Private,150597, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30,45, Federal-gov,165680, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31,43, Private,27491, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,75, United-States, <=50K
32,25, Private,103785, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
33,48, Private,148568, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, El-Salvador, <=50K
34,31, ?,164677, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States, <=50K
35,51, State-gov,260037, HS-grad,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
36,39, Local-gov,239657, Some-college,10, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
37,57, Self-emp-not-inc,193833, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38,29, Private,790223, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
39,48, Private,243051, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40,34, Private,220503, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41,58, Private,146693, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
42,32, ?,143459, 11th,7, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
43,22, Self-emp-not-inc,173161, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,50, Vietnam, <=50K
44,29, Private,313744, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45,30, Private,182213, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
46,41, Self-emp-inc,252642, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,99, United-States, >50K
47,39, Self-emp-not-inc,261977, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,75, United-States, >50K
48,41, Private,34763, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
49,35, Private,164148, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50,43, Private,120031, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
51,32, Local-gov,93174, 9th,4, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
52,39, Private,27178, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
53,60, Private,147245, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54,44, Local-gov,36999, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55,23, Private,177843, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
56,52, Private,178453, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7328,0,60, United-States, >50K
57,22, Private,198738, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
58,59, Private,73215, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
59,55, Private,30411, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
