,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,44, Private,307232, Prof-school,9, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, Trinadad&Tobago, >50K
1,61, Local-gov,212479, Prof-school,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,33, United-States, <=50K
2,26, Private,340714, Doctorate,9, Separated, Exec-managerial, Not-in-family, White, Female,10,0,40, United-States, <=50K
3,64, ?,181942, Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7636,0,18, Trinadad&Tobago, <=50K
4,21, ?,302662, Prof-school,9, Divorced, ?, Not-in-family, Black, Female,5,0,40, United-States, <=50K
5,33, Private,187835, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,3,0,33, Trinadad&Tobago, <=50K
6,34, Private,182820, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,33, United-States, <=50K
7,39, Federal-gov,187211, Bachelors,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
8,17, Private,186817, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
9,32, Private,46681, 10th,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,39, Trinadad&Tobago, >50K
10,42, Local-gov,181565, Assoc-voc,12, Married-spouse-absent, Protective-serv, Wife, White, Female,0,0,35, Trinadad&Tobago, <=50K
11,57, Private,47218, Assoc-acdm,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
12,17, Private,297620, Prof-school,9, Never-married, ?, Own-child, Black, Female,0,0,35, United-States, <=50K
13,35, Self-emp-not-inc,117490, Doctorate,9, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,59, Trinadad&Tobago, >50K
14,19, Private,282634, Some-college,8, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,24, United-States, <=50K
15,21, Private,171013, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,3,0,40, United-States, <=50K
16,26, Private,177418, Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, Trinadad&Tobago, <=50K
