,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,24, Private,123931, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
1,43, Self-emp-not-inc,173816, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
2,48, ?,178076, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,60, United-States, <=50K
3,20, Private,288239, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
4,37, Self-emp-inc,234052, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Germany, >50K
5,22, Private,199116, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
6,25, Self-emp-inc,214817, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
7,29, Private,105314, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,70, United-States, <=50K
8,56, Private,240716, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,48, United-States, <=50K
9,43, Federal-gov,54940, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
10,22, Private,364871, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
11,48, Local-gov,91822, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
12,31, Private,148342, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, Columbia, <=50K
13,27, Private,342910, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,18, United-States, <=50K
14,43, Private,322593, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
15,57, Private,195855, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
16,57, Private,232384, Masters,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States, >50K
17,18, ?,111769, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
18,19, Private,297025, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,55, United-States, <=50K
19,50, Self-emp-not-inc,194103, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20,25, Private,399852, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Peru, >50K
21,20, Federal-gov,224574, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22,42, Private,244667, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23,33, Federal-gov,137164, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
24,24, Private,234280, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
25,24, Private,229514, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
26,42, Private,35641, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,36, United-States, <=50K
27,51, Private,199180, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, >50K
28,46, Private,38303, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, Cuba, <=50K
29,45, Private,192606, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,380,40, United-States, <=50K
30,30, Private,97507, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States, >50K
31,30, Private,183340, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32,46, Private,178979, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
33,47, Private,112702, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, England, >50K
34,25, Private,85710, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,60, United-States, <=50K
35,48, Private,282306, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, <=50K
36,23, ?,740103, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
