,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,49, Private,129822, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
1,41, Private,209431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
2,29, Private,181372, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
3,40, State-gov,152147, Assoc-voc,11, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, >50K
4,27, Local-gov,32332, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, <=50K
5,48, Private,287466, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,45, Peru, <=50K
6,23, Local-gov,233577, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, United-States, <=50K
7,32, Private,203140, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
8,48, Private,344262, 7th-8th,4, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,99, United-States, <=50K
9,49, Private,190297, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
10,43, Private,215061, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11,26, Private,187650, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
12,53, Private,133520, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
13,22, Private,202661, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,20, Columbia, <=50K
14,32, Private,139059, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
15,17, Private,218701, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
16,21, Private,188240, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
17,26, Private,158366, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,3942,0,65, United-States, <=50K
18,46, Private,245492, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
