,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,31, Private,288123, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,43, England, >50K
1,41, Private,144524, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,33, United-States, <=50K
2,42, Private,183219, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
3,35, Private,109155, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,203,0,40, United-States, <=50K
4,38, Private,349044, Masters,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1623,42, United-States, >50K
5,22, Private,43718, Doctorate,8, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
6,33, Private,133769, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
7,43, Private,193595, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,68, United-States, >50K
8,46, State-gov,105067, HS-grad,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,446,0,35, United-States, <=50K
9,32, Private,237582, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,32, United-States, <=50K
10,35, Private,110575, Bachelors,9, Never-married, Sales, Not-in-family, White, Male,0,1117,51, United-States, <=50K
11,46, Private,183972, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,128,40, United-States, >50K
12,33, Private,113856, Prof-school,8, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
13,48, Private,41789, Doctorate,16, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
14,25, Private,93406, Masters,10, Never-married, Farming-fishing, Own-child, White, Female,174,0,31, United-States, <=50K
15,29, Private,154466, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K
16,39, Private,332206, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
17,33, Private,61650, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,46, United-States, <=50K
18,31, Private,70590, Assoc-acdm,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,217,56, United-States, <=50K
19,23, Private,158501, Preschool,9, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
20,30, ?,129478, 5th-6th,8, Separated, ?, Unmarried, White, Male,0,0,26, United-States, <=50K
21,23, Private,129521, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,31, United-States, <=50K
22,32, Private,84106, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,4693,0,43, United-States, <=50K
23,42, Self-emp-inc,195786, Prof-school,15, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,66, United-States, >50K
24,58, Private,143055, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
25,46, Private,104716, 12th,3, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,128,0,44, United-States, <=50K
26,56, Private,478963, Some-college,10, Married-civ-spouse, Priv-house-serv, Husband, White, Male,732,0,38, United-States, <=50K
27,36, State-gov,237480, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States, >50K
28,68, Private,161046, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States, <=50K
29,25, Private,396557, Assoc-voc,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,547,41, Puerto-Rico, <=50K
30,42, Local-gov,78504, Assoc-acdm,8, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
31,35, Private,61787, 7th-8th,11, Never-married, Craft-repair, Not-in-family, White, Male,0,99,53, United-States, >50K
32,41, Private,183331, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,1496,0,39, Laos, >50K
33,31, Self-emp-not-inc,347153, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,349,0,40, Trinadad&Tobago, <=50K
34,23, Private,66720, Assoc-voc,9, Widowed, Other-service, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
35,30, State-gov,281336, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,39, United-States, <=50K
36,63, ?,168548, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
37,37, Private,317200, 12th,2, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,36, Hungary, <=50K
38,22, Private,352331, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
39,66, ?,159628, HS-grad,7, Divorced, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
40,43, Private,203973, Assoc-acdm,8, Married-civ-spouse, ?, Husband, White, Male,5013,0,43, Peru, <=50K
41,37, Local-gov,103812, Masters,14, Divorced, Machine-op-inspct, Husband, White, Male,183,0,38, United-States, <=50K
42,62, Private,124043, 10th,6, Never-married, Sales, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
43,40, Private,179314, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,1544,36, United-States, <=50K
44,67, Private,241966, 1st-4th,4, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,1394,28, Trinadad&Tobago, <=50K
45,52, Self-emp-inc,94560, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,61172,0,50, United-States, >50K
46,47, Private,248061, 5th-6th,1, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, Laos, <=50K
47,58, Private,600746, 5th-6th,1, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, Cambodia, <=50K
48,19, Private,46000, HS-grad,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,13, United-States, <=50K
49,57, Self-emp-inc,212061, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,8320,269,59, South, <=50K
50,44, Private,225073, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,296,43, United-States, >50K
51,24, Private,80338, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
52,32, Federal-gov,486492, Some-college,10, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
53,40, Private,196607, HS-grad,11, Separated, Priv-house-serv, Not-in-family, White, Male,305,0,48, United-States, >50K
54,50, Private,37192, Masters,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
55,20, Private,237129, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
56,44, Private,151100, Bachelors,13, Divorced, Protective-serv, Unmarried, White, Female,0,0,38, United-States, >50K
57,52, Self-emp-not-inc,186948, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,978,247,62, United-States, >50K
58,39, Self-emp-not-inc,94553, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
59,27, Private,44243, Assoc-voc,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,39, South, <=50K
60,51, Private,142504, Assoc-voc,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,671,29, Peru, <=50K
61,19, Private,257963, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,351,0,38, Iran, <=50K
62,55, Private,114564, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States, <=50K
63,23, Private,49406, 7th-8th,4, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
64,61, Private,333195, 5th-6th,3, Married-civ-spouse, Armed-Forces, Wife, White, Female,0,0,40, Jamaica, <=50K
65,40, Private,174127, Assoc-voc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
66,34, Private,241922, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
67,35, Private,26780, Assoc-acdm,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, >50K
68,19, Private,205914, Doctorate,9, Never-married, Tech-support, Own-child, White, Male,0,0,33, Philippines, <=50K
69,68, Self-emp-not-inc,121909, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2356,0,42, United-States, >50K
70,40, Local-gov,241933, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
71,29, Private,90326, Masters,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2555,0,59, United-States, <=50K
72,45, Private,34102, Doctorate,7, Never-married, Farming-fishing, Other-relative, White, Male,0,0,52, United-States, <=50K
73,19, Private,495753, 10th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,33, Taiwan, <=50K
74,47, Private,280422, HS-grad,9, Divorced, Transport-moving, Husband, White, Male,93,0,43, Taiwan, <=50K
75,24, Private,333875, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
76,36, State-gov,97431, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
77,27, Private,78943, Bachelors,10, Never-married, Transport-moving, Own-child, White, Male,1597,0,75, United-States, <=50K
78,36, ?,365422, Preschool,11, Divorced, Armed-Forces, Not-in-family, White, Male,411,755,3, Thailand, <=50K
79,31, Private,163592, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States, <=50K
80,18, Private,169859, Preschool,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,14, United-States, <=50K
81,25, Private,487007, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
